disposition	reps
46	1
4R1-28-I1-B1-B8	1
4R1-28-I1-B1-F6	1
84	1
887 in collection at ZMUC	1
Collection Ballot	10
Collection Breton	221
Collection Colcanap n°1900-28	1
Collection Collignon n°1925-18	2
Collection Cordier n°1969-8	1
Collection HILDRETH	43
Collection LESSON	2
Collection Mourgue	1
Collection Rey-Jouvin	4
Collection Roissy n°1975-4	8
Collection Termier	84
Collection Tessier n°1972-9	8
Collection Wellhauser	1
Collection d'Orbigny n°1858-35	2
Destroyed 1/5/1974	1
Discarded 22 Feb 1962	1
Discarded, D. Amadon, 24 Jun 1964	1
Dr. George H. Lowery, Exch. to Louisiana State Uni	1
Duplicate of A90161	1
Duplicate of V11439	1
Duplicate of V206324, sent on exchange to Univeristy of Washinton Botanic Garden (WTUH) Aug 2012	1
Ex. with Cleveland mus., Feb 192[illeg]	4
Ex. with John Whitehead Sept. 12/90	2
Exch. Phil.Acad.Nat.Sci	1
Exch. sent to Bishop Museum, Jan 1932	2
Exch. to Dr. W.H. Phelps	2
Exch. with Chee Foo Museum, through Rev. Geo. Corn	1
Exch. with S.I. Nov.27,1889	1
Exch. with Tring Mus. July 7, 1928	2
Exchange Iowa St. U., 1967	1
Exchanged to Chicago Museum	4
Exchanged to Rolf Grantsan, Parque Terramova, SB C	1
Exchanged with A.T. Wayne Mount Pleasant, S.C. for	1
Exchanged with H.K.Coale March 10	1
Exchanged with South Australian Mus. 8/80	1
Gift to Radford Coll. - Va., 15 Jan 1962 (with Dis	1
Given in Exch. to Museum Vert. Zool., June, 1955.	1
Given in exchange to the Bishop Museum, May 1927	7
Given to the Department of Education	2
Kaappi 110b, laatikko 20	3
Kaappi 78b, laatikko 9	1
Lobaria	1
Montado	79707
Na coleÁ„o| Caixa Romaleidae (Bactrophorinae (Ophthalmolampini (Pseudonautia)))	167
Na coleção | Caixa Dermaptera Pygidicraniidae Labiduridae 8	73
On exhibit - N.Y.C. Area	1
Physcia aipolia ssp. angustata	1
Physcia aipolia ssp. melops	2
Physconia	2
Porocyphus areolatus	2
Presented to Fish & Wildlife Service	1
Presented to J.G. Williams, Coryndom Museum, Afric	1
Sent by Hamlyn to Gerrard	1
Sent in exchange to Nat. Mus., New Zealand 6 Feb 1	2
Sent to Berlin Museum, april 21, 1955	1
Taken by Mr. Moden to Acad.Sci., Leningrad, July 1	1
This duplicate was sent on exchange to Agriculture and Agri-Food Canada (DAO) 2008.	7
Tombado em 1998-09-02/in collection	1
Tombado em 2003-10-20/in collection	1
U.S. Nat. Mus.	2
ZSM	1
in catalog	5
systematic	1892
4R1-28-I1-B1-B9	1
4R1-28-I1-B1-F7	1
Collection BERNARD A CIVEY	1
Collection Bobelaye	1
Collection Chassagne n°2004-30	1
Collection Del Prete	3
Collection Grateloup	1
Collection Lanquine n°1991-14	7
Collection Lavocat René	1
Collection MNHN n°1965-11	411
Collection MORREN	2
Collection Marçais	7
Collection Mayer-Eymar	3
Collection Michel Philippe	1
Collection Perrier de la Bathie n°1902- 13	1
Collection Roissy n°1847	14
Collection Rousseau	7
Collection Séronie-Vivien n°1961-12	2
Collection UNIVERSITE DE LIEGE	2
Collection Vignot	2
Collection Virot n°1899-18	1
Collection de Saporta n°1990-2	17
Discard 28-TX-54 J.F.	1
Discarded 21 Sep 1954 JF	1
Discarded, 18 Nov 1975	1
Donated to Urban Park Rangers, Brooklyn, N.Y. - Ju	4
Duplicate of A19324, A19325 and A19326 sent on exchange to the University of California (UC) 2009	1
Duplicate of A90371	1
Duplicate of V18209 sent on exchange to the Canadian Museum of Nature (CAN) 2009	1
Duplicate of V182524, sent to V 2012 Aug	1
Ex. with S.I. Nov.27,1890	1
Exch. Museo Paulista Brazil, March 1917	9
Exch. to Occidental College, Calif. Oct 14, 1963	1
Exch. to Peabody Museum, Yale Museum, August 1964	2
Exch. to: Queensland Museum, Australia, D.P. Vovno	1
Exch. with A.C. Connor, N.L., May 1927	1
Exch. with Chee Foo Mus., thro'Geo. Cornwall, June	1
Exch.W.F.H. Rosenberg, Feb 1921; Exchanged to Nati	1
Exchange with Dr. Stresemann-Berlin Museum May 192	1
Exchange with North Carolina Museum Nat. Sci.	1
Exchange with Tring Mus., May 1927; Renumbered lat	1
Exchanged with H.K. Coale, March '10	5
Exchanged with Tring Mus.,July 9, 1928	1
Kaappi 110b, laatikko 21	3
Na coleÁ„o| Caixa Romaleidae (Romaleinae (Romaleini (Tropidacris))	27
Na coleção| Calliphoridae 07 (M-N-O-P)	124
Physcia pulverulenta var. angustata	1
Polyblastia terrestris	2
Presented to Dr. Helmut Sick, November 1930	1
Presented to Paris Museum 1949	1
Presented to Roosevelt Memorial Assoc. Aug. 1923	1
Pyrgomorphidae (Omura)	260
Sent in exch. to H.B. Conover Field Mus., Oct 7, 1	1
Sent to Swedish Nat. Hist. Museum Oct 16, 1925	1
Sent to U.S. National Mus. 1925	217
Specimen with a duplicate accession number, sent as a gift to Yukon Government (BABY) 2012 Jun	1
Tombado em 1999-02-05/loaned	1
Tombado em 2003-05-12/in collection	17
Tombado em 2014-02-17/in collection	4
Tombado em 2015-03-11/in collection	8
Tombado em 2015-04-30/in collection	10
/loaned	1
14 in collection at ZMUC	1
4R1-28-I1-B1-F8	1
Additional Information, see Other Information In collection Missing parts, see Availability Remarks	15
Collection Afchain	1
Collection Brivet	1
Collection CEDP	11
Collection CROIZET	45
Collection Canevet	5
Collection Faudrain n°1901-8	2
Collection Jean	1
Collection KRANTZ, Adam August	151
Collection Orbigny Alcide (d') n°1886-6	1
Collection Villoutreys	1
Duplicate of A12609; sent on exchange to University of Alaska Museum of the North (ALA) 2009	1
Duplicate of A19378; sent on exchange to University of California (UC) 2009	1
Duplicate of V216373, A54354, sent on exchange to Oregon State University (OSC) 2012 Aug	1
Duplicate of V62892, sent to V 2012 Aug	1
Ex. with F.O. Johnson May 20, 1889	2
Ex. with John Whitehead Sep. 12/90	1
Ex. with John Whitehead Sept 12/90	4
Exch. Ashley Hine, Banff, Alberta, 31 Jul 1907	1
Exch. Brit. Mus., May 1921	16
Exch. sent to Bishop Mus. Jan 21, 1932	3
Exch. sent to Cleveland Mus., Jan 6,1932	1
Exch. sent to Swedish Mus. Dec 12,1931	1
Exchange Museum of Southwestern Biology; 8/2002	1
Exchange to Royal Scottish Museum, April 1928	4
Exchanged to Rolf Grantsan, Parque Terrauvo, S.B.	1
Exchanged with Ashley Hine, Banff, Alberta, 31 Jul	4
Exchanged with Geo. Hollister for Hawk, 24 Nov 191	1
Exchanged with Princeton Mus. z.-Jan 1926	1
Gift to William Penn. Museum, harrisburg - 1969	1
Gift to the Berlin Mus., July 1936 - Never sent. M	1
Given in exchange Honarary Museum, Director Public	1
Given in exchange to H.B. Conover, April 1, 1949	1
Given in exchange to the Field Museum, March 2, 19	1
Given in exchange to the University of North Carol	2
Given to Department of Education, Dec 29, 1919	1
Given to Rothschild Coll. & renumbered AMNH #65535	1
Kaappi 108a, laatikko 28	1
Kaappi 109a, laatikko 21	12
Kaappi 114b, laatikko 17	1
Kaappi 119a, laatikko Dermestidae 9	3
Kaappi 84a, laatikko Staphylinidae 297	1
Lobaria scrobiculata	1
Mtd for New Guinea Mt. Group-April 1940	1
Na coleÁ„o | Caixa Phoebis - Seg(6) Mod(1) (01)	27
Na coleÁ„o| Buprestidae (Pasiphae - Hypoprasis - Baudonisia - Chrysesthes - Pelecopselaphus) Caixa 1133	172
Na coleção | Caixa Anteos - Seg(5) Mod(6) (16)	31
Na coleção | Caixa Dermaptera Forficulidae Pygidicraniidae 1	170
Pertusaria panyrga	6
Physcia aipolia	20
Physcia farrea	2
Purchased of F.W. Urich	1
REPOSITATED AT NMNH	1
Sent in exchange to Brooklyn Museum Aug. 19/1927	1
Sent in exchange to Paris Mus. June 6, 1929	2
Sent to Senckenberg Museum-Exchange Dec 1926	1
Sent to UMMZ, Michigan on exchange, Sept 1984	1
Tombado em 1982-06-20/in collection	1
Tombado em 1986-03-09/in collection	1
Tombado em 1998-06-09/in collection	1
Tombado em 2015-04-15/in collection	13
49	1
4R1-28-I1-B1-F9	1
87	1
Available	792
Cetraria	1
Collection Armange	4
Collection Brodie n°1890-10	1
Collection Bureau n°1876-13	13
Collection CECILLE	1
Collection Chudeau	6
Collection Commune de la Motte d'Aveillans	11
Collection Cottreau n°1929-13	3
Collection Deshayes n°2004-22	5
Collection Eudes-Deslongchamps	14
Collection Fourtau n°1904-26	1
Collection Lamy	1
Collection Leroy	14
Collection Pallary	3
Collection Pérez	1
Collection REGLE	1
Collection ROUSSEAU	5
Collection Tournouër n°1884-3	86
Collection Wernli	1
Collection de Fromentel	407
Destroyed 1/2006	1
Destroyed 10-29-97	1
Dr. George M. Lowery, Exch. to Louisiana State Uni	1
Duplicate of A90164	1
Duplicate of V32504 sent on exchange to the University of Washington (WTU) 2009	1
Duplicate of V3825, sent to V 2012 Aug	1
Ex-Walter Koelz-April 1926	6
Ex. with S.I. Nov.27,1889; Given to Brooklyn Museu	1
Exch. sent U.S. National Mus. Jan 1932	1
Exch. to Herbert Zeidler, 10 Feb 1956	5
Exch. with Imp. Col.Agr. Japan Oct.'08	1
Exch. with Phia.Acad.Nat.Sci. July 1928	1
Exch. with Stockholm Mus., June 14,1929	1
Exch: Delaware Museum N	1
Exchange sent to Bishop Mus., Jan 21, 1932	1
Exchange sent to Cleveland Mus. Jan. 6, 1932	5
Exchange to Chicago Mus.	12
Exchange with Academy of Nat. Sciences-April 1928	1
Exchange with Dr. L.C. Sanford, Sept. 1917	1
Exchange with J. Rowley	1
Exchange with Mr. Rubinger, N.Y. Scientific Supply	1
Exchange with Paterson Museum, Paterson, N.J.	1
Gift - City College - Mar 1969	2
Given in exch. to Mus. Vert. Zool., June, 1955	1
Kaappi 110a, laatikko 2	1
Kaappi 84a, laatikko Staphylinidae 298	1
Kaappi 90b, laatikko Nitidulidae 22	1
Mounted - Gull Island - Exhibit, 12/7/70	1
Mounted for Bird Rock Group June 1901	1
Na coleÁ„o | Caixa Phoebis - Seg(5) Mod(6) (33)	29
Phaneropterinae	234
Physcia ciliaris f. muscicola	1
Presented to C.E. Hellmayr, Feb 1907	5
Presented to Education Dept. for use in Army Museu	1
Sent in exch. to E. Lehn Schioler, Jan 1927	4
Sent to Brooklyn Museum in exchange Aug. 19, 1927	1
Sent to Prof. van Oort-Leiden	2
Sent to the British Museum in exchange, Apr 1927	1
Sent to the Brooklyn Museum in exchange August 19,	1
Spec. exchanged to Rothschild renumbered 594912 wh	1
To Mrs. S.L. Elliot	1
Tombado em 08-07-2015/in collection	8
Tombado em 1977-12-15/in collection	1
Tombado em 1992-03-18/in collection	1
Tombado em 2000-03-31/in collection	16
Tombado em 2015-02-09/in collection	20
Tombado em 21-10-2016/in collection	36
Additional Information, see Other Information	408
Collection Agniel	3
Collection BROWN, Robert	3
Collection Besairie n°1929-2	1
Collection Decorse n°1909-3	1
Collection Escuillié	7
Collection Garnier	1
Collection Ginsburg Léonard n°1960-11	1
Collection LYELL	1
Collection Lory n°1991-14	3
Collection Marcais	1
Collection Menchikoff	106
Collection Munier-Chalmas	29
Collection Muséum n°2006-20	1
Collection Novak n°1883-31	4
Collection Pepin	2
Collection Pinar	16
Collection Platel	1
Collection ROLAND	1
Collection Réquien	11
Collection Sornay n°1953	7
Collections; Thin Section Lab collections	3
Destroyed 1-5-74	1
Discarded from Coll., 21 Oct 1931. (Preparation De	22
Discarded, 1 Feb 1956, grease-burned	1
Discarded, Jul 1946	1
Duplicate of V10095, sent to V 2012 Aug	1
Exch. Brit. Mus. May 1921	11
Exch. Museo Nacional Argentina Sep.'17	2
Exch. sent to Swedish Mus., Dec 12, 1931	25
Exch. to Zool. Mus. Copenhagen [illeg] May 1959	1
Exch. with Dr. L.C. Sanford, Sept. 1917	4
Exch. with Imp. Col Agr. Japan, Oct 1908	1
Exch. with Kny - S. Co., Mar 1902	3
Exch. with Phila. Academy of Nat. Sciences, Jul 19	23
Exch. with mr. E.T. Seton, May 24,1928	2
Exchange to British Museum, Sept 1921	1
Exchanged with Academy of Nat'l Sciences; Nov 6, 1	1
Exchanged with New York Scientific Supply Co., 28	1
Given in exchange to Field Museum Nat'l Hist. July	3
Given in exchange with U.S. National Museum, March	2
Given to New Guiana Mus.	1
Kaappi 115b, laatikko Scarabaeidae 13	1
Kaappi 83b, laatikko Staphylinidae 206	1
Kaappi 90b, laatikko Nitidulidae 23	2
Na coleção| Caixa Romaleidae (Romaleinae (Phaeoparini (Phaeoparia - Tepuiacris)))	106
ON LOAN - PEABODY	12
Peltigera genuina	1
Peltigera scutata	13
Physcia lithotea var. nuda	2
Physcia tenella	10
Presented to Brooklyn Chrildren's Museum for Mount	1
Rich in exchange from Allan Brooks, 1935	1
Sent as sample to a South American collector	1
Sent in exchange to Carnegie Museum, 29 April 1977	1
Sent in exchange with Leiden Mus. Nov 1934	4
Sent to Australian Museum, Aug. 1982	1
Sent to R.M. Strong, 24 Sep 1903	3
This duplicate was sent on exchange to the University of Alaska Museum of the North(ALA) 2008	1
To Carnegie Mus.	1
Tombado em 2005-04-09/in collection	9
Tombado em 29-08-2016/in collection	26
not collected	2
oversize collections	912
A duplicate of this specimen was sent on exchange to the University of North Carolina (NCU) 2009	1
A duplicate specimen of the same accession number was sent on exchange to Washington State University (WTU) 2008	1
B.P. Bishop Museum	16
Biatora uliginosa var. proletaria	1
Collection BARILLET	1
Collection BERTRAND-GESLIN	9
Collection Bayle	6
Collection Besairie n°1929-3	1
Collection Besairie n°1982-4	4
Collection Boursault	1
Collection CFP	9
Collection Changarnier n°1905-14	75
Collection Chaput	12
Collection Colcanap n°1904-9	104
Collection DESNIDOW	2
Collection Dalloni	12
Collection Gazola n°1889-4	1
Collection Gentil	13
Collection Gourdon n°1889-33	4
Collection Jullien	7
Collection Kostic	1
Collection Lebedeff	8
Collection Lemoine n°1900-25	1
Collection Lhomme (Louis) n°1960-3	1
Collection MANTELL	40
Collection Maraschini	4
Collection Musée de Nantes n°1923-14	1
Collection RAVERGIE	17
Collection SAVI	7
Collection SEREPT	1
Collection Slansky	3
Collection VIRLET D'AOUST, Pierre Théodore	86
Collection Vialov O.S.	1
Collection Vizcaïno n°2007-14	65
Collection Yehoach	1
Destroyed by insects, Aug 192[illeg]	1
Discarded, Dr. Amadon, 17 Jul 1963	3
Duplicate of A15737; sent on exchange to University of California (UC) 2009	1
Duplicate of A2381	1
Duplicate of A9793; sent on exchange to the University of North Carolina (NCU) 2009	1
Duplicate of V189600 sent on exchange to the University of Washington (WTU) 2009	1
Duplicate of V216310, A8482, sent on exchange to University of Washington (WTU) 2012 Aug	1
Duplicate of V56276, sent to V 2012 Aug	1
Duplicate of specimen with same collection number, sent on exchange to Washington State University (WTU) 2009	1
Ex. with Carlos Reeds, Feb 1917	2
Ex. with Louis Molnar Sept 10 1890	1
Ex. with S.I. Nov 27,1889	14
Ex.-Academy of Natural Sciences, April 1928	1
Exch. Brit Mus., Sept 1927	3
Exch. Univ. of Oklahoma 3 Jan 1955 J.F.	1
Exch. Univ. of Oklahoma, 3 Jan 1955	1
Exch. W.F.H. Rosenberg , Sept 1921	1
Exch. with Cleveland Museum, Feb 1926	1
Exch. with D. Banys, May 16'05	2
Exch. with Imp. Col.Agr., Japan, Oct '08	1
Exch. with Museo Nacional de Historia Natural, Bue	1
Exchange F.M. Chapman 1925	1
Exchange to Gorgas Mem. Laboratory, Dr. Amadon 9/2	1
Exchanged to Brigham Young Univ., Provo, Utah, Jan	1
Exchanged to Rolf Grantsan, Porque Terranova, SB C	1
Exchanged with A.G. Pine,Jr. Dec. 1, 1886	1
Exchanged with Howarth S. Boyle for Hawk;Archilnte	6
Gift to the British Museum, July 1936 never sent M	1
Given in exch. to Phila. Acad.Sciences, Feb 1938	3
Given in exchange to Field Museum of Nat'l. Hist.,	1
Given in exchange to H.K. Coale	60
Given in exchange to Phil. Acad. Sci., Oct. 1951	1
Given in exchange to the British Museum, June 1930	14
Given to Dr. Sanford-Dec 24, 1932	1
Kaappi 108b, laatikko Carabidae 244	2
Kaappi 109a, laatikko 24	3
Na coleÁ„o | Caixa Phoebis - Seg(5) Mod(6) (37)	31
Na coleção | Caixa Phoebis - Seg(5) Mod(6) (31)	57
Physcia muscigena var. squarrosa	2
Physcia wainioi	1
Porina norrlinii	2
Pres. Univ. Oklahoma - Sutton, March 1953	6
Presented to Children's Museum - Boston, 13 Jan 19	1
Sent in exchange to M.C.Z., Dec 1928	1
Sent in exchange to the U.S. National Museum, Nov	1
Sent to Academy Nat'l Sciences, Sept 21, 1939 in e	1
Sent to U.S. National Museum	2
Sent to the Brooklyn Museum in exchange, 19 Aug 19	1
Tettigonioidea (Copiphorinae)	184
Tombado em 2000-02-12/in collection	10
Tombado em 2008-05-19/in collection	1
Tombado em 30-05-2016/in collection	51
avaliable	296
800	1
A duplicate of this specimen with the same accession number was sent on exchange to the National Tropical Botanical Garden (PTBG)	1
Collection Alçiçek n°2008-1	3
Collection Barratero	1
Collection Besairie n°1929-4	23
Collection Bouchard	10
Collection CLAUSSEN	5
Collection Charbonnier n°2009-1	2
Collection Colcanap n°1907-16	1
Collection Fourtau	12
Collection GOUVERNEMENT DU QUEENSLAND	24
Collection Gabilly	3
Collection Garin n°2007-25	2
Collection HARLAN	25
Collection KIDSTON	4
Collection LECLERC	2
Collection Lavocat	34
Collection Magne	1
Collection Matrion	13
Collection PERRIER de la BATHIE	31
Collection Palassou	1
Collection Péron n°1908-35	1
Collection Renouard	2
Collection Rochon René	1
Collection Schnebli n°1900-12	1
Collection Schoelcher	1
Collection Vassel n°1886-6	1
Collection de Loriol	5
Discarded 6 Nov 1957 D. Amadon	1
Duplicate of A17848 sent on exchange to the University of California (UC) 2009	1
Duplicate of V223305, sent on exchange to Univeristy of Washinton Botanic Garden (WTUH) Aug 2012	1
Duplicate of V23657, sent to V 2012 Aug	1
Duplicate of V38631 sent on exchange to Oregon State University (OSC) 2009	1
Duplicate of V62885, sent to V 2012 Aug	1
Duplicate of V6368, sent to V 2012 Aug	1
Ex. with C.B. Cory, Sep 1893	90
Ex. with Cleveland Museum, Feb 1926	1
Ex. with G. Kohn Nov 29/90	8
Exch. - Tacka pausha Museum - Gift of C.S. Davenpo	1
Exch. E. Loehn Schioler Jan. 1927	1
Exch. Great Smoky Mount. Group	1
Exch. Museo Paulista, Mar 1917	1
Exch. to N.Y. Sci Supply	1
Exch. to Prince Hans of Liechtenstein	1
Exch. to Scientific Supply, Jan 17, 1957	1
Exch. with Carnegie Mus. June 15 1929	1
Exch. with Dr. Streseman-Berlin Museum-May 1927	1
Exch. with Exch. dwith M.C.Z. July 1928 July 1928	1
Exch. with Imp. Coll. Agr. Japan Dec.'09	1
Exchange - Auckland Museum, April 20, 1950	1
Exchange Chicago Natural History Museum, 6 Aug 195	1
Exchange sent to U.S. National Museum	32
Exchange with Outram Bangs, Mus. Comp. Zoology, 10	2
Gift (Rec. Dec 8, 1902	1
Gift Dutchess Comm. Coll., 1969	15
Given in exchange to M.C.X., May 1927	1
Given in exchange to Mr. W.H. Phelps, May 26, 1950	1
