"typestatus","reps"
"syntype, basionym: byrsonima variabilis fo. oblongifolia nied.",7
"syntype, basionym: carex sonderiana boott ex lindm.",7
"syntype, basionym: chuquiraga synacantha baker",7
"syntype, basionym: erythraea glomerata wittr.",7
"syntype, basionym: homalium buchholzii warb.",7
"syntype, basionym: mosenia sicarius lindm.",7
"syntype, basionym: oncidium paranaense kraenzl.",7
"syntype, basionym: panicum helobium mez ex henrard",7
"syntype, basionym: piper scutelliferum var. aureum c. dc.",7
"syntype, basionym: salix oritrepha var. tibetica goerz ex rehder & kobuski",7
"syntype, basionym: salix rockii goerz ex rehder & kobuski",7
"syntype, basionym: saxifraga aleutica hultén",7
"syntype, basionym: senecio langei malme",7
"syntype, basionym: setaria lancifolia r. a. w. herrm.",7
"syntype, basionym: taraxacum acroglossum dahlst.",7
"syntype, basionym: taraxacum aetheocranum g. e. haglund",7
"syntype, basionym: taraxacum albidum dahlst.",7
"syntype, basionym: taraxacum croceiflorum dahlst.",7
"syntype, basionym: taraxacum livonicum markl.",7
"syntype, basionym: taraxacum nutans dahlst.",7
"syntype, basionym: taraxacum platylepium dahlst.",7
"syntype, basionym: viguiera nudibasilaris s. f. blake",7
"syntype, basionym: vilfa ioclados nees ex trin.",7
"syntype; holotype",7
"syntypes ?",7
"topotype of habia rubica mesopotamia parkes",7
"topotype of ortalis guttata subaffinis todd",7
"topotype of pheugopedius rutilus interior todd",7
"topotype of probreviceps macrodactylus loveridgei",7
"topotype of sciurus aestuans chiriquensis",7
"topotype of sphaerodactylus macrolepis phoberus",7
"topotype of stenocercus cupreus",7
"topotype of trogon underwoodi bangs",7
"type collection; isosyntype",7
"type of anastoechus barbatus",7
"type of aphaenogaster graeca",7
"type of brachythecium salebrosum var. arcticum berggr.",7
"type of camponotus (colobopsis) victor subsp. augustulus",7
"type of cataulacus latus",7
"type of crematogaster parabiotica",7
"type of cunina peregrina",7
"type of knautia silvatica var. dinarica murb.",7
"type of messor oertzeni var. amphigea",7
"type of notoncus capitatus",7
"type of odontomachus imperator subsp. opaculus",7
"type of pheidole megacephala r. nkomoana",7
"type of pheidole njassae",7
"type of pheidole njassae var. sculptior",7
"type of poecilus subcordatus",7
"type of polyrhachis dives var. euclides",7
"type of solenopsis (diplorhoptrum) subterranea",7
"type of vollenhovia overbecki",7
"type, basionym: copernicia macroglossa h. wendl. ex becc.",7
"type, basionym: telanthera serpyllifolia moq.",7
"type, basionym: thesium apiculatum sond. var. corniculatum sond.",7
"type; type; type",7
"voucher (etheostoma zonale)",7
"voucher of <a href=""http://arctos.database.museum/name/abrothrix longipilis hirta"">abrothrix longipilis hirta</a>, page 1111 in <a href=""http://arctos.database.museum/publication/10005427"">palma et al. 2010</a>",7
"voucher of <a href=""http://arctos.database.museum/name/abrothrix longipilis suffusa"">abrothrix longipilis suffusa</a>, page 1111 in <a href=""http://arctos.database.museum/publication/10005427"">palma et al. 2010</a>",7
"voucher of <a href=""http://arctos.database.museum/name/adota gnypetoides"">adota gnypetoides</a>, page 0 in <a href=""http://arctos.database.museum/publication/10006537"">bousquet, et al. 2013</a>",7
"voucher of <a href=""http://arctos.database.museum/name/albuna pyramidalis"">albuna pyramidalis</a> in <a href=""http://arctos.database.museum/publication/10005893"">ferris et al. 2012</a>",7
"voucher of <a href=""http://arctos.database.museum/name/amara erratica"">amara erratica</a>, page 10 in <a href=""http://arctos.database.museum/publication/10006887"">pantoja et al. 2013.</a>; voucher of <a href=""http://arctos.database.museum/name/amara erratica"">amara erratica</a>, page 0 in <a href=""http://arctos.database.museum/publication/10006537"">bousquet, et al. 2013</a>",7
"voucher of <a href=""http://arctos.database.museum/name/amara laevipennis"">amara laevipennis</a>, page 10 in <a href=""http://arctos.database.museum/publication/10006887"">pantoja et al. 2013.</a>; voucher of <a href=""http://arctos.database.museum/name/amara laevipennis"">amara laevipennis</a>, page 0 in <a href=""http://arctos.database.museum/publication/10006537"">bousquet, et al. 2013</a>",7
"voucher of <a href=""http://arctos.database.museum/name/amara quenseli"">amara quenseli</a>, page 10 in <a href=""http://arctos.database.museum/publication/10006887"">pantoja et al. 2013.</a>; voucher of <a href=""http://arctos.database.museum/name/amara quenseli"">amara quenseli</a>, page 0 in <a href=""http://arctos.database.museum/publication/10006537"">bousquet, et al. 2013</a>",7
"voucher of <a href=""http://arctos.database.museum/name/araeopidius monachus"">araeopidius monachus</a>, page 0 in <a href=""http://arctos.database.museum/publication/10006537"">bousquet, et al. 2013</a>",7
"voucher of <a href=""http://arctos.database.museum/name/arostrilepis microtis"">arostrilepis microtis</a> in <a href=""http://arctos.database.museum/publication/10006559"">markarikov, galbreath, & hoberg, 2013</a>",7
"voucher of <a href=""http://arctos.database.museum/name/brachypterus urticae"">brachypterus urticae</a>, page 0 in <a href=""http://arctos.database.museum/publication/10006537"">bousquet, et al. 2013</a>",7
"voucher of <a href=""http://arctos.database.museum/name/byturus unicolor"">byturus unicolor</a>, page 0 in <a href=""http://arctos.database.museum/publication/10006537"">bousquet, et al. 2013</a>",7
"voucher of <a href=""http://arctos.database.museum/name/caenis youngi"">caenis youngi</a>, page 409 in <a href=""http://arctos.database.museum/publication/10006560"">rinella et al. 2012</a>",7
"voucher of <a href=""http://arctos.database.museum/name/calidris alpina pacifica"">calidris alpina pacifica</a>, page 177 in <a href=""http://arctos.database.museum/publication/52"">kessel 1989</a>",7
"voucher of <a href=""http://arctos.database.museum/name/calomys lepidus"">calomys lepidus</a>, page 17 in <a href=""http://arctos.database.museum/publication/1000010"">olds et al. 1987</a>",7
"voucher of <a href=""http://arctos.database.museum/name/campaea perlata"">campaea perlata</a> in <a href=""http://arctos.database.museum/publication/10005893"">ferris et al. 2012</a>",7
"voucher of <a href=""http://arctos.database.museum/name/canis lupus"">canis lupus</a>, page 365 in <a href=""http://arctos.database.museum/publication/10004834"">weckworth et al. 2010</a>; voucher of <a href=""http://arctos.database.museum/name/canis lupus"">canis lupus</a>, page 919 in <a href=""http://arctos.database.museum/publication/193"">weckworth et al. 2005</a>",7
"voucher of <a href=""http://arctos.database.museum/name/caurinus dectes"">caurinus dectes</a> in <a href=""http://arctos.database.museum/publication/10006707"">sikes and stockbridge 2013</a>",7
"voucher of <a href=""http://arctos.database.museum/name/chilina neuquenensis"">chilina neuquenensis</a> in <a href=""http://arctos.database.museum/publication/10007176"">flores et al. 2015</a>",7
"voucher of <a href=""http://arctos.database.museum/name/corixidae"">corixidae</a> in <a href=""http://arctos.database.museum/publication/10007264"">lewis et al. 2015</a>; voucher of <a href=""http://arctos.database.museum/name/corixidae"">corixidae</a> in <a href=""http://arctos.database.museum/publication/10007265"">lewis et al. 2014</a>",7
"voucher of <a href=""http://arctos.database.museum/name/dryocoetes caryi"">dryocoetes caryi</a>, page 0 in <a href=""http://arctos.database.museum/publication/10006537"">bousquet, et al. 2013</a>",7
"voucher of <a href=""http://arctos.database.museum/name/dysstroma citrata"">dysstroma citrata</a> in <a href=""http://arctos.database.museum/publication/10005893"">ferris et al. 2012</a>",7
"voucher of <a href=""http://arctos.database.museum/name/dytiscus circumcinctus"">dytiscus circumcinctus</a>, page 0 in <a href=""http://arctos.database.museum/publication/10006537"">bousquet, et al. 2013</a>",7
"voucher of <a href=""http://arctos.database.museum/name/empidonax difficilis"">empidonax difficilis</a>, page 29 in <a href=""http://arctos.database.museum/publication/10006358"">moore 1940</a>; voucher of <a href=""http://arctos.database.museum/name/empidonax difficilis"">empidonax difficilis</a>, page 373 in <a href=""http://arctos.database.museum/publication/10006359"">moore 1940</a>",7
"voucher of <a href=""http://arctos.database.museum/name/empidonax oberholseri"">empidonax oberholseri</a>, page 357 in <a href=""http://arctos.database.museum/publication/10006359"">moore 1940</a>",7
"voucher of <a href=""http://arctos.database.museum/name/ephemerellidae"">ephemerellidae</a> in <a href=""http://arctos.database.museum/publication/10007265"">lewis et al. 2014</a>",7
"voucher of <a href=""http://arctos.database.museum/name/eumetopias jubatus"">eumetopias jubatus</a>, page 106 in <a href=""http://arctos.database.museum/publication/177"">brunner et al. 2004</a>",7
"voucher of <a href=""http://arctos.database.museum/name/geothlypis nelsoni"">geothlypis nelsoni</a>, page 99 in <a href=""http://arctos.database.museum/publication/10006366"">moore 1946</a>",7
"voucher of <a href=""http://arctos.database.museum/name/gerridae"">gerridae</a> in <a href=""http://arctos.database.museum/publication/10007264"">lewis et al. 2015</a>; voucher of <a href=""http://arctos.database.museum/name/gerridae"">gerridae</a> in <a href=""http://arctos.database.museum/publication/10007265"">lewis et al. 2014</a>",7
"voucher of <a href=""http://arctos.database.museum/name/glaucomys sabrinus""><i>glaucomys sabrinus</i> (shaw, 1801)</a>, page 1773 in <a href=""http://arctos.database.museum/publication/14"">demboski et al. 1998</a>; voucher of <a href=""http://arctos.database.museum/name/glaucomys sabrinus""><i>glaucomys sabrinus</i> (shaw, 1801)</a>, page 284 in <a href=""http://arctos.database.museum/publication/82"">bidlack and cook 2001</a>; voucher of <a href=""http://arctos.database.museum/name/glaucomys sabrinus""><i>glaucomys sabrinus</i> (shaw, 1801)</a>, page 257 in <a href=""http://arctos.database.museum/publication/10004392"">bidlack and cook 2002</a>",7
"voucher of <a href=""http://arctos.database.museum/name/glaucomys sabrinus""><i>glaucomys sabrinus</i> (shaw, 1801)</a>, page 284 in <a href=""http://arctos.database.museum/publication/82"">bidlack and cook 2001</a>",7
"voucher of <a href=""http://arctos.database.museum/name/grammoptera subargentata"">grammoptera subargentata</a>, page 0 in <a href=""http://arctos.database.museum/publication/10006537"">bousquet, et al. 2013</a>",7
"voucher of <a href=""http://arctos.database.museum/name/gulo gulo"">gulo gulo</a>, page 799 in <a href=""http://arctos.database.museum/publication/10004406"">dalerum et al. 2007</a>; voucher of <a href=""http://arctos.database.museum/name/gulo gulo"">gulo gulo</a>, page 396 in <a href=""http://arctos.database.museum/publication/197"">tomasik and cook 2005</a>",7
"voucher of <a href=""http://arctos.database.museum/name/heteromys desmarestianus"">heteromys desmarestianus</a>, page 929 in <a href=""http://arctos.database.museum/publication/10006300"">rogers and gonzález 2010</a>",7
"voucher of <a href=""http://arctos.database.museum/name/ipelates latus"">ipelates latus</a>, page 0 in <a href=""http://arctos.database.museum/publication/10006537"">bousquet, et al. 2013</a>",7
"voucher of <a href=""http://arctos.database.museum/name/juniperus communis var. charlottensis"">juniperus communis var. charlottensis</a>, page 188 in <a href=""http://arctos.database.museum/publication/1000146"">adams 2008</a>",7
"voucher of <a href=""http://arctos.database.museum/name/lepus arcticus""><i>lepus arcticus</i></a>, page 3013 in <a href=""http://arctos.database.museum/publication/196"">waltari and cook 2005</a>",7
"voucher of <a href=""http://arctos.database.museum/name/loxodontomys micropus"">loxodontomys micropus</a>, page 1458 in <a href=""http://arctos.database.museum/publication/10005425"">canon et al. 2010</a>",7
"voucher of <a href=""http://arctos.database.museum/name/microtus californicus californicus"">microtus californicus californicus</a>, page 1394 in <a href=""http://arctos.database.museum/publication/10006607"">mcguire 2011</a>",7
"voucher of <a href=""http://arctos.database.museum/name/microtus californicus mariposae"">microtus californicus mariposae</a>, page 765 in <a href=""http://arctos.database.museum/publication/10004339"">conroy and neuwald 2008</a>",7
"voucher of <a href=""http://arctos.database.museum/name/microtus longicaudus coronarius"">microtus longicaudus coronarius</a>, page 3 in <a href=""http://arctos.database.museum/publication/10007192"">baltensperger and huettmann 2015</a>",7
"voucher of <a href=""http://arctos.database.museum/name/microtus longicaudus"">microtus longicaudus</a>, page 583 in <a href=""http://arctos.database.museum/publication/10006319"">spaeth et al. 2009</a>",7
"voucher of <a href=""http://arctos.database.museum/name/microtus montanus micropus"">microtus montanus micropus</a>, page 1392 in <a href=""http://arctos.database.museum/publication/10006607"">mcguire 2011</a>",7
"voucher of <a href=""http://arctos.database.museum/name/microtus oeconomus""><i>microtus oeconomus</i></a>, page 959 in <a href=""http://arctos.database.museum/publication/140"">brunhoff et al. 2003</a>; voucher of <a href=""http://arctos.database.museum/name/microtus oeconomus""><i>microtus oeconomus</i></a>, page 148 in <a href=""http://arctos.database.museum/publication/174"">galbreath and cook 2004</a>",7
"voucher of <a href=""http://arctos.database.museum/name/microtus townsendii cummingi"">microtus townsendii cummingi</a>, page 1393 in <a href=""http://arctos.database.museum/publication/10006607"">mcguire 2011</a>",7
"voucher of <a href=""http://arctos.database.museum/name/miscodera arctica"">miscodera arctica</a>, page 0 in <a href=""http://arctos.database.museum/publication/10006537"">bousquet, et al. 2013</a>; voucher of <a href=""http://arctos.database.museum/name/miscodera arctica"">miscodera arctica</a>, page 10 in <a href=""http://arctos.database.museum/publication/10006887"">pantoja et al. 2013.</a>",7
"voucher of <a href=""http://arctos.database.museum/name/mops nanulus"">mops nanulus</a> in <a href=""http://arctos.database.museum/publication/10007066"">van cakenberghe et al 1999.</a>",7
"voucher of <a href=""http://arctos.database.museum/name/mustela frenata"">mustela frenata</a>, page 1193 in <a href=""http://arctos.database.museum/publication/10006495"">harding and dragoo 2012.</a>",7
"voucher of <a href=""http://arctos.database.museum/name/myodes rufocanus"">myodes rufocanus</a>, page 155 in <a href=""http://arctos.database.museum/publication/10006567"">abramson et. al.</a>",7
"voucher of <a href=""http://arctos.database.museum/name/myotis brandti"">myotis brandti</a>, page 13 in <a href=""http://arctos.database.museum/publication/1000190"">tinnin et al. 2002</a>",7
"voucher of <a href=""http://arctos.database.museum/name/myotis californicus"">myotis californicus</a>, page 63 in <a href=""http://arctos.database.museum/publication/1000034"">macdonald and cook 2007</a>",7
"voucher of <a href=""http://arctos.database.museum/name/myotis evotis""><i>myotis evotis</i> (h. allen, 1864)</a>, page 179 in <a href=""http://arctos.database.museum/publication/1000022"">gannon and racz 2006</a>",7
"voucher of <a href=""http://arctos.database.museum/name/natalus""><i>natalus</i></a>, page 117 in <a href=""http://arctos.database.museum/publication/10006291"">tejedor 2011</a>",7
"voucher of <a href=""http://arctos.database.museum/name/neotoma cinerea occidentalis""><i>neotoma cinerea occidentalis</i></a> in <a href=""http://arctos.database.museum/publication/10006618"">cordero and epps 2012.</a>",7
"voucher of <a href=""http://arctos.database.museum/name/neotoma cinerea"">neotoma cinerea</a> in <a href=""http://arctos.database.museum/publication/10006279"">hornsby and matocq 2012</a>",7
"voucher of <a href=""http://arctos.database.museum/name/ochotona hyperborea"">ochotona hyperborea</a>, page 27 in <a href=""http://arctos.database.museum/publication/1000190"">tinnin et al. 2002</a>",7
"voucher of <a href=""http://arctos.database.museum/name/orgyia antiqua"">orgyia antiqua</a> in <a href=""http://arctos.database.museum/publication/10005893"">ferris et al. 2012</a>",7
"voucher of <a href=""http://arctos.database.museum/name/orthotomicus caelatus"">orthotomicus caelatus</a>, page 0 in <a href=""http://arctos.database.museum/publication/10006537"">bousquet, et al. 2013</a>",7
"voucher of <a href=""http://arctos.database.museum/name/oxypoda irrasa"">oxypoda irrasa</a>, page 0 in <a href=""http://arctos.database.museum/publication/10006537"">bousquet, et al. 2013</a>",7
"voucher of <a href=""http://arctos.database.museum/name/perognathus"">perognathus</a>, page 992 in <a href=""http://arctos.database.museum/publication/10005501"">neiswenter and riddle 2011</a>",7
"voucher of <a href=""http://arctos.database.museum/name/peromyscus keeni"">peromyscus keeni</a>, page 714 in <a href=""http://arctos.database.museum/publication/138"">zheng et al. 2003</a>",7
"voucher of <a href=""http://arctos.database.museum/name/peromyscus maniculatus"">peromyscus maniculatus</a>, page 457 in <a href=""http://arctos.database.museum/publication/10004488"">storz et al. 2007</a>; voucher of <a href=""http://arctos.database.museum/name/peromyscus maniculatus"">peromyscus maniculatus</a>, page 55 in <a href=""http://arctos.database.museum/publication/10006489"">kalkvik et al. 2012</a>; voucher of <a href=""http://arctos.database.museum/name/peromyscus maniculatus"">peromyscus maniculatus</a>, page 227 in <a href=""http://arctos.database.museum/publication/10006640"">gering et. al.</a>",7
"voucher of <a href=""http://arctos.database.museum/name/phaenops drummondi"">phaenops drummondi</a>, page 0 in <a href=""http://arctos.database.museum/publication/10006537"">bousquet, et al. 2013</a>",7
"voucher of <a href=""http://arctos.database.museum/name/philonthus politus"">philonthus politus</a>, page 0 in <a href=""http://arctos.database.museum/publication/10006537"">bousquet, et al. 2013</a>",7
"voucher of <a href=""http://arctos.database.museum/name/planolinus tenellus"">planolinus tenellus</a>, page 0 in <a href=""http://arctos.database.museum/publication/10006537"">bousquet, et al. 2013</a>",7
"voucher of <a href=""http://arctos.database.museum/name/platycheirus nigrofemoratus"">platycheirus nigrofemoratus cf.</a> cf. in <a href=""http://arctos.database.museum/publication/10007348"">young et al. 2016</a>",7
"voucher of <a href=""http://arctos.database.museum/name/rheumaptera hastata"">rheumaptera hastata</a> in <a href=""http://arctos.database.museum/publication/10005893"">ferris et al. 2012</a>",7
"voucher of <a href=""http://arctos.database.museum/name/sorex monticolus"">sorex monticolus</a>, page 1230 in <a href=""http://arctos.database.museum/publication/83"">demboski and cook 2001</a>",7
"voucher of <a href=""http://arctos.database.museum/name/spermophilus mohavensis"">spermophilus mohavensis</a>, page 372 in <a href=""http://arctos.database.museum/publication/10006260"">bell et. al. 2011</a>",7
"voucher of <a href=""http://arctos.database.museum/name/spermophilus parryii kennicottii"">spermophilus parryii kennicottii</a>, page 610 in <a href=""http://arctos.database.museum/publication/185"">eddingsaas et al. 2004</a>; voucher of <a href=""http://arctos.database.museum/name/spermophilus parryii"">spermophilus parryii</a>, page 1882 in <a href=""http://arctos.database.museum/publication/10005435"">galbreath et al. 2011</a>",7
"voucher of <a href=""http://arctos.database.museum/name/spermophilus parryii nebulicola"">spermophilus parryii nebulicola</a>, page 610 in <a href=""http://arctos.database.museum/publication/185"">eddingsaas et al. 2004</a>; voucher of <a href=""http://arctos.database.museum/name/spermophilus parryii"">spermophilus parryii</a>, page 1412 in <a href=""http://arctos.database.museum/publication/10004951"">cook et al. 2010</a>; voucher of <a href=""http://arctos.database.museum/name/spermophilus parryii"">spermophilus parryii</a>, page 1882 in <a href=""http://arctos.database.museum/publication/10005435"">galbreath et al. 2011</a>",7
"voucher of <a href=""http://arctos.database.museum/name/stenus rigidus"">stenus rigidus</a>, page 191 in <a href=""http://arctos.database.museum/publication/10007113"">ryvkin 2014</a>",7
"voucher of <a href=""http://arctos.database.museum/name/stereocerus haematopus"">stereocerus haematopus</a>, page 0 in <a href=""http://arctos.database.museum/publication/10006537"">bousquet, et al. 2013</a>",7
"voucher of <a href=""http://arctos.database.museum/name/sterna antillarum browni"">sterna antillarum browni</a>, page 149 in <a href=""http://arctos.database.museum/publication/10006672"">draheim et al. 2012</a>",7
"voucher of <a href=""http://arctos.database.museum/name/tamias dorsalis dorsalis"">tamias dorsalis dorsalis</a> in <a href=""http://arctos.database.museum/publication/10007021"">sullivan et al. 2014</a>",7
"voucher of <a href=""http://arctos.database.museum/name/thomomys bottae perpallidus"">thomomys bottae perpallidus</a>, page 673 in <a href=""http://arctos.database.museum/publication/10006301"">álvarez-castañeda 2010</a>",7
"voucher of <a href=""http://arctos.database.museum/name/veliidae"">veliidae</a> in <a href=""http://arctos.database.museum/publication/10007264"">lewis et al. 2015</a>; voucher of <a href=""http://arctos.database.museum/name/veliidae"">veliidae</a> in <a href=""http://arctos.database.museum/publication/10007265"">lewis et al. 2014</a>",7
"voucher of <a href=""http://arctos.database.museum/name/vireo brevipennis"">vireo brevipennis</a>, page 443 in <a href=""http://arctos.database.museum/publication/10006470"">moore and medina, 1956</a>",7
"voucher of <a href=""http://arctos.database.museum/name/vulpes vulpes necator"">vulpes vulpes necator</a>, page 13 in <a href=""http://arctos.database.museum/publication/10004845"">sacks et al. 2009</a>; voucher of <a href=""http://arctos.database.museum/name/vulpes vulpes"">vulpes vulpes</a>, page 2686 in <a href=""http://arctos.database.museum/publication/10005418"">aubry et al. 2009</a>; voucher of <a href=""http://arctos.database.museum/name/vulpes vulpes necator"">vulpes vulpes necator</a>, page 1092 in <a href=""http://arctos.database.museum/publication/10006604"">perrine et al. 2007</a>",7
"voucher of <a href=""http://arctos.database.museum/name/xestia perquiritata"">xestia perquiritata</a> in <a href=""http://arctos.database.museum/publication/10005893"">ferris et al. 2012</a>",7
"voucher of <a href=""http://arctos.database.museum/name/zapus trinotatus eureka"">zapus trinotatus eureka</a>, page 18 in <a href=""http://arctos.database.museum/publication/10006705"">malaney and cook</a>",7
"voucher of acanella eburnea",7
"voucher of comatula (echinoptera) meridionalis| voucher of comactinia meridionalis meridionalis| voucher of comactinia echinoptera",7
"voucher of diodogorgia nodulifera",7
"voucher of elassoma zonatum",7
"voucher of epeira patagiata",7
"voucher of hypoplectrus unicolor",7
"voucher of lamna nasus",7
"voucher of liparis atlanticus",7
"voucher of orodrassus coloradensis",7
"voucher of pardosa sternalis",7
"voucher of pettalus",7
"voucher of scirpearia elongata",7
"voucher of scleracis guadalupensis| additional material of scleracis pumila",7
"voucher of sorubim lima",7
"voucher of stylometra spinifera",7
"voucher of telesto sanguinea",7
"voucher of trachinocephalus myops",7
"voucher of zelotes subterraneus",7
"0",6
"""co-type"" [isotype]",6
"""isótipo ; holótipo""",6
"""type collection"" [isotype]",6
"""type material"" [prob syntype]",6
"2014-10/2014-12",6
"`",6
"additional material of breviraja mouldi| additional material of breviraja schroederi",6
"additional material of malagiella ranomafana",6
"additional material of mastophora dizzydeani| additional material of mastophora dizzydeani",6
"additional material of mastophora phrynosoma",6
"additional material of nanostreptus astix",6
"additional material of oonops anoxus",6
"additional material of tamias quadrivittatus var. pallidus| cotype of tamias quadrivittatus var. pallidus| paralectotype of eutamias pallidus| cotype of tamias asiaticus var. pallidus",6
"additional material of wagneriana acrosomoides",6
"allotype + paratype(s)",6
"basis of illustration of <a href=""http://arctos.database.museum/name/bison"">bison</a>, page 15 in <a href=""http://arctos.database.museum/publication/10006482"">shapiro et al. 2004</a>; basis of illustration of <a href=""http://arctos.database.museum/name/bison"">bison</a> in <a href=""http://arctos.database.museum/publication/10006666"">mann et al. 2013</a>",6
"basis of illustration of <a href=""http://arctos.database.museum/name/bison"">bison</a>, page 8 in <a href=""http://arctos.database.museum/publication/10006482"">shapiro et al. 2004</a>; basis of illustration of <a href=""http://arctos.database.museum/name/bison"">bison</a> in <a href=""http://arctos.database.museum/publication/10006666"">mann et al. 2013</a>",6
"basis of illustration of <a href=""http://arctos.database.museum/name/heteromys desmarestianus"">heteromys desmarestianus</a>, page 37 in <a href=""http://arctos.database.museum/publication/10005416"">anderson and timm 2006</a>; voucher of <a href=""http://arctos.database.museum/name/heteromys"">heteromys</a>, page 930 in <a href=""http://arctos.database.museum/publication/10006300"">rogers and gonzález 2010</a>",6
"cedar creek mbr",6
"cotype of troglodytes gorilla",6
"devonian",6
"e loco originali",6
"figured of madrepora cytherea| syntype of madrepora cytherea",6
"flowers",6
"genetic voucher of arthroleptis xenodactyloides",6
"genetic voucher of cardioglossa oreas",6
"genetic voucher of phrynobatrachus africanus| genetic voucher of phrynobatrachus africanus",6
"genetic voucher of sipunculus nudus",6
"holotype of oecomys trinitatis ((allen & chapman))",6
"holotype of phthiria coquillettei",6
"holotype stenonema lepton burks",6
"holotype+paratypes",6
"holotype,syntype",6
"homoeotype",6
"host voucher of <a href=""http://arctos.database.museum/name/blarina brevicauda""><i>blarina brevicauda</i></a>, page 1420 in <a href=""http://arctos.database.museum/publication/1000203"">arai et al. 2007</a>",6
"host voucher of <a href=""http://arctos.database.museum/name/peromyscus keeni"">peromyscus keeni</a>, page 70 in <a href=""http://arctos.database.museum/publication/1000033"">haas et al. 2005</a>",6
"hypotype of agassiceras laevigatum",6
"hypotype of albanites triadicus| hypotype of albanites triadicus",6
"hypotype of amphitryon radians",6
"hypotype of anthraconectes mazonensis",6
"hypotype of arctoceras tuberculatum| hypotype of arctoceras tuberculatum",6
"hypotype of bonnia bussa",6
"hypotype of ceraurus plattinensis",6
"hypotype of clavilithes deformis",6
"hypotype of cosmolithes laevigatus",6
"hypotype of cryptograptus insectiformis",6
"hypotype of cupressocrinus elongatus",6
"hypotype of dalmanitina socialis",6
"hypotype of estheria",6
"hypotype of favosites clausus| hypotype of favosites goodwini",6
"hypotype of fusus asper",6
"hypotype of fusus bredae",6
"hypotype of gabriceraurus dentatus",6
"hypotype of glycymeris subcrenata",6
"hypotype of gryphochiton mempiscus",6
"hypotype of hadrophyllum d'orbignyi| hypotype of hadrophyllum orbignyi",6
"hypotype of illaenus sp",6
"hypotype of kootenia marcoui",6
"hypotype of leonaspis leonhardi",6
"hypotype of lepidesthes colletti",6
"hypotype of nanothyris",6
"hypotype of olenellus romensis",6
"hypotype of onnia terryi",6
"hypotype of poecilozonites nelsoni",6
"hypotype of pseudestheria brevis",6
"hypotype of pseudokainella nevadensis",6
"hypotype of romingeria umbellifera| hypotype of romingeria umbellifera",6
"hypotype of selenopeltis buchi",6
"hypotype of spinagnostus franklinensis",6
"hypotype of spirifer murchisoni",6
"hypotype of symbathocrinus tabulatus",6
"hypotype of turritella",6
"hypotype of wyomingites aplanatus",6
"hypotype of xenodiscus dorashamensis",6
"isolectotype, basionym: panicum imberbe var. latifolium döll",6
"isolectotype, basionym: sagittaria brevipedicellata kuntze",6
"isolectotype, basionym: taraxacum biforme dahlst.",6
"isolectotype, basionym: taraxacum cordatum palmgr.",6
"isolectotype, basionym: taraxacum estonicum markl.",6
"isolectotype, basionym: taraxacum exiguiceps markl.",6
"isolectotype, basionym: taraxacum gracilisquameum markl.",6
"isolectotype, basionym: taraxacum grammolepis dahlst.",6
"isolectotype, basionym: taraxacum medioximum dahlst.",6
"isolectotype, basionym: taraxacum sarcophyllum dahlst.",6
"isolectotype, basionym: taraxacum subexpallidum dahlst.",6
"isolectotype, basionym: taraxacum tinctum markl.",6
"isolectotype; isosyntype; isolectotype; isosyntype",6
"isosyntype of papaver pavonicum var. freynii fedde",6
"isotype of anthemis scopulorum var. conica georgiou",6
"isotype of centaurea scyria runemark",6
"isotype of erysimum senoneri ssp. amorginum snogerup",6
"isotype of taraxacum murbeckianum g. hagl.",6
"isotype of taraxacum nemorum g. hagl.",6
"isotype of taraxacum revolutum g. hagl.",6
"isotype, basionym: heliconia harlingii l. andersson",6
"isotype, basionym: heliconia pulchella lane",6
"isotype, basionym: ixia falcata l. f.",6
"isotype, basionym: ranunculus auricomus l. subsp. recurvens fagerstr. & g. kvist",6
"isotype, basionym: taraxacum calliographum g. e. haglund",6
"isotype, basionym: taraxacum nylandicum sonck & h. øllg.",6
"isotype, basionym: taraxacum ornatum g. e. haglund",6
"isotype; type collection",6
"isotypus fragment",6
"lectotype; lectotype; lectotype",6
"lectótipo",6
"manuscript type, paratype cheumatopsyche morela ross",6
"metatype 11371",6
"microslide from lectotype",6
"microslide of neotype",6
"middle devonian",6
"ms paratype(s)?",6
"neoparatype b. dossuaria (say)",6
"neotype; paratype",6
"paralectotipo",6
"paralectotype of berosus altus",6
"paralectotype of bryaxis foveata",6
"paralectotype of choleva decipiens",6
"paralectotype of coryphaenoides carapinus",6
"paralectotype of leptogenys truncatirostris",6
"paralectotype of mitra styria",6
"paralectotype of philonthus innocuus",6
"paralectotype of rhizomyrma dubitata",6
"paralectotype of sicyonia stimpsoni",6
"paralectotype; cotype",6
"paratopotype of <a href=""http://arctos.database.museum/name/pseudoeurycea lynchi""><i>pseudoeurycea lynchi</i> parra-olea, papenfuss and wake, 2001</a>, page 3 in <a href=""http://arctos.database.museum/publication/10001776"">parra-olea et al. 2001</a>",6
"paratopotype of <a href=""http://arctos.database.museum/name/rana sinaloae"">rana sinaloae</a>, page 131 in <a href=""http://arctos.database.museum/publication/10000034"">zweifel 1954</a>",6
"paratopotype of <a href=""http://arctos.database.museum/name/thorius omiltemi"">thorius omiltemi</a>, page 918 in <a href=""http://arctos.database.museum/publication/10000006"">hanken et al. 1999</a>",6
"paratopotype of calumma amber",6
"paratopotype of cnemidophorus lineattissimus lividus",6
