typestatus,reps
"""voucher of <a href=""http://arctos.database.museum/name/Chlidonias niger surinamensis"">Chlidonias niger surinamensis</a> in <a href=""http://arctos.database.museum/publication/10007940"">Stoddard et al. 2017. </a>""",49
"""voucher of <a href=""http://arctos.database.museum/name/Passer domesticus domesticus"">Passer domesticus domesticus</a> in <a href=""http://arctos.database.museum/publication/10007940"">Stoddard et al. 2017. </a>""",48
"Holotype, Voucher",48
"""voucher of <a href=""http://arctos.database.museum/name/Archilochus alexandri"">Archilochus alexandri</a>, page 635 in <a href=""http://arctos.database.museum/publication/10004850"">Berns and Adams </a>; voucher of <a href=""http://arctos.database.museum/name/Archilochus alexandri"">Archilochus alexandri</a>, page 258 in <a href=""http://arctos.database.museum/publication/10007253"">Berns and Adams 2013</a>""",48
"""voucher of <a href=""http://arctos.database.museum/name/Corvus brachyrhynchos hesperis"">Corvus brachyrhynchos hesperis</a> in <a href=""http://arctos.database.museum/publication/10007940"">Stoddard et al. 2017. </a>""",47
"""voucher of <a href=""http://arctos.database.museum/name/Marmota caligata"">Marmota caligata</a>, page 824 in <a href=""http://arctos.database.museum/publication/10007187"">Kerhoulas et al. 2015</a>; voucher of <a href=""http://arctos.database.museum/name/Marmota caligata"">Marmota caligata</a> in <a href=""http://arctos.database.museum/publication/10007913"">Winer et al. 2017</a>""",47
"""voucher of <a href=""http://arctos.database.museum/name/Martes americana"">Martes americana</a> in <a href=""http://arctos.database.museum/publication/10007999"">Baltensperger et al. 2017</a>""",47
"""voucher of <a href=""http://arctos.database.museum/name/Wilsonia pusilla chryseola"">Wilsonia pusilla chryseola</a> in <a href=""http://arctos.database.museum/publication/10007940"">Stoddard et al. 2017. </a>""",47
"""voucher of <a href=""http://arctos.database.museum/name/Nothrotheriops shastensis"">Nothrotheriops shastensis</a>, page 656 in <a href=""http://arctos.database.museum/publication/10007812"">McDonald and Morgan 2011.</a>""",46
"""voucher of <a href=""http://arctos.database.museum/name/Peromyscus boylii"">Peromyscus boylii</a>, page 9 in <a href=""http://arctos.database.museum/publication/10004560"">Hope and Parmenter 2007</a>""",46
"""voucher of <a href=""http://arctos.database.museum/name/Urocitellus parryii"">Urocitellus parryii</a> in <a href=""http://arctos.database.museum/publication/10008015"">Knowles et al. 2016</a>""",46
PARATYPE OF CONIOPHANES IMPERIALIS COPEI,46
"""voucher of <a href=""http://arctos.database.museum/name/Scalopus aquaticus"">Scalopus aquaticus</a>, page 7497 in <a href=""http://arctos.database.museum/publication/10006256"">Kang et. al. 2011</a>""",46
"""voucher of <a href=""http://arctos.database.museum/name/Batrachoseps altasierrae"">Batrachoseps altasierrae</a>, page 13 in <a href=""http://arctos.database.museum/publication/10006325"">Jockusch et al., 2012</a>""",46
Other Secondary Type,46
TOPOTYPE OF PIPRA CHLOROMELAENA ARIMENSIS TODD,45
Syntype?,45
"""voucher of <a href=""http://arctos.database.museum/name/Abrothrix olivaceus"">Abrothrix olivaceus</a>, page 980 in <a href=""http://arctos.database.museum/publication/1000106"">Rodriguez-Serrano et al. 2006</a>""",45
"""voucher of <a href=""http://arctos.database.museum/name/Melozone fusca"">Melozone fusca</a>, page 47 in <a href=""http://arctos.database.museum/publication/10006364"">Moore 1942</a>""",45
"""voucher of <a href=""http://arctos.database.museum/name/Pipilo crissalis crissalis"">Pipilo crissalis crissalis</a> in <a href=""http://arctos.database.museum/publication/10007940"">Stoddard et al. 2017. </a>""",44
PARATYPE OF MABUYA CULEBRAE SP. NOV HEDGES & CONN,44
"""voucher of <a href=""http://arctos.database.museum/name/Mimus polyglottos leucopterus"">Mimus polyglottos leucopterus</a> in <a href=""http://arctos.database.museum/publication/10007940"">Stoddard et al. 2017. </a>""",44
"""voucher of <a href=""http://arctos.database.museum/name/Contopus sordidulus veliei"">Contopus sordidulus veliei</a> in <a href=""http://arctos.database.museum/publication/10007940"">Stoddard et al. 2017. </a>""",44
"""voucher of <a href=""http://arctos.database.museum/name/Clethrionomys rufocanus"">Clethrionomys rufocanus</a>, page 19 in <a href=""http://arctos.database.museum/publication/1000190"">Tinnin et al. 2002</a>""",44
"""basis of illustration of <a href=""http://arctos.database.museum/name/Mammuthus"">Mammuthus</a> in <a href=""http://arctos.database.museum/publication/10006666"">Mann et al. 2013</a>""",44
"""voucher of <a href=""http://arctos.database.museum/name/Microtus oeconomus"">Microtus oeconomus</a>, page 148 in <a href=""http://arctos.database.museum/publication/174"">Galbreath and Cook 2004</a>; voucher of <a href=""http://arctos.database.museum/name/Microtus oeconomus"">Microtus oeconomus</a> in <a href=""http://arctos.database.museum/publication/10006719"">Hope et al. 2013</a>; voucher of <a href=""http://arctos.database.museum/name/Microtus oeconomus"">Microtus oeconomus</a>, page 3 in <a href=""http://arctos.database.museum/publication/10007192"">Baltensperger and Huettmann 2015</a>""",44
"""voucher of <a href=""http://arctos.database.museum/name/Odobenus rosmarus"">Odobenus rosmarus</a>, page 1524 in <a href=""http://arctos.database.museum/publication/10006543"">Sonsthagen et al. 2012</a>""",43
"""voucher of <a href=""http://arctos.database.museum/name/Dipodomys merriami melanurus"">Dipodomys merriami melanurus</a>, page 1007 in <a href=""http://arctos.database.museum/publication/10005415"">Alvarez-Castañeda et al. 2009</a>""",43
"""basis of illustration of <a href=""http://arctos.database.museum/name/Bison"">Bison</a> in <a href=""http://arctos.database.museum/publication/10006666"">Mann et al. 2013</a>""",43
"""voucher of <a href=""http://arctos.database.museum/name/Dumetella carolinensis"">Dumetella carolinensis</a> in <a href=""http://arctos.database.museum/publication/10007940"">Stoddard et al. 2017. </a>""",43
"""voucher of <a href=""http://arctos.database.museum/name/Sorex tundrensis"">Sorex tundrensis</a>, page 4347 in <a href=""http://arctos.database.museum/publication/10006278"">Hope et al. 2011</a>""",43
"""voucher of <a href=""http://arctos.database.museum/name/Marmota caligata"">Marmota caligata</a>, page 824 in <a href=""http://arctos.database.museum/publication/10007187"">Kerhoulas et al. 2015</a>""",43
"""host voucher of <a href=""http://arctos.database.museum/name/Tamias minimus"">Tamias minimus</a> in <a href=""http://arctos.database.museum/publication/10007707"">Pigage et al. (2017)</a>""",43
PARATYPE OF SCELOPORUS MERRIAMI ANNULATUS,42
"""voucher of <a href=""http://arctos.database.museum/name/Crotalus enyo"">Crotalus enyo</a>, page 555 in <a href=""http://arctos.database.museum/publication/10004325"">Taylor 2001</a>""",42
Paratype of Odorrana hmongorum,42
PARATYPE OF PAROEDURA TANJAKA,42
PARATYPE OF CNEMIDOPHORUS LEMNISCATUS GAIGEI,42
"""voucher of <a href=""http://arctos.database.museum/name/Phainopepla nitens lepida"">Phainopepla nitens lepida</a> in <a href=""http://arctos.database.museum/publication/10007940"">Stoddard et al. 2017. </a>""",42
"""voucher of <a href=""http://arctos.database.museum/name/Peromyscus pectoralis"">Peromyscus pectoralis</a>, page 288 in <a href=""http://arctos.database.museum/publication/1000045"">Geluso 2004</a>""",42
"""voucher of <a href=""http://arctos.database.museum/name/Dendroica petechia morcomi"">Dendroica petechia morcomi</a> in <a href=""http://arctos.database.museum/publication/10007940"">Stoddard et al. 2017. </a>""",42
"""voucher of <a href=""http://arctos.database.museum/name/Neotoma pygmaea"">Neotoma pygmaea</a>, page 564 in <a href=""http://arctos.database.museum/publication/10004544"">Harris 1984</a>""",42
"""paratopotype of <a href=""http://arctos.database.museum/name/Chiropterotriton rabbi"">Chiropterotriton rabbi</a>, page 2 in <a href=""http://arctos.database.museum/publication/10000348"">Wake 1975</a>""",41
PARATOPOTYPE OF PARAGEHYRA GABRIELLAE,41
"""voucher of <a href=""http://arctos.database.museum/name/Microtus oregoni oregoni"">Microtus oregoni oregoni</a>, page 1393 in <a href=""http://arctos.database.museum/publication/10006607"">McGuire 2011</a>""",41
"""voucher of <a href=""http://arctos.database.museum/name/Phalacrocorax penicillatus"">Phalacrocorax penicillatus</a> in <a href=""http://arctos.database.museum/publication/10007940"">Stoddard et al. 2017. </a>""",41
"""voucher of <a href=""http://arctos.database.museum/name/Canis lupus"">Canis lupus</a>, page 919 in <a href=""http://arctos.database.museum/publication/193"">Weckworth et al. 2005</a>; voucher of <a href=""http://arctos.database.museum/name/Canis lupus"">Canis lupus</a>, page 365 in <a href=""http://arctos.database.museum/publication/10004834"">Weckworth et al. 2010</a>; voucher of <a href=""http://arctos.database.museum/name/Canis lupus"">Canis lupus</a>, page 7 in <a href=""http://arctos.database.museum/publication/10005395"">Weckworth et al. 2011</a>""",41
"""voucher of <a href=""http://arctos.database.museum/name/Microtus californicus sanctidiegi"">Microtus californicus sanctidiegi</a>, page 765 in <a href=""http://arctos.database.museum/publication/10004339"">Conroy and Neuwald 2008</a>; voucher of <a href=""http://arctos.database.museum/name/Microtus californicus sanctidiegi"">Microtus californicus sanctidiegi</a>, page 1 in <a href=""http://arctos.database.museum/publication/10005436"">Conroy and Gupta 2011</a>""",41
"""voucher of <a href=""http://arctos.database.museum/name/Sayornis nigricans semiater"">Sayornis nigricans semiater</a> in <a href=""http://arctos.database.museum/publication/10007940"">Stoddard et al. 2017. </a>""",41
"""voucher of <a href=""http://arctos.database.museum/name/Microtus longicaudus"">Microtus longicaudus</a>, page 3 in <a href=""http://arctos.database.museum/publication/10007192"">Baltensperger and Huettmann 2015</a>; voucher of <a href=""http://arctos.database.museum/name/Microtus longicaudus"">Microtus longicaudus</a> in <a href=""http://arctos.database.museum/publication/10008020"">Sawyer and Cook 2016</a>""",41
PARATYPE OF THAMNOPHIS RUTHVENI,41
"""voucher of Phrynosoma douglassi, page 35 in <a href=""http://arctos.database.museum/publication/10007633"">Holman 1970</a>""",41
SYNTYPE,40
"""voucher of <a href=""http://arctos.database.museum/name/Vulpes lagopus"">Vulpes lagopus</a> in <a href=""http://arctos.database.museum/publication/10004757"">Carmichael et al. 2007</a>""",40
"""voucher of <a href=""http://arctos.database.museum/name/Notiosorex harrisi"">Notiosorex harrisi</a>, page 163 in <a href=""http://arctos.database.museum/publication/10005486"">Carraway 2010</a>""",40
"""voucher of <a href=""http://arctos.database.museum/name/Hirundo rustica erythrogaster"">Hirundo rustica erythrogaster</a> in <a href=""http://arctos.database.museum/publication/10007940"">Stoddard et al. 2017. </a>""",40
"""voucher of <a href=""http://arctos.database.museum/name/Pipilo chlorurus"">Pipilo chlorurus</a> in <a href=""http://arctos.database.museum/publication/10007940"">Stoddard et al. 2017. </a>""",39
"""voucher of <a href=""http://arctos.database.museum/name/Alticola semicanus"">Alticola semicanus</a>, page 18 in <a href=""http://arctos.database.museum/publication/1000190"">Tinnin et al. 2002</a>""",39
"""voucher of <a href=""http://arctos.database.museum/name/Micropteropus pusillus"">Micropteropus pusillus</a> in <a href=""http://arctos.database.museum/publication/10007066"">Van Cakenberghe et al 1999.</a>""",39
"""voucher of <a href=""http://arctos.database.museum/name/Myodes rutilus"">Myodes rutilus</a>, page 1 in <a href=""http://arctos.database.museum/publication/10006558"">Hope et. al.</a>""",39
"""voucher of <a href=""http://arctos.database.museum/name/Selasphorus sasin sasin"">Selasphorus sasin sasin</a> in <a href=""http://arctos.database.museum/publication/10007940"">Stoddard et al. 2017. </a>""",39
"""voucher of <a href=""http://arctos.database.museum/name/Histriophoca fasciata"">Histriophoca fasciata</a>, page 366 in <a href=""http://arctos.database.museum/publication/104"">Burns and Fay 1970</a>""",39
"""voucher of <a href=""http://arctos.database.museum/name/Clethrionomys gapperi"">Clethrionomys gapperi</a>, page 1455 in <a href=""http://arctos.database.museum/publication/1000078"">Runck and Cook 2005</a>""",39
"Holotype, Syntype",39
PARATYPE OF AMEIVA UNDULATA GAIGEAE,39
PARATOPOTYPE OF BUFO VALLICEPS WILSONI,38
"""paratype of <a href=""http://arctos.database.museum/name/Ugrunaaluk kuukpikensis"">Ugrunaaluk kuukpikensis</a> in <a href=""http://arctos.database.museum/publication/10007841"">Mori et al. 2016</a>""",38
"""voucher of <a href=""http://arctos.database.museum/name/Dipodomys merriami"">Dipodomys merriami</a>, page 9 in <a href=""http://arctos.database.museum/publication/10004560"">Hope and Parmenter 2007</a>""",38
"""voucher of <a href=""http://arctos.database.museum/name/Zapus hudsonius preblei"">Zapus hudsonius preblei</a>, page 345 in <a href=""http://arctos.database.museum/publication/10005477"">Ramey et al. 2005</a>""",38
"""voucher of <a href=""http://arctos.database.museum/name/Toxostoma curvirostre palmeri"">Toxostoma curvirostre palmeri</a> in <a href=""http://arctos.database.museum/publication/10007940"">Stoddard et al. 2017. </a>""",38
"""voucher of <a href=""http://arctos.database.museum/name/Cynomys gunnisoni"">Cynomys gunnisoni</a>, page 36 in <a href=""http://arctos.database.museum/publication/10007624"">Goodwin 1995</a>""",38
"""voucher of <a href=""http://arctos.database.museum/name/Dipodomys merriami arenivagus"">Dipodomys merriami arenivagus</a>, page 1006 in <a href=""http://arctos.database.museum/publication/10005415"">Alvarez-Castañeda et al. 2009</a>""",38
"""voucher of <a href=""http://arctos.database.museum/name/Cepphus columba columba"">Cepphus columba columba</a> in <a href=""http://arctos.database.museum/publication/10007940"">Stoddard et al. 2017. </a>""",38
"""voucher of <a href=""http://arctos.database.museum/name/Sterna hirundo hirundo"">Sterna hirundo hirundo</a> in <a href=""http://arctos.database.museum/publication/10007940"">Stoddard et al. 2017. </a>""",38
"""voucher of <a href=""http://arctos.database.museum/name/Sorex"">Sorex</a>, page 682 in <a href=""http://arctos.database.museum/publication/10006471"">Hope et al. 2012</a>""",38
"""voucher of <a href=""http://arctos.database.museum/name/Necromys lasiurus"">Necromys lasiurus</a>, page 14 in <a href=""http://arctos.database.museum/publication/10007127"">Rosa et al., 2005 Hantaviruses in Northern Brazil</a>""",38
"""voucher of <a href=""http://arctos.database.museum/name/Empidonax difficilis difficilis"">Empidonax difficilis difficilis</a> in <a href=""http://arctos.database.museum/publication/10007940"">Stoddard et al. 2017. </a>""",38
"""voucher of <a href=""http://arctos.database.museum/name/Artibeus hirsutus"">Artibeus hirsutus</a>, page 331 in <a href=""http://arctos.database.museum/publication/10005039"">Findley and Jones 1965</a>""",37
"""voucher of <a href=""http://arctos.database.museum/name/Microtus montanus"">Microtus montanus</a>, page 222 in <a href=""http://arctos.database.museum/publication/10004784"">Frey 2009</a>""",37
