typeStatus,reps
"""voucher of <a href=""http://arctos.database.museum/name/Martes americana"">Martes americana</a>, page 707 in <a href=""http://arctos.database.museum/publication/1000157"">Yom-Tov et al. 2008</a>; voucher of <a href=""http://arctos.database.museum/name/Martes americana"">Martes americana</a>, page 2062 in <a href=""http://arctos.database.museum/publication/10004414"">Stone et al. 2002</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Sorex minutissimus"">Sorex minutissimus</a>, page 1056 in <a href=""http://arctos.database.museum/publication/10004875"">Hope et al. 2010</a>""",1
SYNTYPE OF PHABOTRERON BRUNNEICEPS BOURNS & WORCESTER,1
"HOLOTYPE OF MECOCERCULUS LEUCOPHRYS NOTATUS, TODD, W. E. C. 1919. DESCRIPTIONS OF APPARENTLY NEW COLOMBIAN BIRDS. PROC. BIOL. SOC. WASH., 113-118. PAGE 114, PUBLISHED 27 JUNE 1919.",1
"HOLOTYPE OF CELEUS INNOTATUS DEGENER, TODD, W. E. C. 1919. DESCRIPTIONS OF APPARENTLY NEW COLOMBIAN BIRDS. PROC. BIOL. SOC. WASH., 113-118. PAGE 116, PUBLISHED 27 JUNE 1919.",1
"HOLOTYPE OF FORMICARIUS RUFICEPS ORINOCENSIS, TODD, W. E. C. 1920. DESCRIPTIONS OF APPARENTLY NEW SOUTH AMERICAN BIRDS. PROC. BIOL. SOC. WASH., 71-76. PAGE 73, PUBLISHED 30 DECEMBER 1920.",1
"HOLOTYPE OF MYIARCHUS TYRANNULUS COZUMELAE, PARKES, K. C. 1982. PARALLEL GEOGRAPHIC VARIATION IN THREE MYIARCHUS FLYCATCHERS IN THE YUCATAN PENINSULA AND ADJACENT AREAS (AVES: TYRANNIDAE). ANNALS CARNEGIE MUSEUM, 1-16. PAGE 6, PUBLISHED 6 MAY 1982.",1
Holotype of Thomasomys cinereiventer erro (Anthony),1
Holotype of Microtus longicaudus leucophaeus ((Allen)),1
PARATOPOTYPES OF HYLA GOUGHI BAILEYI,3
PARATYPES OF BUFO EXSUL,1
HOLOTYPE OF MABUYA LAVARAMBO,1
PARATYPE OF LACHESIS MUTA NOCTIVAGA,1
HOLOTYPE OF UTA ANTIQUUS,1
ALLOTYPE OF DEIROCHELYS RETICULARIA CHRYSEA,1
PARATOPOTYPE OF TROPIDOPHIS NIGRIVENTRIS,1
HOLOTYPE OF ELEUTHERODACTYLUS TABASARAE,1
ms Paratype,2
"""voucher of <a href=""http://arctos.database.museum/name/Empidonax oberholseri"">Empidonax oberholseri</a>, page 363 in <a href=""http://arctos.database.museum/publication/10006359"">Moore 1940</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Rhinoderma darwinii"">Rhinoderma darwinii</a> in <a href=""http://arctos.database.museum/publication/10005488"">Gower and Wilkinson 2007</a>""",1
"""paratype of <a href=""http://arctos.database.museum/name/Alepisaurus brevirostris"">Alepisaurus brevirostris</a>, page 2 in <a href=""http://arctos.database.museum/publication/10006808"">Gibbs 1960</a>""",1
"""symbiotype of <a href=""http://arctos.database.museum/name/Dasypus novemcinctus"">Dasypus novemcinctus</a>, page 850 in <a href=""http://arctos.database.museum/publication/10004477"">Jimenez-Ruiz et al. 2006</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Sturnira parvidens"">Sturnira parvidens</a>, page 688 in <a href=""http://arctos.database.museum/publication/10007111"">Velazco and Patterson 2013</a>""",6
"""voucher of <a href=""http://arctos.database.museum/name/Dipodomys nitratoides"">Dipodomys nitratoides</a>, page 2 in <a href=""http://arctos.database.museum/publication/10004521"">Best 1991</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Crocidura elongata"">Crocidura elongata</a>, page 16 in <a href=""http://arctos.database.museum/publication/10004604"">Esselstyn et al. 2009</a>; voucher of <a href=""http://arctos.database.museum/name/Crocidura"">Crocidura</a>, page 180 in <a href=""http://arctos.database.museum/publication/10004603"">Esselstyn and Brown 2009</a>; voucher of <a href=""http://arctos.database.museum/name/Crocidura"">Crocidura</a> in <a href=""http://arctos.database.museum/publication/10004848"">Esselstyn and Oliveros 2010</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Sorex ugyunak"">Sorex ugyunak</a>, page 676 in <a href=""http://arctos.database.museum/publication/10006471"">Hope et al. 2012</a>; voucher of <a href=""http://arctos.database.museum/name/Sorex ugyunak"">Sorex ugyunak</a> in <a href=""http://arctos.database.museum/publication/10006719"">Hope et al. 2013</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Marmota broweri"">Marmota broweri</a>, page 862 in <a href=""http://arctos.database.museum/publication/10004600"">Gunderson et al. 2009</a>; voucher of <a href=""http://arctos.database.museum/name/Marmota broweri"">Marmota broweri</a>, page 75 in <a href=""http://arctos.database.museum/publication/10006323"">Gunderson et al. 2012</a>""",2
"""voucher of <a href=""http://arctos.database.museum/name/Sorex alaskanus"">Sorex alaskanus</a>, page 54 in <a href=""http://arctos.database.museum/publication/1000034"">MacDonald and Cook 2007</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Peromyscus keeni"">Peromyscus keeni</a>, page 1374 in <a href=""http://arctos.database.museum/publication/10004858"">Lucid and Cook 2004</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Peromyscus keeni"">Peromyscus keeni</a>, page 1337 in <a href=""http://arctos.database.museum/publication/10004858"">Lucid and Cook 2004</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Bolitoglossa mexicana"">Bolitoglossa mexicana</a>, page 518 in <a href=""http://arctos.database.museum/publication/10006339"">Rovito et al. 2010</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Sceloporus variabilis"">Sceloporus variabilis</a> in <a href=""http://arctos.database.museum/publication/10004887"">Harmon et al. 2003</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Sorex minutissimus"">Sorex minutissimus</a>, page 1056 in <a href=""http://arctos.database.museum/publication/10004875"">Hope et al. 2010</a>; voucher of <a href=""http://arctos.database.museum/name/Sorex minutissimus"">Sorex minutissimus</a>, page 12 in <a href=""http://arctos.database.museum/publication/1000190"">Tinnin et al. 2002</a>; voucher of <a href=""http://arctos.database.museum/name/Sorex minutissimus"">Sorex minutissimus</a>, page 1 in <a href=""http://arctos.database.museum/publication/10006558"">Hope et. al.</a>""",1
"""basis of illustration of <a href=""http://arctos.database.museum/name/Microtus montanus micropus"">Microtus montanus micropus</a>, page 728 in <a href=""http://arctos.database.museum/publication/10005474"">Hall and Kelson 1959</a>""",1
"PARATYPE OF TYPHLOPS TETRATHYREUS, THOMAS, 1989, BIOGEOGRAPHY OF THE WEST INDIES (C. WOODS, ED.):414.",1
"HOLOTYPE OF ANOLIS BALEATUS SCELESTUS, SCHWARTZ, 1974, BULL. MUS. COMP. ZOOL., 146:135",1
TOPOTYPE OF GRALLARIA PUNENSIS CHUBB,1
"HOLOTYPE OF PITTA SORDIDA PALAWANENSIS, PARKES, K. C. 1960. NEW SUBSPECIES OF PHILIPPINE BIRDS. PROC. BIOL. SOC. WASH., 57-62. PAGE 57, PUBLISHED 10 AUGUST 1960.",1
"HOLOTYPE OF CHAMAEZA NOBILIS FULVIPECTUS, TODD, W. E. C. 1927. NEW GNATEATERS AND ANTBIRDS FROM TROPICAL AMERICA, WITH A REVISION OF THE GENUS MYRMECIZA AND ITS ALLIES. PROC. BIOL. SOC. WASH., 149-178. PAGE 174, PUBLISHED 2 DECEMBER 1927.",1
"HOLOTYPE OF BASILEUTERUS CORONATUS REGULUS, TODD, W. E. C. 1929. A REVISION OF THE WOOD-WARBLER GENUS BASILEUTERUS AND ITS ALLIES. PROC. U. S. NAT. MUS., 1-95. PAGE 36, PUBLISHED 1929.",1
"HOLOTYPE OF BRACHYGALBA PHAEONOTA, TODD, W. E. C. 1943. STUDIES IN THE JACAMARS AND PUFF-BIRDS. ANNALS CARNEGIE MUSEUM, 1-18. PAGE 10, PUBLISHED 20 OCTOBER 1943.",1
"HOLOTYPE OF PHILYDOR ERYTHROCERCUS SUBOLES, TODD, W. E. C. 1948. CRITICAL REMARKS ON THE OVEN-BIRDS. ANNALS CARNEGIE MUSEUM, 33-43. PAGE 39, PUBLISHED 15 OCTOBER 1948.",1
"HOLOTYPE OF PHEUGOPEDIUS RUTILUS INTENSUS, TODD, W. E. C. 1932. NEW SOUTH AMERICAN WRENS. PROC. BIOL. SOC. WASH., 9-14. PAGE 10, PUBLISHED 2 APRIL 1932.",1
"Holotype of Sigmodon mascotensis (Allen, 1897)",1
Holotype of Proechimys semispinosus ((Tomes)),1
Holotype of Peromyscus mexicanus,1
Holotype of Tamias minimus consobrinus ((Allen)),1
Holotype of Phyllops vetus,1
Holotype of Rhipidomys couesi ((Allen & Chapman)),1
SYNTYPE OF ANOLIS BOCOURTII,1
"""holotype of Cichlasoma tenue, page 94 in <a href=""http://arctos.database.museum/publication/10006905"">Meek 1906</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Platyurosternarchus crypticus"">Platyurosternarchus crypticus</a> in <a href=""http://arctos.database.museum/publication/10006803"">CUMV Fish Type Citations</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Akodon siberiae""><i>Akodon siberiae</i></a>, page 310 in <a href=""http://arctos.database.museum/publication/1000213"">D'Elia 2003</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Rhynchopsitta terrisi"">Rhynchopsitta terrisi</a>, page 27 in <a href=""http://arctos.database.museum/publication/10006368"">Moore 1937</a>; voucher of <a href=""http://arctos.database.museum/name/Rhynchopsitta terrisi"">Rhynchopsitta terrisi</a>, page 305 in <a href=""http://arctos.database.museum/publication/10006433"">Hardy and Dickerman 1955</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Urosaurus microscutatus""><i>Urosaurus microscutatus</i></a>, page 723 in <a href=""http://arctos.database.museum/publication/10006248"">Feldman et al. 2011</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Neotoma mexicana scopulorum"">Neotoma mexicana scopulorum</a>, page 30 in <a href=""http://arctos.database.museum/publication/10004393"">Edwards and Bradley 2002</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Calomys callosus"">Calomys callosus</a>, page 182 in <a href=""http://arctos.database.museum/publication/1000048"">Salazar-Bravo et al. 2001</a>; voucher of <a href=""http://arctos.database.museum/name/Calomys callosus"">Calomys callosus</a>, page 706 in <a href=""http://arctos.database.museum/publication/1000003"">Dragoo et al. 2003</a>; voucher of <a href=""http://arctos.database.museum/name/Calomys callosus"">Calomys callosus</a>, page 198 in <a href=""http://arctos.database.museum/publication/1000001"">Salazar-Bravo et al. 2002</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Otariidae"">Otariidae</a>, page 431 in <a href=""http://arctos.database.museum/publication/125"">Brunner et al. 2002</a>; voucher of <a href=""http://arctos.database.museum/name/Eumetopias jubatus"">Eumetopias jubatus</a>, page 399 in <a href=""http://arctos.database.museum/publication/160"">Brunner 2003</a>; voucher of <a href=""http://arctos.database.museum/name/Neophoca cinerea"">Neophoca cinerea</a>, page 106 in <a href=""http://arctos.database.museum/publication/177"">Brunner et al. 2004</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Peromyscus keeni"">Peromyscus keeni</a>, page 1163 in <a href=""http://arctos.database.museum/publication/10004858"">Lucid and Cook 2004</a>""",1
"""host voucher of <a href=""http://arctos.database.museum/name/Microtus oeconomus"">Microtus oeconomus</a>, page 299 in <a href=""http://arctos.database.museum/publication/1000029"">Haukisalmi et al. 2006</a>; host voucher of <a href=""http://arctos.database.museum/name/Microtus xanthognathus"">Microtus xanthognathus</a> in <a href=""http://arctos.database.museum/publication/1000182"">Haukisalmi et al. 2004</a>; voucher of <a href=""http://arctos.database.museum/name/Microtus xanthognathus"">Microtus xanthognathus</a>, page 3 in <a href=""http://arctos.database.museum/publication/10007192"">Baltensperger and Huettmann 2015</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Bufo quercicus"">Bufo quercicus</a>, page 338 in <a href=""http://arctos.database.museum/publication/10006280"">Graybeal 1997</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Thomomys bottae chrysonotus"">Thomomys bottae chrysonotus</a>, page 673 in <a href=""http://arctos.database.museum/publication/10006301"">Álvarez-Castañeda 2010</a>""",1
"HOLOTYPE OF SCHISTOCICHLA LEUCOSTIGMA RUFIFACIES, HELLMAYR, C. E. 1929. ON HETEROGYNISM IN FORMICARIAN BIRDS. J. FUR ORNITHOLOGIE, 41-70. PAGE 64, PUBLISHED 29 OCTOBER 1929.",1
"HOLOTYPE OF SAYORNIS LATIROSTRIS FUMIGATUS, TODD, W. E. C. 1920. DESCRIPTIONS OF APPARENTLY NEW SOUTH AMERICAN BIRDS. PROC. BIOL. SOC. WASH., 71-76. PAGE 72, PUBLISHED 30 DECEMBER 1920.",1
"HOLOTYPE OF CORNUFER LATICEPS, TAYLOR, 1920, PHILLIPPINE JOUR. SCI., 16:317",1
Paralectotype of Calamoherpe ambigua,2
Holotype of Chiropotes albinasus (Geoffroy & DeVille),1
Holotype of Heteromys australis australis (The Coryndon Museum),1
PARATYPE OF BARISIA JUAREZI,1
PARATOPOTYPES OF ANOLIS CONSPERSUS LEWISI,1
HOLOTYPE OF LEPTOPHIS OCCIDENTALIS CHOCOENSIS,1
SYNTYPE OF EUTAINIA FAIREYI,1
PARATOPOTYPES OF PLETHODON GORDONI,1
"""paratype of <a href=""http://arctos.database.museum/name/Notropis rafinesquei"">Notropis rafinesquei</a> in <a href=""http://arctos.database.museum/publication/10006803"">CUMV Fish Type Citations</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Akodon boliviensis"">Akodon boliviensis</a>, page 790 in <a href=""http://arctos.database.museum/publication/10004365"">D'Elia et al. 2008</a>""",2
"""voucher of <a href=""http://arctos.database.museum/name/Pipistrellus subflavus"">Pipistrellus subflavus</a>, page 82 in <a href=""http://arctos.database.museum/publication/10005874"">The Bats of Wyoming</a>; voucher of <a href=""http://arctos.database.museum/name/Pipistrellus subflavus"">Pipistrellus subflavus</a>, page 268 in <a href=""http://arctos.database.museum/publication/10005873"">Armstrong et al. 2006</a>""",1
"""paratype of <a href=""http://arctos.database.museum/name/Chaetocercus cleavesi"">Chaetocercus cleavesi</a> in <a href=""http://arctos.database.museum/publication/10006344"">Moore 1934</a>""",2
"""voucher of <a href=""http://arctos.database.museum/name/Loxodontomys micropus"">Loxodontomys micropus</a>, page 433 in <a href=""http://arctos.database.museum/publication/10007361"">MACHADO et al. 2015</a>; voucher of <a href=""http://arctos.database.museum/name/Loxodontomys micropus"">Loxodontomys micropus</a>, page 1458 in <a href=""http://arctos.database.museum/publication/10005425"">Canon et al. 2010</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Peromyscus keeni"">Peromyscus keeni</a>, page 1271 in <a href=""http://arctos.database.museum/publication/10004858"">Lucid and Cook 2004</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Peromyscus keeni"">Peromyscus keeni</a>, page 1340 in <a href=""http://arctos.database.museum/publication/10004858"">Lucid and Cook 2004</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Glaucomys sabrinus""><i>Glaucomys sabrinus</i> (Shaw, 1801)</a>, page 1773 in <a href=""http://arctos.database.museum/publication/14"">Demboski et al. 1998</a>; voucher of <a href=""http://arctos.database.museum/name/Glaucomys sabrinus""><i>Glaucomys sabrinus</i> (Shaw, 1801)</a>, page 257 in <a href=""http://arctos.database.museum/publication/10004392"">Bidlack and Cook 2002</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Salamandrina terdigitata"">Salamandrina terdigitata</a>, page 372 in <a href=""http://arctos.database.museum/publication/10004877"">Weisrock et al. 2006</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Cynops ensicauda"">Cynops ensicauda</a>, page 371 in <a href=""http://arctos.database.museum/publication/10004877"">Weisrock et al. 2006</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Microtus longicaudus abditus"">Microtus longicaudus abditus</a>, page 1392 in <a href=""http://arctos.database.museum/publication/10006607"">McGuire 2011</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Thomomys bottae bottae""><i>Thomomys bottae bottae</i></a>, page 310 in <a href=""http://arctos.database.museum/publication/10004566"">Belfiore et al. 2008</a>; voucher of <a href=""http://arctos.database.museum/name/Thomomys bottae bottae""><i>Thomomys bottae bottae</i></a>, page 673 in <a href=""http://arctos.database.museum/publication/10006301"">Álvarez-Castañeda 2010</a>""",1
"""basis of illustration of <a href=""http://arctos.database.museum/name/Peromyscus nuttalli aureolus"">Peromyscus nuttalli aureolus</a>, page 657 in <a href=""http://arctos.database.museum/publication/10005474"">Hall and Kelson 1959</a>""",1
cotype or paratype,1
"""voucher of <a href=""http://arctos.database.museum/name/Sorex palustris navigator"">Sorex palustris navigator</a> in <a href=""http://arctos.database.museum/publication/10006471"">Hope et al. 2012</a>""",1
Probable cotype (fide m. r. browning),2
"HOLOTYPE OF SIRYSTES ALBOCINEREUS SUBCANESCENS, TODD, W. E. C. 1920. DESCRIPTIONS OF APPARENTLY NEW SOUTH AMERICAN BIRDS. PROC. BIOL. SOC. WASH., 71-76. PAGE 72, PUBLISHED 30 DECEMBER 1920.",1
TOPOTYPE OF MANACUS CERRITUS PETERS,2
"HOLOTYPE OF OCREATUS UNDERWOODI POLYSTICTUS, TODD, W. E. C. 1942. LIST OF THE HUMMINGBIRDS IN THE COLLECTION OF THE CARNEGIE MUSEUM. ANNALS CARNEGIE MUSEUM, 271-370. PAGE 347, PUBLISHED 31 DECEMBER 1942.",1
