typeStatus,reps
"""paratype of <a href=""http://arctos.database.museum/name/Etheostoma rupestre"">Etheostoma rupestre</a> in <a href=""http://arctos.database.museum/publication/10006803"">CUMV Fish Type Citations</a>""",1
TOPOTYPE OF APALIS THORACICA ARNOLDI ROBERTS,2
Syntype of Callipepla gambelii deserticola,2
"PARATYPE OF ANOLIS DISTICHUS VINOSUS, 1968, SCHWARTZ, BULL. MUS. COMP. ZOOL., 137:293",6
"HOLOTYPE OF HYLA FUENTEI, GOIN AND GOIN, 1968, COPEIA, 1968:581",1
"PARATYPE OF BOLITOGLOSSA LAVAE, TAYLOR, 1942, UNIV. KANSAS SCI. BULL., 28:295",1
"HOLOTYPE OF AMEIVA AUBERI RICHMONDI, MCCOY, 1970, ANN. CARNEGIE MUS., 41:134",1
PARATYPE OF TRETANORHINUS NIGROLUTEUS MERTENSI,3
MS Holotype; Paratype,2
Holotype of Leptomys signatus,1
holotype; type; holotype; holotype,1
"""holotype of <a href=""http://arctos.database.museum/name/Toxostoma curvirostre celsum"">Toxostoma curvirostre celsum</a>, page 212 in <a href=""http://arctos.database.museum/publication/10006363"">Moore 1941</a>; voucher of <a href=""http://arctos.database.museum/name/Toxostoma curvirostre"">Toxostoma curvirostre</a>, page 216 in <a href=""http://arctos.database.museum/publication/10006363"">Moore 1941</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Microtus longicaudus"">Microtus longicaudus</a>, page 390 in <a href=""http://arctos.database.museum/publication/10004787"">Frey et al. 2009</a>""",2
"""voucher of <a href=""http://arctos.database.museum/name/Akodon olivaceus"">Akodon olivaceus</a>, page 980 in <a href=""http://arctos.database.museum/publication/1000106"">Rodriguez-Serrano et al. 2006</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Abrothrix olivaceus"">Abrothrix olivaceus</a>, page 313 in <a href=""http://arctos.database.museum/publication/10004386"">Rodriguez-Serrano et al. 2008</a>""",2
"""voucher of <a href=""http://arctos.database.museum/name/Spermophilus alashanicus"">Spermophilus alashanicus</a>, page 16 in <a href=""http://arctos.database.museum/publication/1000190"">Tinnin et al. 2002</a>""",2
"""host voucher of <a href=""http://arctos.database.museum/name/Neurotrichus gibbsii"">Neurotrichus gibbsii</a>, page 28 in <a href=""http://arctos.database.museum/publication/10004504"">Duszynski and Upton 2000</a>; symbiotype of <a href=""http://arctos.database.museum/name/Neurotrichus gibbsii"">Neurotrichus gibbsii</a>, page 579 in <a href=""http://arctos.database.museum/publication/10007038"">DUSZYNSKI 1985</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Peromyscus maniculatus"">Peromyscus maniculatus</a> in <a href=""http://arctos.database.museum/publication/1000062"">Dragoo et al. 2006</a>""",3
"""voucher of <a href=""http://arctos.database.museum/name/Microtus californicus kernensis"">Microtus californicus kernensis</a>, page 1 in <a href=""http://arctos.database.museum/publication/10005436"">Conroy and Gupta 2011</a>; voucher of <a href=""http://arctos.database.museum/name/Microtus californicus kernensis"">Microtus californicus kernensis</a>, page 1394 in <a href=""http://arctos.database.museum/publication/10006607"">McGuire 2011</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Microtus kikuchii"">Microtus kikuchii</a>, page 3 in <a href=""http://arctos.database.museum/publication/10006306"">Fink et al. 2007</a>; voucher of <a href=""http://arctos.database.museum/name/Microtus kikuchii"">Microtus kikuchii</a>, page 553 in <a href=""http://arctos.database.museum/publication/10006297"">Fink et al. 2010</a>""",1
"""basis of illustration of <a href=""http://arctos.database.museum/name/Bassariscus astutus nevadensis"">Bassariscus astutus nevadensis</a>, page 880 in <a href=""http://arctos.database.museum/publication/10005474"">Hall and Kelson 1959</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Microtus abbreviatus abbreviatus"">Microtus abbreviatus abbreviatus</a>, page 552 in <a href=""http://arctos.database.museum/publication/10006297"">Fink et al. 2010</a>""",1
"""host voucher of <a href=""http://arctos.database.museum/name/Microtus miurus"">Microtus miurus</a> in <a href=""http://arctos.database.museum/publication/1000182"">Haukisalmi et al. 2004</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Peromyscus keeni"">Peromyscus keeni</a>, page 1295 in <a href=""http://arctos.database.museum/publication/10004858"">Lucid and Cook 2004</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Peromyscus keeni"">Peromyscus keeni</a>, page 1275 in <a href=""http://arctos.database.museum/publication/10004858"">Lucid and Cook 2004</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Sorex monticolus""><i>Sorex monticolus</i> Merriam, 1890</a>, page 1230 in <a href=""http://arctos.database.museum/publication/83"">Demboski and Cook 2001</a>; voucher of <a href=""http://arctos.database.museum/name/Sorex monticolus""><i>Sorex monticolus</i> Merriam, 1890</a>, page 2008 in <a href=""http://arctos.database.museum/publication/1000216"">Demboski et al. 1999</a>""",2
"""voucher of <a href=""http://arctos.database.museum/name/Microtus oeconomus innuitus"">Microtus oeconomus innuitus</a>, page 3 in <a href=""http://arctos.database.museum/publication/10007192"">Baltensperger and Huettmann 2015</a>""",3
"""voucher of <a href=""http://arctos.database.museum/name/Bufo cognatus"">Bufo cognatus</a>, page 337 in <a href=""http://arctos.database.museum/publication/10006280"">Graybeal 1997</a>""",2
"""voucher of <a href=""http://arctos.database.museum/name/Dicamptodon tenebrosus"">Dicamptodon tenebrosus</a>, page 371 in <a href=""http://arctos.database.museum/publication/10004877"">Weisrock et al. 2006</a>""",1
"""paratype of <a href=""http://arctos.database.museum/name/Xantusia vigilis wigginsi"">Xantusia vigilis wigginsi</a>, page 473 in <a href=""http://arctos.database.museum/publication/10000337"">Savage 1952</a>""",2
"""basis of illustration of <a href=""http://arctos.database.museum/name/Bison"">Bison</a>, page 11 in <a href=""http://arctos.database.museum/publication/10006482"">Shapiro et al. 2004</a>; basis of illustration of <a href=""http://arctos.database.museum/name/Bison"">Bison</a> in <a href=""http://arctos.database.museum/publication/10006666"">Mann et al. 2013</a>""",3
Holotype of Crocidura congobelgica,1
Holotype of Sylvilagus aquaticus aquaticus,1
Holotype of Oryzomys alfaroi gloriaensis,1
Holotype of Gracilinanus aceramarcae ((Tate)),1
"""holotype of <a href=""http://arctos.database.museum/name/Phrynosoma diminutum"">Phrynosoma diminutum</a>, page 39 in <a href=""http://arctos.database.museum/publication/10007340"">Montanucci 2015</a>""",1
PARATYPE OF LYGOSOMA CHERRIEI STUARTI,1
HOLOTYPE OF ANOLIS CORTEZI,1
PARATYPE OF OPHEODRYS AESTIVUS CARINATUS,3
HOLOTYPE OF LAMPROPELTIS TRIANGULUM GAIGAE,1
PARATOPOTYPE OF SCAPHIOPHRYNE BORIBORY,2
PARATYPE OF DEIROCHELYS RETICULARIA CHRYSEA,5
PARATYPE OF HOLBROOKIA TEXANA SCITULA,2
PARATYPE OF ELEUTHERODACTYLUS INSIGNITUS,1
"""paratype of <a href=""http://arctos.database.museum/name/Etheostoma collis"">Etheostoma collis</a> in <a href=""http://arctos.database.museum/publication/10006803"">CUMV Fish Type Citations</a>""",2
"""voucher of <a href=""http://arctos.database.museum/name/Ailurops ursinus"">Ailurops ursinus</a>, page 356 in <a href=""http://arctos.database.museum/publication/1000047"">Ruedas and Morales 2005</a>""",1
"""erroneous citation of <a href=""http://arctos.database.museum/name/Microtus californicus"">Microtus californicus</a>, page 766 in <a href=""http://arctos.database.museum/publication/10004339"">Conroy and Neuwald 2008</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Volatinia jacarina"">Volatinia jacarina</a>, page 27 in <a href=""http://arctos.database.museum/publication/10006461"">Moore 1938</a>""",2
"""holotype of <a href=""http://arctos.database.museum/name/Baeolophus inornatus kernensis"">Baeolophus inornatus kernensis</a>, page 226 in <a href=""http://arctos.database.museum/publication/10000099"">Grinnell 1937</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Peromyscus keeni"">Peromyscus keeni</a>, page 714 in <a href=""http://arctos.database.museum/publication/138"">Zheng et al. 2003</a>; voucher of <a href=""http://arctos.database.museum/name/Peromyscus maniculatus"">Peromyscus maniculatus</a>, page 5117 in <a href=""http://arctos.database.museum/publication/10004768"">Yang and Kenagy 2009</a>; voucher of <a href=""http://arctos.database.museum/name/Peromyscus maniculatus"">Peromyscus maniculatus</a>, page 245 in <a href=""http://arctos.database.museum/publication/10004800"">MacDonald et al. 2009</a>""",1
"""host voucher of <a href=""http://arctos.database.museum/name/Synaptomys borealis"">Synaptomys borealis</a>, page 69 in <a href=""http://arctos.database.museum/publication/1000033"">Haas et al. 2005</a>; voucher of <a href=""http://arctos.database.museum/name/Synaptomys borealis"">Synaptomys borealis</a>, page 3 in <a href=""http://arctos.database.museum/publication/10007192"">Baltensperger and Huettmann 2015</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Histriophoca fasciata"">Histriophoca fasciata</a>, page 63 in <a href=""http://arctos.database.museum/publication/1000028"">Palo and Vainola 2006</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Thamnophis ordinoides"">Thamnophis ordinoides</a>, page 1 in <a href=""http://arctos.database.museum/publication/10007140"">Neuman-Lee et al. 2011</a>""",1
"""basis of illustration of <a href=""http://arctos.database.museum/name/Tayassu tajacu sonoriensis"">Tayassu tajacu sonoriensis</a>, page 995 in <a href=""http://arctos.database.museum/publication/10005474"">Hall and Kelson 1959</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Sorex melanogenys"">Sorex melanogenys</a>, page 260 in <a href=""http://arctos.database.museum/publication/10000106"">Hall 1932</a>""",1
"HOLOTYPE OF TERPSIPHONE RUFOCINEREA BANNERMANI, CHAPIN, J. P. 1948. TWO NEW PASSERINE BIRDS FROM ANGOLA. ANNALS CARNEGIE MUSEUM, 1-4. PAGE 3, PUBLISHED 26 FEBRUARY 1948.",1
TOPOTYPE OF PHEUGOPEDIUS SPADIX XERAMPELINUS GRISCOM,1
"HOLOTYPE OF ACRIS GRYLLUS BLANCHARDI, HARPER, 1947, PROC. BIOL. SOC. WASHINGTON, 60:39",1
Holotype of Atilax paludinosus macrodon (Allen),1
Holotype of Nesokia indica indica (Gray),2
Holotype of Felis yaguaroundi panamensis (Allen),1
PARATYPE OF NATRIX HARTERI PAUCIMACULATA,2
PARATOPOTYPES OF CELESTUS CRUSCULUS MOLESWORTHI,1
PARATOPOTYPE OF ELOSIA ORNATA,1
PARATYPES OF PHYLLODACTYLUS DAVISI,2
PARATYPES OF TRITURUS PERSTRIATUS,2
"""paratype of <a href=""http://arctos.database.museum/name/Etheostoma wapiti"">Etheostoma wapiti</a> in <a href=""http://arctos.database.museum/publication/10006803"">CUMV Fish Type Citations</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Altolamprologus compressiceps"">Altolamprologus compressiceps</a> in <a href=""http://arctos.database.museum/publication/10006793"">Cooper et al. 2010</a>; voucher of <a href=""http://arctos.database.museum/name/Altolamprologus compressiceps"">Altolamprologus compressiceps</a>, page 2 in <a href=""http://arctos.database.museum/publication/10006794"">Parsons et al. 2011</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Microtus montanus montanus""><i>Microtus montanus montanus</i></a>, page 1392 in <a href=""http://arctos.database.museum/publication/10006607"">McGuire 2011</a>""",1
"Figured, Paratype",2
"""voucher of <a href=""http://arctos.database.museum/name/Mniotilta varia"">Mniotilta varia</a>, page 26 in <a href=""http://arctos.database.museum/publication/10006461"">Moore 1938</a>""",4
"""paratype of <a href=""http://arctos.database.museum/name/Bryophryne zonalis"">Bryophryne zonalis</a>, page 133 in <a href=""http://arctos.database.museum/publication/10004613"">Lehr and Catenazzi 2009</a>""",2
"""voucher of <a href=""http://arctos.database.museum/name/Plecotus auritus"">Plecotus auritus</a>, page 14 in <a href=""http://arctos.database.museum/publication/1000190"">Tinnin et al. 2002</a>""",3
"""voucher of <a href=""http://arctos.database.museum/name/Oryzomys couesi"">Oryzomys couesi</a>, page 908 in <a href=""http://arctos.database.museum/publication/10006704"">Indorf and Gaines 2013</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Ochotona schisticeps muiri"">Ochotona schisticeps muiri</a>, page 6 in <a href=""http://arctos.database.museum/publication/10000226"">Storer 1916</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Petaurista petaurista"">Petaurista petaurista</a>, page 419 in <a href=""http://arctos.database.museum/publication/10006600"">Oshida et al. 2011</a>""",3
"""voucher of <a href=""http://arctos.database.museum/name/Neotamias sonomae"">Neotamias sonomae</a>, page 152 in <a href=""http://arctos.database.museum/publication/10004426"">Banbury and Spicer 2007</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Neochloe brevipennis browni"">Neochloe brevipennis browni</a>, page 42 in <a href=""http://arctos.database.museum/publication/10000230"">Ray 1944</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Pygopus nigriceps"">Pygopus nigriceps</a>, page 308 in <a href=""http://arctos.database.museum/publication/10007328"">BAUER et al., 2013</a>; voucher of <a href=""http://arctos.database.museum/name/Pygopus nigriceps"">Pygopus nigriceps</a> in <a href=""http://arctos.database.museum/publication/10007329"">Wood et al., 2012</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Triturus marmoratus"">Triturus marmoratus</a>, page 372 in <a href=""http://arctos.database.museum/publication/10004877"">Weisrock et al. 2006</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Microtus californicus mohavensis"">Microtus californicus mohavensis</a>, page 29 in <a href=""http://arctos.database.museum/publication/10000160"">Kellogg 1918</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Cryptotis nigrescens"">Cryptotis nigrescens</a>, page 34 in <a href=""http://arctos.database.museum/publication/10006614"">Carraway 2007.</a>""",2
"""basis of illustration of <a href=""http://arctos.database.museum/name/Peromyscus crinitus pergracilis"">Peromyscus crinitus pergracilis</a>, page 602 in <a href=""http://arctos.database.museum/publication/10005474"">Hall and Kelson 1959</a>""",1
"PARATYPE OF SPHAERODACTYLUS OMOGLAUX, THOMAS, 1982, PROC. BIOL. SOC. WASHINGTON 95:81.",1
"""basis of illustration of <a href=""http://arctos.database.museum/name/Dolichoderinae"">Dolichoderinae</a>, page 5 in <a href=""http://arctos.database.museum/publication/10006415"">Grimaldi and Triplehorn 2008</a>""",2
"PARATYPE OF SPHENOMORPHUS LEDNICKYI, TAYLOR, 1919, PHILIPPINE JOUR. SCI., 14:120",1
"PARATYPE OF LIOLAEMUS DICKTRACYI, ESPINOZA AND LOBO, 2003, HERPETOLOGICA, 59(1):89-105",2
Holotype of Pitta erythrogaster obiensis,1
Holotype of Phyllotis osilae osilae (Allen),1
Holotype of Microtus pennsylvanicus modestus ((Baird)),1
PARATYPES OF LYGOSOMA VITTIGERUM KRONFANUM,1
PARATOPOTYPE OF MICRURUS CLARKI,1
PARATOPOTYPE OF ANOLIS USTUS VERAE-PACIS,1
HOLOTYPE OF RHADINAEA STADELMANI,1
HOLOTYPE OF ELEUTHERODACTYLUS BOULENGERI,1
"""voucher of <a href=""http://arctos.database.museum/name/Leptotyphlops dulcis""><i>Leptotyphlops dulcis</i></a>, page 48 in <a href=""http://arctos.database.museum/publication/10004871"">Adalsteinsson et al. 2009</a>""",1
holotype; type; type; syntype; syntype; holotype; type; syntype; holotype,1
"""paratopotype of <a href=""http://arctos.database.museum/name/Aimophila rufescens newmani"">Aimophila rufescens newmani</a> in <a href=""http://arctos.database.museum/publication/10006385"">Phillips 1966</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Nephelomys levipes"">Nephelomys levipes</a>, page 869 in <a href=""http://arctos.database.museum/publication/10006517"">Pine et al. 2012</a>""",1
"""paratype of <a href=""http://arctos.database.museum/name/Oedipina savagei"">Oedipina savagei</a>, page 52 in <a href=""http://arctos.database.museum/publication/10000604"">García-Paris and Wake 2000</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Empidonax traillii brewsteri"">Empidonax traillii brewsteri</a>, page 460 in <a href=""http://arctos.database.museum/publication/148"">Gibson and Kessel 1992</a>""",2
"""voucher of <a href=""http://arctos.database.museum/name/Neotoma mexicana inopinata"">Neotoma mexicana inopinata</a>, page 30 in <a href=""http://arctos.database.museum/publication/10004393"">Edwards and Bradley 2002</a>; voucher of <a href=""http://arctos.database.museum/name/Neotoma mexicana"">Neotoma mexicana</a>, page 499 in <a href=""http://arctos.database.museum/publication/10004420"">Edwards and Bradley 2002</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Calomys tener"">Calomys tener</a>, page 182 in <a href=""http://arctos.database.museum/publication/1000048"">Salazar-Bravo et al. 2001</a>""",3
"""holotype of <a href=""http://arctos.database.museum/name/Tamias canipes sacramentoensis"">Tamias canipes sacramentoensis</a>, page 240 in <a href=""http://arctos.database.museum/publication/1000014"">Fleharty 1960</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Mustela erminea"">Mustela erminea</a>, page 36 in <a href=""http://arctos.database.museum/publication/147"">Pruitt 1957</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Gekko gecko"">Gekko gecko</a>, page 307 in <a href=""http://arctos.database.museum/publication/10007328"">BAUER et al., 2013</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Cryptotriton necopinus"">Cryptotriton necopinus</a>, page 63 in <a href=""http://arctos.database.museum/publication/10007026"">McCranie and Rovito, 2014</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Leopardus geoffroyi"">Leopardus geoffroyi</a>, page 1 in <a href=""http://arctos.database.museum/publication/10005421"">Meachen-Samuels and Valkenburgh 2009</a>""",2
"PARATYPE OF AGAMA LIONOTUS MWANZAE, LOVERIDGE, 1923, PROC. ZOOL. SOC. LONDON, 945",3
"PARALECTOTYPE OF [AMMODRAMUS] [SANDWICHENSIS] [BRUNNESCENS], BUTLER, A. W. 1888. ON A NEW SUBSPECIES OF AMMODRAMUS SANDWICHENSIS FROM MEXICO ***NAMED COTYPE BUT NOT CONSUBSPECIFIC**. AUK, 264-266. PAGE 265, PUBLISHED JULY 1888.",1
"HOLOTYPE OF PLATYTRICCUS ALBOGULARIS NEGLECTUS, TODD, W. E. C. 1919. DESCRIPTIONS OF APPARENTLY NEW COLOMBIAN BIRDS. PROC. BIOL. SOC. WASH., 113-118. PAGE 114, PUBLISHED 27 JUNE 1919.",1
TOPOTYPE OF THRYOMANES BEWICKI MARINENSIS GRINNELL,1
Holotype of Oryzomys palustris natator,1
Holotype of Spilogale pygmaea australis (Hall),1
Holotype of Tamandua mexicana mexicana (Allen),1
NEO,3
HOLOTYPE OF ATELOPUS WALKERI,1
HOLOTYPE OF PLECTROHYLA IXIL,1
PARATYPE OF ANOLIS CAROLINENSIS LERNERI,1
PARATYPE OF CENTROLENELLA MUNOZORUM,1
"""basis of illustration of <a href=""http://arctos.database.museum/name/Urocyon cinereoargenteus scottii""><i>Urocyon cinereoargenteus scottii</i></a>, page 861 in <a href=""http://arctos.database.museum/publication/10005474"">Hall and Kelson 1959</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Megaptera novaeangliae""><i>Megaptera novaeangliae</i> (Borowski, 1781)</a> in <a href=""http://arctos.database.museum/publication/10006689"">Kirby et al. 2013</a>""",1
possible syntype,1
"""voucher of <a href=""http://arctos.database.museum/name/Myrtis fanny"">Myrtis fanny</a>, page 258 in <a href=""http://arctos.database.museum/publication/10007253"">Berns and Adams 2013</a>""",2
"""paratype of <a href=""http://arctos.database.museum/name/Hydromantes brunus"">Hydromantes brunus</a>, page 153 in <a href=""http://arctos.database.museum/publication/10000118"">Gorman 1954</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Sceloporus orcutti""><i>Sceloporus orcutti</i></a> in <a href=""http://arctos.database.museum/publication/10004887"">Harmon et al. 2003</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Sorex minutus"">Sorex minutus</a>, page 4347 in <a href=""http://arctos.database.museum/publication/10006278"">Hope et al. 2011</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Perognathus fasciatus""><i>Perognathus fasciatus</i></a>, page 992 in <a href=""http://arctos.database.museum/publication/10005501"">Neiswenter and Riddle 2011</a>""",2
"""voucher of <a href=""http://arctos.database.museum/name/Phyllotis darwini darwini"">Phyllotis darwini darwini</a>, page 589 in <a href=""http://arctos.database.museum/publication/10004441"">Steppan 1998</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Myotis ruddi"">Myotis ruddi</a>, page 167 in <a href=""http://arctos.database.museum/publication/10000021"">Silliman 1938</a>""",1
"""paratype of <a href=""http://arctos.database.museum/name/Bolitoglossa bramei"">Bolitoglossa bramei</a>, page 561 in <a href=""http://arctos.database.museum/publication/10004335"">Wake et al. 2007</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Aplodontia humboldtiana"">Aplodontia humboldtiana</a>, page 21 in <a href=""http://arctos.database.museum/publication/10000185"">Taylor 1916</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Myotis californicus quercinus"">Myotis californicus quercinus</a>, page 317 in <a href=""http://arctos.database.museum/publication/10000424"">Grinnell 1914</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Thomomys monticola premaxillaris"">Thomomys monticola premaxillaris</a>, page 312 in <a href=""http://arctos.database.museum/publication/10000243"">Grinnell 1914</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Synaptomys cooperi gossii"">Synaptomys cooperi gossii</a>, page 457 in <a href=""http://arctos.database.museum/publication/84"">Wilson and Choate 1997</a>""",2
"PARATYPE OF TRACHYCEPHALUS ATLAS, BOKERMANN, 1966, NEOTROPICA, 12:120",2
? Holotype,2
"HOLOTYPE OF PICULUS CHRYSOCHLOROS GUIANENSIS, TODD, W. E. C. 1937. NEW SOUTH AMERICAN BIRDS. ANNALS CARNEGIE MUSEUM, 243-255. PAGE 248, PUBLISHED 16 NOVEMBER 1937.",1
"HOLOTYPE OF ARREMONOPS TOCUYENSIS, TODD, W. E. C. 1912. DESCRIPTIONS OF SEVENTEEN NEW NEOTROPICAL BIRDS. ANNALS CARNEGIE MUSEUM, 198-214. PAGE 198, PUBLISHED 20 MAY 1912.",1
"HOLOTYPE OF ASTURINA NITIDA PALLIDA, TODD, W. E. C. 1915. PRELIMINARY DIAGNOSES OF SEVEN APPARENTLY NEW NEOTROPICAL BIRDS. PROC. BIOL. SOC. WASH., 169-170. PAGE 170, PUBLISHED 29 NOVEMBER 1915.",1
Syntype of Vireo huttoni parkesi,4
Holotype of Oecomys bicolor (The Coryndon Museum),3
Paratype of Pteralopex atrata,1
HOLOTYPE OF SPONDYLURUS ANEGADAE,1
SYNTYPE OF EUPHRYNE OBESUS,1
PARATOPOTYPE OF RHADINAEA STADELMANI,1
PARATYPE OF CENTROLENELLA MIDAS,1
HOLOTYPE OF PLETHODON JORDANI TEYAHALEE,1
HOLOTYPE OF THAMNODYNASTES CEIBAE,1
SYNTYPE OF SPHAERODACTYLUS FLAVICAUDUS,1
PARATOPOTYPE OF ELEUTHERODACTYLUS ETHERIDGEI,3
"""voucher of <a href=""http://arctos.database.museum/name/Graptemys versa"">Graptemys versa</a>, page 2 in <a href=""http://arctos.database.museum/publication/10004886"">Wiens et al. 2010</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Odobenus rosmarus divergens"">Odobenus rosmarus divergens</a>, page 133 in <a href=""http://arctos.database.museum/publication/76"">Fay 1982</a>""",1
syntype; syntype,5
Holotype; Paralectotype; Syntype,1
"PARATYPE OF ELOSIA ORNATA, BOKERMANN, 1967, NEOTROPICA, 13:135",1
"""voucher of <a href=""http://arctos.database.museum/name/Bipes biporus"">Bipes biporus</a>, page 25 in <a href=""http://arctos.database.museum/publication/10004314"">Macey et al. 2004</a>""",2
"""voucher of <a href=""http://arctos.database.museum/name/Euproctus platycephalus"">Euproctus platycephalus</a>, page 371 in <a href=""http://arctos.database.museum/publication/10004877"">Weisrock et al. 2006</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Uta ornata chiricahuae"">Uta ornata chiricahuae</a>, page 165 in <a href=""http://arctos.database.museum/publication/10000046"">Mittleman 1941</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Paramormyrops hopkinsi"">Paramormyrops hopkinsi</a>, page 666 in <a href=""http://arctos.database.museum/publication/10006828"">Sullivan et al. 2000</a>""",1
"""paratype of <a href=""http://arctos.database.museum/name/Amphilius pedunculus"">Amphilius pedunculus</a>, page 70 in <a href=""http://arctos.database.museum/publication/10007185"">Thomson et al. Zootaxa  3986 (1) </a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Chiloglanis igamba"">Chiloglanis igamba</a>, page 4 in <a href=""http://arctos.database.museum/publication/10006805"">Friel and Vigliotta 2011</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Chiloglanis"">Chiloglanis kalungwishi</a> kalungwishi, page 125 in <a href=""http://arctos.database.museum/publication/10006795"">Vigliotta 2008</a>""",1
"""basis of illustration of <a href=""http://arctos.database.museum/name/Mochokus niloticus"">Mochokus niloticus</a>, page 5 in <a href=""http://arctos.database.museum/publication/10006792"">Stewart et al. 2014</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Bolomys amoenus"">Bolomys amoenus</a>, page 35 in <a href=""http://arctos.database.museum/publication/1000039"">Anderson and Yates 2000</a>; voucher of <a href=""http://arctos.database.museum/name/Necromys amoenus"">Necromys amoenus</a>, page 777 in <a href=""http://arctos.database.museum/publication/1000198"">Braun et al. 2008</a>; voucher of <a href=""http://arctos.database.museum/name/Necromys amoenus"">Necromys amoenus</a>, page 790 in <a href=""http://arctos.database.museum/publication/10004365"">D'Elia et al. 2008</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Cryptonanus unduaviensis"">Cryptonanus unduaviensis</a>, page 157 in <a href=""http://arctos.database.museum/publication/10004585"">Voss and Jansa 2009</a>; voucher of <a href=""http://arctos.database.museum/name/Cryptonanus unduaviensis"">Cryptonanus unduaviensis</a>, page 7 in <a href=""http://arctos.database.museum/publication/10004472"">Voss et al. 2005</a>""",1
"""symbiotype of <a href=""http://arctos.database.museum/name/Scalopus aquaticus"">Scalopus aquaticus</a>, page 7498 in <a href=""http://arctos.database.museum/publication/10006256"">Kang et. al. 2011</a>; voucher of <a href=""http://arctos.database.museum/name/Scalopus aquaticus"">Scalopus aquaticus</a>, page 4 in <a href=""http://arctos.database.museum/publication/10006491"">Sumibcay et al. 2012</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Xeronycteris vieirai"">Xeronycteris vieirai</a>, page 405 in <a href=""http://arctos.database.museum/publication/10004579"">Gregorin and Ditchfield 2005</a>""",1
"""voucher of <a href=""http://arctos.database.museum/name/Microtus californicus constrictus"">Microtus californicus constrictus</a>, page 1394 in <a href=""http://arctos.database.museum/publication/10006607"">McGuire 2011</a>""",1
"""basis of illustration of <a href=""http://arctos.database.museum/name/Mustela frenata nevadensis"">Mustela frenata nevadensis</a>, page 910 in <a href=""http://arctos.database.museum/publication/10005474"">Hall and Kelson 1959</a>""",1
"""holotype of <a href=""http://arctos.database.museum/name/Condylura cristata nigra"">Condylura cristata nigra</a>, page 218 in <a href=""http://arctos.database.museum/publication/10000369"">Smith 1940</a>""",1
"""host voucher of <a href=""http://arctos.database.museum/name/Zapus hudsonius"">Zapus hudsonius</a>, page 69 in <a href=""http://arctos.database.museum/publication/1000033"">Haas et al. 2005</a>; voucher of <a href=""http://arctos.database.museum/name/Zapus hudsonius"">Zapus hudsonius</a>, page 3 in <a href=""http://arctos.database.museum/publication/10007192"">Baltensperger and Huettmann 2015</a>""",2
