continent	reps
Gulf of Mexico, Off Florida	1
Haggerty Creek (Sabine Dr.)	1
Hanetsuki River, tributary of Sendai River, Yamano(Freshwater)	32
Harpers Run	1
Hata-gawa River?	3
Ivy Creek	3
Kelly Spring	15
Lake of Matsumoto Dam, Matsumoto(Freshwater)	74
Lattas Creek Marsh	2
Lightning Creek	1
Little Blackjack Br.	1
Little Salmon River	1
Liumchin Lake	7
Lower Tornillo Creek	92
Majors Creek	5
Malanaphy Spring	3
McCraney Creek	1
Medina River	32
Minamikusui	1
Moser River, Mouth of Goldmine Brook	1
Motoutetsu-gawa River	4
Mudanjiang	2
Mutsu Bay	4
N. America	23
Nisqually River	1
No. 7 Ditch	1
Norogawa River	2
Off Kiire(Marine)	4
Off Kushi(Marine)	1
Off Oki Nishinoshimacho	6
Off Saga(Marine)	948
Off Soyamisaki cape	1
Ogasawara Is.	100
Ohfunato Bay	4
Okinawan seas	90
Oshoro-kaizan, off Otaru-shi	1
Oued Joumine River	1
Overseas	439
Owl Creek	2
Paddy Creek	2
Paléarctique occ.	907
Paradox  Lake	2
Parumai-gawa River(<Lake Touro-ko)	1
Poplar Creek	4
Port of Uno	4
Prune Creek	4
Pucusana Bay	1
Rio Grand River	17
River Test	1
Rocky Branch	157
Rogue RIver	1
S.E Africa	5
Sado Channel	1
Sakanai River	2
Satsop River	5
Serina kecil	19
Sevenmile Branch	3
Shokokon Slough	45
Solomon Islands/southwestern Pacific	1
South Lake	4
South Nation River	2
Southern Ocean	179306
Squaw Lake	4
St. Croix River	238
Stout Run	2
Suttle Lake	1
Taishogawa River	1
Totagatic River	8
Trib. Kaskaskia R.	3
Tributary Yellow Creek	22
Tributary of Falling River	1
Tyro Creek	9
Undefined	213
Union Drainage Ditch	4
Unnamed tributary Coffee Creek	1
Wakanoura Beach	4
Webber Lake	3
West Branch Margaret Creek	3
West Oak River	1
Woodruff Creek [Mann Creek]	1
Yano-gawa River	8
Yonogawa River (The junction of Kizugawa, Ujigawa and Katsuragawa Rivers)	2
[gravel pit]	10
old Haha-gawa River<Haha-gawa River<kaifu-gawa River	17
old Yoshino-gawa River>Miya-gawa RiverUchitani-gawa River>unknown  watercourse	16
sans origine	15
watercourse,  west of	1
ASIA?	3
Africaulus	1
Ambon Bay, inner bay	13
Arrowhead Creek	16
Banjyo-gawa River System,	12
Birney Creek	2
Bridge Creek	2
Bristol Bay	3
Brodhead Creek	8
Central and South America	2
Centralamerika	3
Centralamerika [ursprung], Sydamerika [ursprung]	1
Coal Creek	122
Coleman Creek	2
Cultivated	40
Edris Creek	1
Elwha River	1
Far Creek	1
Florida River	6
Fourche la Fave River	26
Frazier Falls	1
Goat Creek	2
Goat Mountain Lake	1
Grassvalley Creek	1
Hahajima Bay	1
Jamaica Pond	3
Javorinka River	3
Kakinoki-gawa River(<Komura-gawa River)	3
Kankapot Creek	3
Kickapoo Creek	136
Kyusuh	1
Lake Junaluska	11
Lake Ontario	2
Left Fork South Indian Canyon Creek	4
Little Hickory  Creek	2
Little Rock Creek	4
Meredosia Ditch	2
Mexico Bay	1
Moccasin Creek	2
Morgan Creek and tributary	6
Mountain Home Lake	12
Nakamura-gawa River	9
Niangua River	2
Nita-gawa River	2
North  Fork Snoqualmie River	2
Off Sea of Japan	1
Pamtrock Creek	1
Peachtree Creek	20
Polecat Cr	29
Popular Creek	2
Puffer Lake	16
R. Chateauguay. bassin	1
Rio Grande River	6
S Kickapoo Creek; Brookfield Spring	1
Sentaku-gawa River(<Fukiura-gawa River)	3
Shady Creek	1
Shakujigawa River	1
Shirakami-gawa River(<Takatsu-gawa River)	7
Sinai Pen.	1
Slateys Creek	4
Somonauk Creek	10
South AsiaGanges Riverine System	1
South Platte River	57
Sunfish Pond	3
Swegle Creek	2
Taro-gawa River	2
Tributary Effies Brook	1
Trinity River	21
Tsuruga Bay	1
Twin Lake	1
Two Medicine Lake	2
Unn. Trib. Rock River	8
Unnamed tributary Crawfish Creek	1
W. Africa	1074
Warrior River above Blue Creek	15
Welsh Creek	2
West Burns Creek	7
Whisky Springs	2
Yankee Branch	1
Yoshino-gawa River>Akui-gawa River>Iio-gawa River	70
Yoshino-gawa River>Soedani-gawa River>Hirotana-gawa River	1
Zugaike pond	3
[Goose Creek]	2
mouth of Shinjyo-gawa River	11
tributary Atchison Creek	1
tributary Buck Branch	1
tributary Mississippi River	3
tributary Straddle Creek	1
tributary to Yellow Creek	2
tributaryWest Branch Middle Fork VermilionRiver	1
watercourse(<Sonose-gawa River)	2
watercourse<Fukui-gawa River	2
"Madagascar, Toliary, Morondava,  Ankirijibe, A 500m du village d'Ankirijibe"	2
Ahaura River	13
Allyn River	17
Amami-oshima Strait	1
América del Sur - O. Atlántico	274
Antactica	1
Antarctica	85193
Ash Hopper Branch	1
Asia	2573215
Asia, Middle East	7580
Asia; North America	10
Atlantique	13
Atlántico	1489
Bear Branch	30
Big Cottonwood creek	64
Blelham Beck	2
Bull Run River	15
Caribbeans	3
Cattail Creek	6
Central America, West Indies	2
Chugoku	5
Convict Creek	49
Duteau Creek	1
East Fork Little Lusk Creek	76
Ginger Quill Lake	1
Gould Canal	1
Johns River	10
Kennedy Lake &amp; Tributary	1
Kent Bog	1
Kurodani-gawa River(<old Yoshino-gawa River<Yoshino-gawa River)	1
Lake Hickory	1
Little Sioux River	2
Locke Creek	5
Lower Mud Lake	1
MBML	21
Malay Penin.	2
Man Of War Brook	1
Midori River	30
Mill Branch	1
Mitani-gawa River(<Iio-gawa River)	1
Miyara-gawa River	7
Mouth of Inari River, Hama,(Estuaries)	1
Mouth of Todama river, Todama, Sumiyo(Estuaries)	6
Napo River	2
Naso-gawa River	6
Nigger Creek	1
Oceano Atlântico	5
Off Shimizu	4
Off Tyabana, Yoron Island(Marine)	1
Off Yanagawa	1
Off Yuicho	1
Ohhata-gawa River	4
Oike-gawa River (<Echi-gawa River)	1
Oliveira, E. de; Silva, M.G. da	1
Otsuchi Bay 20m	1
Pacific, North America	2
Peru	9
R.Nariwagawa	1
Rio Xalbaqiej O Sepela	37
River Derer	1
Rock run	2
Rose Spring, outflow creek	1
Running Lake	39
SW Branch of Vermillion River	2
Sabagawa River mouth	3
Salt Creek Falls	12
San Gabriel River	13
Sandy Run	1
Schoolhouse Springs	18
Shattooga R [Chattooga River]	1
Sny Magill Creek	1
Soujya-gawa River	1
South América	12
South China Sea, North-west coast of Borneo.	1
South Saskatchewan River	7
Southwestern Indian Ocean	4
Stoneman Lake	3
Straight River	2
Suncook River	9
Trib. Mississippi River	10
Tributary Elm River	14
Tributary North Fork Vermilion River	1
Tributary Pigeon River	1
Tributary, Big Creek	1
Troquart River	2
Turniptown Creek	13
Unnamed Tributary Green Lake	3
Unnamed tributary	13
Watari-gawa River(Shimanto-gawa River)	99
West Fork Little Beaver Creek	4
West Maple River	2
Whippoorwill Branch	1
Wood River, north fork	1
Woodruff's Dam	1
Yale Lake	36
Yellow Dog [River] Creek	1
Yukon River	6
foot of Yellowstone Falls	3
lake at edge of lava	1
tributaries of Smith Creek	1
tributary of Rock River	2
tributary of Wainivesi Creek	18
unnamed tributary of Waddams Creek	7
"Madagascar, Mahajanga, Analalava, Route du terreain d'aviation,"	2
#1546#Améreica del Su	2
(<<<Kidu-gawa River)	4
>Nii-gawa River>	2
AmÈrica do Norte	523
Antarctic Ocean	4833
Asemi-gawa River(<Yoshino-gawa River)	3
Bald Creek	1
Baum Branch	3
Beaverhead River	2
Brainard Lake outlet	2
Chaffe Creek	1
Chiyo-gawa River	5
Chrysomelidae I_2012-9-27_12:52	1
Creek draining Lincoln Creek.	1
Dean Brook	2
Devil�s Lake Kitchen Lake Spillway	1
Duchesne River	1
Dykes Cr	1
East Branch Salt Fork	2
Europa/Atlántico	109
Fall Creek	64
Flat Creek	25
Fox  River	1
George Creek	1
Georgton Bay	23
Gokasho May	3
Gooseberry River	32
Hase-gawa River(<Sonose-gawa River)	1
Higashino-kawa River	5
Hot Springs	10
Ihii River	6
Inobe-gawa River <Chikugo-gawa River	6
Kalama River	6
Kametoku River	35
Karajudzhur River	117
Kashimanada Sea	58
Kishida-gawa River>Haruki-gawa River	2
Kokayanogawa River	3
Kurokawadani-gawa River(<Yoshino-gawa River)	4
Lake Atika	1
Lake Isequeena	4
Lake Nishinoko	10
Lake Wahanna	2
Lake of Bays	19
Little Cypress River	2
Little Red River	15
Local Ponds and Marshes	165
MAC	1
Madison RIver	2
Mahom Lake	3
Makio-gawa River (<Ohtsu-gawa River)	2
Mazon Creek	41
Melanesia	27
Mill Creek or Abrams Creek	27
Monaco/Mediterranean	4
NC Pacific O.	3354
Naktong-river,	7
Nelson Branch at junction Perdido River	1
Neutral Ditch	10
Nishiki-gawa River>Ohno-gawa River	2
Oceano Atlantico do Sul	1
Oconaluftee	3
Off Rumoi	2
Off Sakashizu(Marine)	1
Offshore between Shirasaki and Hinomisaki Cape	3
Parson Creek	1
Peshtigo River	41
Quartz Creek	8
R. Shirase	1
Research Ponds	3
Rio Ruidoso	10
Roaring Cr. or Leatherwood Cr.	1
Sacandaga River	6
Sasao-gawa River(<Mana-gawa River<Kuzuryu-gawa River)	3
Sen Beck Ditch	2
Sliver Creek	4
South Fork Pottawatomie Creek	1
South Fork, Saline River	1
Spring Canyon Creek	5
Strawberry Creek	11
Sulfur Springs	2
Tilley Creek	2
Tortolito Spring	3
Tributary Baker Creek	10
Tributary Crayfish Creek	1
Tributary Logan Creek	23
Tributary to Big Creek	1
Umenoki-gawa River(<Shigi-gawa River<Oda-gawa River<Takahashi-gawa River)	1
Unn. Trib. Rocky Run	7
Unnamed tributary Salt Fork Vermilion River	2
Virginia Lake outlet	2
W end Lake Geneva	2
W. Branch DuPage River	8
Warm Springs Creek (?)	1
Washington County, Alabama	12
West Big Fork Creek	4
West Island Reservoir	3
Whetstone Creek	5
Withlacoochee River	3
Worthen Bayou	2
Yamamotosaimyoujigawa River	39
Yuba River	83
Yuk River	3
[Logan River]	104
downstream Edogawa-gawa River	1
tributary South Branch Sugar Creek	13
tributary Upper Salt Fork Drainage Ditch	5
unnamed tributary Saline Branch Drainage Ditch	2
water tank	8
(<Kuro-kawa River<Omogo-gawa River<Niyodo-gawa River)	2
(<Ohte-gawa River)	6
10 Mile Creek	1
Acquia Creek	2
Aki-gawa River	12
Akutagawa River	10
América del Norte	5737
América do Sul	1409287
Archey Creek	1
Australia*	1
Bass Lake	12
Bear Tooth Creek	3
Bearberry Creek	2
Big Branch	1
Big Eagle Creek	3
Black Brook	6
Blacksmith Fork creek	1
Blitzen River	5
Bluestem Lake	188
Bolin Branch	7
Brisbane River	107
Cebolla Creek	1
Chapel Pond	1
Cheticamp River	19
Coal Run	3
Culpepper Creek	6
Doyles Creek	1
E. S. Asia	155
Enshu-Nada	1094
Flea Creek	1
Floyd's Fork	1
Fork Creek	1
Fukushima-Oike	71
Grove Lake	260
Hatuki River tributariy of  Sendai River System, Kanehada(Freshwater)	19
Hekirichi river	1
Hime-kawa River	3
Honey Branch, La Moine River	1
Iritsu Bay	1
Jubilee Creek	1
Kamanashi-gawa River	10
Katsuura-gawa River>Fujigawatani-gawa River>	1
Kentucky Creek	3
Kum-river,	37
Kurile Trench	2
L. Ikeda	1
Lac d'Oredon	1
Lake Delwan	1
Lake Isabella R.	3
Line Creek	15
Little Stewart River	4
Mar de la Plata	3
Marten-drinking River	4
Middle Santiam River	2
N America	46
Nago Bay(Marine)	13
Naha Bay	1
Nascimento; , F.C. do	1
Newman Creek	2
North Branch Middle Creek	1
Néotropicale	1769
Oak Creek of Verde River	13
Off Amakusa-shimoshima Island	1
Off Auckland	1
Off Miura-shi Misaki Futamachiya	2
Off Raiden	1
Okinohata-gawa River<Chikugo-gawa River	10
Ooshima Bay	32
Orontes River	9
Paines Creek	3
Panay Island	14
Quebrada los Pozos	6
R. Teshio	1
Ram Hollow Spring	2
Rogue River	6
Salt River	16
San Antonio River	64
Santee River	3
Saramacca River	22
Seeps Tributary Little Carp River	3
Senachwine Lake	11
Shibushi bay(Marine)	477
Spencer Creek	6
Spicer Creek	1
Swamp Creek	16
Trib. Salt Fork Vermilion River	2
Tsushima Strait?	1
Tundra Stream	1
Undetermined	3
Unnamed trib. of Leaf R.	1
Upper Bullawa Creek	102
Upper stream of Takada River, Nagayoshi River System, Matsumoto(Freshwater)	13
Urawa Bay (Funka Bay)	3
West Crooked Creek	1
West Indies?	1
West Yodomi, Sagami Bay	1
West coast of South Sulawesi	15
Western Africa	1
Yura-gawa River	14
kaifu-gawa River>Haha-gawa River>unknown  watercourse	8
tributary Contrary Creek	1
tributary of Camp Creek	2
watercourse<Shishikui-gawa River	3
África/Mediterráneo, Atlántico	11
"Madagascar,  Ambohimanga du Sud"	2
(<Yura-gawa River)	21
Alaqua Creek	1
Antarctique	591
Asia/Indoaustralia	32
Awaji I.	6
Azuri River	2
Barber Lake	196
Baseline Creek	15
Bear Run	1
Beckwith Creek	1
Black Ash Creek	3
Blackfoot River bottom land	4
Blue Spring	9
Bonpas Creek	63
Borneo	537
Bottom Creek	10
Burro Spring	6
Canoochee River	5
Chapins Pond	3
Daibetto-gawa River	2
Dando-gawa River(<Odagi-gawa River<Yahagi-gawa River)	1
Darling Creek	1
Dual Springs at  E springhead	8
East Branch Middle Fork VermilionRiver	4
East Fork Fish Creek	15
East Fork Hood River	9
Finley River	3
Fish Lake	40
Fowler's Creek	13
Galapagos/Eastern Pacific	1
George's Creek	6
Gros Ventre RIver	4
Hanging Lake Creek	1
Hayden Creek	4
High Fall	2
High Rock Pond outlet	21
Ishi-kawa River(< Yamato-gawa River)	4
Japan/northwestern Pacific	2516
Kagatagawa River	1
Kaifu-gawa River(estuary)	2
Kii Straits	32
Kikuchi-gawa River System,   Hazama-gawa River	7
Kootenai Pond	28
Kuragasakoma-ike	7
L. Nojiri	1
L. Ranau	1
Laguna Beach	1
Lake Chuzenji	28
Lake Med.	1
Lake Shiraishi	14
Lake Toba	158
Lihir BAB	79
Little EmbarrasCreek	1
Little Wheeling Creek	3
Mariana Trench	13
Mary's River	7
McCain Creek	1
McCarthy Creek	3
McCormicks Creek	93
Mille Lacs Lake	2
Misogi-gawa River(<Hiji-gawa River)	1
Moraine Creek	2
Mount Branch	1
North America - Neotropics North America	4
Off Cape Ashizuri	4
Off Hasse, Sagami Bay	1
Off Hiroshima	1
Off Noto	1
Off mouth of channel at Chabana, northeast coast of Yoron Island(Marine)	5
Ohkouchi-gawa River (<Funetsu-gawa River)	2
Otter Lake	2
Ozeania	369
Pogue Run	2
Pottenger Run	1
Prussian Creek	8
R. Yamato	6
Red Butte Canyon creek	1
Ryukyu Islans	10
SOUTH FORK BIG CREEK	1
Sexton Creek	8
Shirozumi-gawa River(<Shubuto-gawa River)	2
Sigatoka River	1
Skagg's Creek	11
Skull Fork	1
Sourgrass Creek	3
South Fork Saline River	17
Spring adj. to Outflow of Koshawago Spring	4
Tabcat Creek	97
Taggart Cr.	6
Threemile Creek	61
Tomarino River(Freshwater)	6
Trib. Pine Branch River	17
Tributary Cuyahoga River	6
Tributary Middle Fork	2
Tributary Olentangy River	17
Venavke's Lake	4
Village Oak Creek	11
W of Ashizurimisaki	4
West Atlantic	49809
West Branch  DuPage River	1
Wildcat Spring	3
Wolf Lake	33
Yasu-gawa River	3
Yohoro-gawa River	7
Yoshino-gawa River System,   Iio-gawa River	1
Yoshino-gawa River>Akui-gawa River>Iio-gawa River,	1
[Highland Creek]	1
intermittent stream	1
the Kii Channel	108
tributary Anthony Creek	15
tributary Rock Fork Creek	5
tributary of Presque Isle River	13
upstream of Heguri-gawa River	3
watercourse (<Kuwano-gawa River)	1
3 fêmeas	1
Aburatsubo Bay	4
Asie	48951
Atlantic/Antarctic	37
Australia,	3
Bemus Bay	1
Bobundara Creek	28
Bull Junior Creek	2
Caribbean, North America	23
Cassai River	10
Crab Orchard Lake	82
Daiyo-gawa River <Arakawa-gawa River	2
Dokigawa River mouth	8
Drainage Ditch of Little Wabash	1
DuPage River	1
E. Branch Farmington River	3
East Branch Killbuck Creek	8
Elk Creek	10
Fushiko-gawa River(<Saburi-gawa River)	10
Gardiner RIver	1
Glen Creek	7
Granary Creek	28
Hanejinaikai	6
Harrison Creek	3
Hatto-gawa River(<Kuji-gawa River)	1
Hawdon River, Sudden Stream	13
Henderson Creek	6
Herbert Creek	2
Hida River	6
Hirata-gawa River	2
Horse Lake	14
Huntington Creek	2
Huron River	152
Kinderhook Creek	28
Klamath Falls	59
Knights Branch	3
Koura Fishing Port, Kasasa(Marine)	15
Kuwano-gawa River>unknown  watercourse	5
L. Dunmore	1
Labrador Pond	2
Little Carp River	5
Lower Schooner Creek	4
Mar Arábigo, Índico/Mediterráneo	1
Masuda-gawa River	8
Matanzas Lake	144
McDonald Creek	21
Morrison Spring Branch	2
Moto-gawa River	10
Mud Creek	56
NW Campbell Lake	1
Nadig Spring	35
Nancy Cr.	1
North Fork Holson River	2
North Fork Raccoon Creek	6
OC	7688
OCEANIA	8095
Off Kurose Port(Marine)	15
Off Myoutoura, Nango(Marine)	5
Off Shionomisaki -100m	5
Off Shiraoi	2
Off Taijicho	3
Ohmers Slough	1
Okhotsk sea	164
Passenger's Creek	7
Paynes Creek	1
Pratts Fork	1
SA	1232358
Saline  Branch	3
Salmon Creek	8
Saltfork River	7
Seno-gawa River	2
Seymour Creek	15
Shibouta-gawa River	3
Starlight Stream	7
Stream 6 mi E Canmore	1
Stream between Moraine Lakeand Paradise Creek	1
Takeshi-gawa River(<Chikuma-gawa River)	1
Tenryu-gawa River	7
Totogatic River	133
Trib. of Cedar Cr	3
Tributary	9
Tributary East Branch Rock River	30
Tsubo-gawa River	47
Unnamed trib Little Cache Cr	1
Unnamed trib Mississippi River	2
Vermilion River; Butler Branch; Junction Salt Fork &amp; Middle Fork Vermilion River	4
West off Aokata, Nakadori-jima Island, Goto Island(Marine)	2
Wilson Creek	23
Wood Land Creek	2
Yaquina River tributary	1
Yellow Creek	126
[Little Sioux River]	10
asia	2
dry stream bed	2
mouth of Dahadinni River	1
spring entering Sagehen Creek	1
trib. to Big Fork	1
tributary Bay Creek	2
tributary Sangamon River	2
unknown	1423
watercourse<Naka-gawa River	5
(<Imagire-gawa River<old Yoshino-gawa River<Yoshino-gawa River)	7
51 Mill Creek Upper sta. center	1
AMÉRICA NORTE	9
Ara-kawa River System,  Bando-gawa River	1
Arakawa Riv.	3
Archie Fork, Little Red River	1
Asia/Europe	29
BECK CREEK	2
Beaver Dam Creek	8
Big Hatchet Creek	3
Big Indian Creek	7
Big Lake	43
Big McAdoo Creek	15
Big Pitman Creek	3
Black Partridge Creek (#2)	1
Caler Fork Creek	2
Chemung River	11
Clay Creek	2
Cotter River at Bendora Creek	3
Deo-Gad Stream	2
Derwent River	1
Doi-gawa River(<Niyodo-gawa River)	3
Drainage Ditch #7	3
East Fork Pigeon River	24
East Verde River	19
Echeocnee Creek	1
Emukae-gawa River	5
Enshu Nada	25
Fife Lake	1
Flathead Lake (east shore)	1
Fort River	1
Fowlmere	1
Fudoudaniokuike	4
Fukuda-gawa River	7
Gove Creek	7
Heron Pond Swamp	4
Hightower Creek	3
Hillside Seep	7
Hurricane River	20
Ishizaki-gawa River	2
Isuzu River system	151
Kagoshima-shin Port(Marine)	3
Kakogawa river estuary	1
Kellogg Creek	609
Keppel Bay	2
Kerton Creek	3
Kubo-gawa River<Monobe-gawa River	1
Kuro-kawa River(<Onga-gawa River)	2
La Belle Riviere River	1
Laccadive Sea	1
Lake Pleasant	2
Little Antone Creek and Anthony Creek	1
Little Cacapon	10
Little Senachwine Creek	2
Little Shawnee Creek	5
Lower Russian Lake	5
Madison River	34
Melgaço	1
Middle Fork Willamette River	1
Miya-gawa RiverUchitani-gawa River(<old Yoshino-gawa River<Yoshino-gawa River)	7
Mooney Creek	1
Moore�s Run	1
Mud Lick Creek	1
N Fork Vermilion River	2
NW & Central Pacific	9323
Nankai Trough	1
Negro Creek	5
Nei-gawa River	5
Nolichucky River	1
North Africa, Africa	21
North Fork of Flathead River	2
Norwegian Sea	4
Off Atsumi Peninsula	5
Off Boso Pen.	28
Off Eguchi Port, Higashi-ichiki(Marine)	1
Off Minata, northeast coast of Yoron Island(Marine)	49
Off Moroiso-ne, Sagami Bay	5
Off Otaru-shi	1
Off Tosashimizu	1
Off Ukachi, North coast of Yoron Island(Marine)	27
Off south of Nomamisaki(Marine)	9
Osweg Creek	2
Oxbow, Wabash River	1
Paradise Park Creek	1
Pisa Creek	1
Pond #1	8
R. Yabe	3
Rayns Creek	2
River Mekong	3
Roaring Spring	1
Roberts Springbrook	23
Shonai River system	5
Silver Bay	1
South America, Caribbean Sea	2
Sparks Lake	1
Strawn Creek	1
Sun Lake	55
Sundance Creek	2
Sweetwater Branch Haw Creek	1
Tallulah R.	1
Tatee-gawa River > watercourse>Kitagishi watercourse >Naka-gawa River	1
Tomori Fishing Port, southwest coast of Yoron Island(Marine)	71
Trib. East Fork BigColdwater Creek	5
Tributary Middle Fork Salt Creek	18
Tributary Miller Creek	1
Tributary Rock River	23
Tributary to Big Creek Ditch	5
Tyger River	3
Unnamed tributary East Branch Middle Fork Vermilion River	1
Walsh Cave Spring	4
Weldon Creek	6
West BranchDuPage River	4
West indies	42
Willowdale Cr.	1
Yoshino-gawa River>Yoshino-gawa River>Iio-gawa River>Genkaderadani-gawa River>Teratani-gawa River>Teradani Pond	1
[Sharon Creek]	1
eastern equatorial Atlantic	2
green river	5
mouth of Niyodo-gawa River (left bank)	1
the East Coast of Africa	2
tributary Coal Creek	12
tributary East Branch Middle Fork Vermilion River	2
tributary MeredosiaDitch	1
"Madagascar, Toliary, Au nord de Toliary, sur la route de Manombo (PK.12-13)"	2
(<Aso-gawa River<Ado-gawa River)	6
(<Ohtani-gawa River<old Yoshino-gawa River<Yoshino-gawa River)	3
Asia*	24
Athabaska River	11
Baptism River	8
Barrett River	3
Beck on East of Esthwaite	1
Big Cave Run	2
Brereton Lake	1
Brewster Creek	13
Cedar Creek [Hefner Lake]	5
Central America, Central America	70
Central/So. America	21
Chattahoochee R.	1
Crystal Creek	52
Cullasaja Falls	1
Davie Ridge, Madagascar Channel, Indian Ocean	37
Dead River	207
Driftwood River	16
Dual Springs at springhead	1
East Branch Richland Creek	3
Ebata-jima Island	1
Enshu-nada	580
First Salt Creek	1
Funatsu River	63
Great Seneca Creek	1
Haruki River	19
Hassayampa River	25
Iburibashi River	2
Illiciliwash River	3
Jordan Branch	1
Killingly Pond	2
Komura-gawa River	223
Kusaki-gawa River(<Komura-gawa River)	6
L. Kasumigaura	1
L.Dunmore	1
Lac Roland	1
Lake Wedington	13
Little Bravel River	3
Little Thompson River	23
Lost River	5
Lyman's Brook	16
Ma�ok water pool near Wadi Neparot	3
Mill Branch of Cumberland River	3
Mill Creek, tributary of Siletz River	1
Miya River	270
Mouth of Nagata River, Kamifukumoto(Estuaries)	1
North Fork of Cache Creek	2
Nossob River	3
Off Hayamamachi	1
Off Iwahune,Niigata Pref.	4
Off Kasumi,(Marine)	3
Off Mt. Kinkazan, the Japan Deep	1
Off Okinoshima Island	4
Off Yamada Spa	3
Otututu River	8
Panther Creek	220
Pigeon River	126
Pinhook Creek	9
Quarrel Creek	68
Ranu River	1
Rio Santo Domingo	3
Rocky Fork Creek	2
Sabase-gawa River	2
Sanotani-gawa River	5
Seram	1
South Fork Umpqua River	7
Steiner Branch	6
Tagi-gawa River	2
Twin Creek	12
UNKNOWN	457
Unnamed tributary of Green River	3
Unnamed tributary of Killbuck Creek	1
West Branch Little Hocking River	4
West Branch Little Neshannok	1
Wolf River	86
Yonaguni,East off Yonagunijima Island	1
Yu River	24
a pool (<Naka-gawa River)	6
big stream	1
spring run	1
the South China Sea	2
the lower R.Muko	1
tributary Catfish Creek	2
tributary of English Brook	2
