v_highestBiostratigraphicZone,reps
Mesosaturnalis hexagonus (Hexasaturnalis hexagonus) assemblage zone,94
Reineckeia anceps,94
Didymograptus artus,94
costicardia,94
N19r,350
Belemnitella junior (Mg1),95
Fanninoceras disciforme,95
Cistecephalus Assemblage Zone,95
Dispansum,95
ludensis,95
NN 16,95
Frechites nevadanus,95
II,96
Oepikodus communis,96
Serpentinus,96
reitzi,96
Golconda,96
Callihoplites auritus,96
Randaynia saundersi,96
Mictosukia- Fatocephalus zone,96
Escamps,96
Brayardites compressus,96
Pantanellium silberlingi rad. zone,96
Cyrtograptus lundgreni,96
Blackwelderia,96
Casuarinaceae,96
upper varcus,608
M. cochleata rad. zone,97
Climacograptus bicornis,97
Meridiceras externum,97
Cuneolina gr. pavonia,97
Pleydellia aalensis,98
Mantelliceras dixoni,98
Anthracospirifer welleri-shawi,99
IV,99
HCIII,611
Lejopyge laevigata,611
Eumorphoceras bisulcatum,100
Globigerina ampliapertura to Globigerina optima optima,100
Mytiloides hercynicus,100
Lower-Middle Volgian,100
welleri,100
Diplograptus multidens,100
Innitagnostus inexpectans-Prochuangia,100
MP16,101
Ovatoryctocara cf. granulata-Bathynotus holopygus,101
Pentamerus beds,101
?Maclearnoceras maclearni,101
Ulatizian,103
Bathyuriscus - Elrathina,103
Ancoradella ploeckensis,103
Monoclimacis griestonensis,103
Reitzi,103
Drepanura,103
NP4-NP5,104
Geczyceras speciosum,104
Oulodus robustus,104
balatonicus,104
Monograptus hercynicus,104
Choristoceras marshi,104
Ozarkodina eosteinhornensis - Oulodus detortus,104
Bathyuriscus-Elrathina,104
Aphelaspis,104
Kuonamkites,105
Bridgerian,105
Rynchonella cuvieri Zone,105
N5,105
Lower Nothofagidites asperus,105
Elliptocephala asaphoides,105
Mortoniceras perinflatum,105
Globotruncanita elevata,617
Owenites beds,106
Ozarkodina bohemica,106
Clypeina jurassica,106
undicosta,106
Boreale,106
Spinitricolpites latispinosus,107
Icriodus curvicauda,107
Klamathites macrolobatus,107
Bellefontia-Xenostegium,107
Nevadisculites taylori,107
III,107
Periarchus lyelli,108
A,108
Lujanian,108
australis,364
M?,109
Nammalites pilatoides,110
Cycle V,110
N21,110
Echinalosia ovalis,366
Aratrisporites saturni Zone,366
Neolobites vibrayeanus interval,111
turriculatus,111
Daixina vasilkovskyi-Quasifusulina kodzhagulica,111
Pterospathodus amorphognathoides,367
Ozarkodina bohemica longa,112
I,112
sumensis,112
Austrotrachyceras austriacum,112
Paraorthograptus pacificus,368
Hemphillian,624
Opalinum,113
Transversarium/Martelli,113
Anasibirites nevolini,113
Amplexograptus manitoulinensis,113
decipiens,113
NP 19-20,113
Pseudocybele nasuta,113
Syringopora,881
Itaboraian,114
MPL5,114
A. ploeckensis,114
NN17-NN18,114
"Te, 4 Zone, 4",114
Pseudothurmannia angulicostata,114
"Harpoceras falciferum Zone, Harpoceras falciferum Subzone",115
Daptocephalus Assemblage Zone,115
Parafusulina yabei,115
Koenigi,115
OSM C,115
Nicklesi,116
"""Acanthodiscus radiatus""",628
Middle Oolite,117
T. imperforata,117
HCIb,118
Ctenognathodus murchisoni,118
Cypridea clavata,118
Zone à Planula,374
Carlottense,119
Upper Malvacipollis diversus,119
tenuicostata-longicollis,119
Platyclymenia,119
Brooksina striata-B. alaskensis turkestanica,119
rhenanus/varcus,120
Lotagnostus punctatus,120
kerri,120
serotinus,120
Nanlingella suzukii,120
Cycle VII,376
Spinachitina taugourdeaui,121
Compressissima,121
semialternans,121
Hindeodus praeparvus,121
Dactylioceras tenuicostatum,121
Hintzeia celsaora,121
Robiac reference level,121
Chetaites sibiricus,121
Virginoceras ljaschenkoae,122
griestoniensis to spiralis-grandis,122
Acrochordiceras hyatti,122
Morrisi,122
Climacograptus peltifer,122
Murchisonae,122
Mortoniceras inflatum,123
Epigondolella primitia,123
Cavusgnathus altus - Hindeodus penescitulus,123
Goniatites granosus,123
acinaces - cyphus,124
Purella antiqua,124
Akidograptus ascensus,124
Cycle VI,124
meginae,125
Peroniceras tridorsatum,125
Nemagraptus gracilis,126
Bifurcatus,127
Meekoceras gracilitatis,127
Linguagnostus reconditus,383
Lapworthella bella,128
Dyupetalum sp. - Hamiapollenites bullaeformis Assemblage Zone,128
Rossodus manitouensis,128
Bostrychoceras polyplocum,128
Daixina bosbytauensis-Pseudodaixinoides kalcgaricus,128
Olenikites spiniplicatus,129
Jakutoproductus,129
N18,641
Vandaites sturzenbaumi,130
Pachydiscus kamishakensis,130
Saccacoma zones,130
Proelginia permiana,130
N8-N12,131
hemiansatus,131
meeki,132
"S Coral-Brachiopod Zone (Caninia), S1 Coral-Brachiopod Subzone",1668
Neoschwagerina simplex,133
Benthamaspis rhochmotis,133
rotelliformis,133
max: zone min: zone,133
Monograptus yukonensis,133
Paratorleyoceras globosum,133
Concavum,134
Imlayi,390
Chalaroschwagerina vulgaris-Pamirina darvasica,135
Cedarina dakotaensis,136
occidentalis,136
Uptonia jamesoni,136
rursicostatum,136
Tortodus kockelianus,136
Pseudoyuepingia asaphoides,137
Belodina confluens - Oulodus velicuspis,137
N?,137
Potoniesporites novicus Zone,137
Petigurus cullisoni,137
ansatus,393
Eurudagnostus ovaliformis-Pareuloma,138
Eochuangia hana,138
Conica/Mucronata to Roemeri,139
Baculites scotti,139
Palaeolenus,139
NP17 - NP18,139
Zone 3,139
Idiognathodus lobulatus,139
Neokoninckophyllum hamatilus,140
Micraster cortestudinarium Zone,140
Cubitostrea sellaeformis/Pteropis lapidosa,140
Cordylodus Proavus zone,140
Robiac level,141
Campbelliella striata,141
Surites analogus,141
Sciponoceras gracile,142
Icriodus woschmidti,143
Trachyceras aon,143
Pseudagnostus pseudangustilobus-Acrocephalaspina,143
Gnathodus texanus,911
Schlotheimia angulata,144
Streptognathodus gracilis,144
Marine dinocyst,144
Dunderbergia,144
Misellina claudiae,145
Bonnia - Olenellus,145
Prionocyclus hyatti,145
Bojarkia mesezhnikowi,145
NN 16-18,146
Strigigenalis caudata,146
O?,147
Coronograptus cyphus,148
C2,148
Pterospathodus celloni,149
Polygnathus varcus,405
Ozarkodina eosteinhornensis,406
"Zone I, Reyrea polymorphus",151
Belemnella obtusa,151
Abadiella houi,152
Thaumopteris,152
Peronopsis ultimus,152
Neoagnostus quadratiformis-Taenicephalops kyrshabactensis,152
NP3-4,152
Hexasaturnalis hexagonus assemblage-zone,152
Zone II (Barremian-Aptian),152
Climacograptus americanus,153
D1 - D2,153
Araxilevis intermedius,153
Rancholabrean,921
baylei,154
Agnostotes orientalis,154
C2S1 beds of Caninia Zone,410
Middle varcus,155
Belemnella kasimiroviensis,156
Moutonianum,157
Yabeina globosa,158
Collignoniceras woollgari,158
Siphonodella praesulcata,160
Abadeilla huoi,160
Bathyurus granulosus/Ceraurinella nahanniensis,160
Endosporites papillatus Zone,160
J,161
Columbites parisianus,162
Salpingoporella annulata,162
Belodina confluens,674
Lejopyge armata,163
Laventan,163
Ptychagnostus punctuosus,163
Monograptus transgrediens,163
CM palynozone,163
Lueckisporites virkkiae Zone,164
Belemnellocamax mammillatus,165
Mytiloides scupini,165
Abadiella huoi,165
Freboldi,422
Weitschati,168
White Sea,168
? Maclearnoceras maclearni,168
MN 7,424
NN2,169
Alveolina dainelli,169
Casamayoran,171
Peltoceras athleta,171
Ozarkodina sagitta rhenana,172
Upper Oxfordian,172
MP 28,428
Unit 11,173
Inoceramus lingua Zone,173
Kormagnostus simplex,174
Metadoliolina lepida,174
Paratirolites kittli,174
Palmatolepis crepida,174
Chattian B,175
Polygnathus costatus costatus,175
norrisi,175
costatus,431
Mammites nodosoides,176
Foveotricolpites perforatus,176
Cycle I,176
Kockelella ortus absidata,176
Pseudagnostus vastulus-Irvingella tropica,176
Placenticeras polyopsis,177
bifrons,177
Ozarkodina sagitta sagitta,178
N8,434
parandieri,179
Goniatites maximus,180
Vedioceras ventrosulcatum,181
Glyptograptus teretiusculus,181
HCIa,181
Taveraidiscus hugii,181
Above Danville Coal (Coal #7),181
Vandenheckii,182
Cyclocrinites beds,2998
Malvacipollis diversus zone,183
Trisulcagnostus trisulcus-Saukiella,183
gronbergi,183
Psiloceras planorbis,183
Retrocostatum,184
Neoschwagerina margaritae,184
Amorphognathus ordovicicus,696
Stephanoceras humphriesianum,185
Belodina compressa,187
Saukia,188
Bimammatum,188
Pentameroides,444
Dyupetalum sp.-Hamiapollenites bullaeformis Assemblage Zone,190
Hagenowia Zone,191
oxygen isotope stage 5,191
disparilis,703
Dicranograptus clingani,193
Gansserina gansseri,705
serpentinum,961
Eumorphoceras milleri,196
Normalograptus persculptus,196
N7,196
Lepidopteris,197
Mustersan,197
Parabolina (N.) frequens argentina,198
Normalograptus persculptus Zone,199
Phragmodus undatus,455
Bioherm Beds,455
Araxoceras latissimum,200
Camaraspis,200
Olenellus,200
Montehermosan,201
Neolobites vibrayeanus,201
Neoalbaillella ornithoformis,201
ensensis,201
Bradfordensis,202
MP 22,458
NN15,203
Zigzag,204
L?,204
B,205
Podosporites amicus Zone,206
M2,462
Crepicephalus,463
Acutatagnostus acutatus,208
Ivshinagnostus ivshini-Irvingella major,209
Leymeriella tardefurcata,209
Anabarites trisulcatus,209
Elvinia,465
Hectoroceras kochi,210
antecedens,210
Sciponoceras Ammonite,466
M,211
CC25-CC26,724
ismidicus,214
Middle Volgian,1494
Polygnathus mehli,216
"Zone II, Reyrea polymorphus",217
Watinoceras Ammonite,217
Favosites Beds,217
Dicellograptus ornatus,218
Parafusulina tochigiensis,218
Lobograptus scanicus,219
Orthidiella,222
N7a-N7b,990
primitius,223
Pelekysgnathus serratusnsis,223
Amorphognathus superbus,224
Patinasporites densus Zone,224
columbianus,225
FUI,482
Irvingtonian,738
Albertella Biozone,227
NN16,229
hermanni,1253
Hysteroceras orbignyi,230
Cordatum,230
Globorotalia pusilla pusilla-Morozovella angulata - lower Globorotalia pseudomenardii,230
"Monograptus uniformis, Monograptus praehercynicus, Monograptus hercynicus, Nowakia bohemica, Paranowakia intermedia, Icriodus woschmidti woschmidti, Pedavis pesavis",233
Hoploscaphites nicolletii,233
"Beattonoceras, Acanthoceras, and Inoceramus dunveganensis",235
Lotagnostus (Eolotagnostus) scrobicularis-Jegorovaia,237
Neoalbaillella optima,493
N19,493
Ehmaniella,238
Dicellograptus complanatus,240
Oryctocephalus indicus,241
Diplograptus foliaceus,241
Serpentinum,498
Bonnia-Olenellus,243
NP 13,243
Bolaspidella,246
Discoscaphites conradi,7159
Kockelella patula,248
Parahsuum simplum assemblage-zone,248
Scutasporites sp. cf. S. unicus - Lunatisporites sp. Concurrent Range Zone,248
Nevadella,249
Belemnella kazimiroviensis,250
Cancellina nipponica,250
NP15,507
Trachyceras,252
Neoschwagerina craticulifera,508
