v_lowestBiostratigraphicZone,reps
Zone P.19,21
Saetograptus chimaera,21
R2,21
Zone à Gracilis,21
Aftonian,21
Ruichengaspis,21
Baculites clinoloabtus zone,21
minor,21
Oryctocephalus salteri,21
Sudanomocarina sinindica,21
"\""Erez Conglomerate Assemblage""",21
Dactylioceras hoelderi,21
Rancholabrean ?,21
Orthograptus spiniferus - Climacograptus pygmaeus,21
Eccentricosta jerseyensis,21
Orthograptus vesiculosus,21
Zone à Opalinum,21
Montiparus umbonoplicatus,21
Oxygen Isotope Stage 11,21
Sebekian; Silsilian,21
Yabeina archaica,21
Bouxwiller level,21
communis,21
Tf 1 Zone,21
Taihungshania miqueli,21
Amorphognathus ordovicus,21
Mufushania-Holocephalina,21
Lower and Middle Nothofagus asperus,21
micrornatus-newportensis spore biozone,21
Capnodoce zone,21
H. nemoralis zone,21
Plesiacanthoceras wyomingense,21
Baltograptus minutus,21
Eumorphoceras,21
Chasicoan,21
Glyptophiceras sinuatum,21
crepida to marginifera,21
Scaphites whitfieldi,21
Neoschwagerina schuberti,21
Dumortieria levesquei Zone,21
Tb,21
Internispinosum,21
Androgynoceras capricornis Zone,21
Mesolobus,21
Psigraptus jacksoni,21
Cyrtograptus lundgreni graptolite Biozone,21
cordatum,277
Stenotheca drepanoida,277
Puercan,533
perneri-opimus,22
Baculites subanceps,22
Zone No. II. Aptian,22
Amphipyndax pseudoconulus,22
Cannel Coal,22
Amaltheus Zone,22
Neorbitolinopsis conulus,22
NP 18,22
sciponoceras Ammonite,22
MN9,22
St. Louis,22
Spirillicyathus tenuis,22
Neogondolella timorensis,22
Pt. amorphognathodus,22
Zone à Margaritatus,22
Vascoceras proprium/V. obesum,22
Pseudofusulina kraffti,22
Eoprotrachyceras curionii,22
serotinus to patulus,22
Lystrosaurus Assemblage,22
Tomagnostus fissus / Paradoxides sacheri,22
"Pseudocybele nasuta Zone, Horizon NM3",22
Barstovian or Blancan,22
Zone NP 22,22
"UAZ5-8 of Jud, 1994",22
"Blancan, late or Irvingtonian, early",22
Chetaites chetae,22
Complexiopollis,22
Kaimenella reticulata,22
H. helvetica & W. archaeocretacea,22
Hoploscaphites nicolletii | Hoploscaphites nebrascensis zone,22
Metapolygnathus communisti,22
Zone NP16,22
Maladioidella,22
Zone à Discus ; Sous-zone à Hollandi,22
Scapanorhynchus texanus,22
Lituigraptus convolutus,22
Monograptus convolutus,22
Crepicephalina,22
Base of the MN 5 level,22
Coronatum,22
Pseudomonotis,22
"Didymoceras cheyennense zone, probably",22
Zone NP 17,22
Miltoceras chilcaense,22
PALEO_MN 11,22
Daixina asiatica,22
Geniculograptus pygmaeus,22
Irvingtonian; Early,22
Isograptus,22
"Te, 5  Zone",22
Pararaia tatei,278
N20r,534
"""Pinturan""",23
"C Zone, C6 Subzone",23
Blacksforkian,23
Kashmirites kapila,23
Monotis ochotica,23
Cephalopyge notabilis,23
Phimopollenites pannosus,23
Isograptus caduceus,23
Pseudoamplexograptus distichus,23
Monograptus fragmentalis,23
Gredleri,23
Mortoniceras inflatum Zone,23
"Harpoceras falciferum Zone, Harpoceras falciferum Subzone",23
Monograptus acinaces graptolite Biozone,23
early hassi,23
Rasettia magna,23
Olenellus Zone,23
Tylocidaris brannichi Zone,23
Baculites scotti | Didymoceras nebrascense zone,23
strigatus,23
Nuculana producta/Inoceramus regularis,23
Mytiloides subhercynicus,23
Flemingites bhargavai,23
Tropaeum bowerbanki Zone,23
Hildoceratides,23
Acrospirifera kobehana,23
Clarendonian or early Hemphillian,23
Zone N.18,23
R1c - R2a,23
N17,23
Millerella,23
N18 Zone,23
MN 10,23
Arnsbergites gracilis,23
Aldanaspis-Lejopyge laevigata,23
Mesohimavatites columbianus,23
Wordieoceras decipiens,23
Tetragraptus akzharensis,23
Tiffanian,23
"? ultimus, lower tripapillatus-spicula spore zone",23
Paraceratites trinodosus,23
Exogyra ponderosa,23
Orellan ?,23
Chalaroschwagerina solita,23
Cardioceras cordatum Zone,279
Orbitolina duranddelgai,24
Karpinskia vagranensis,24
Hoploscaphites melloi zone,24
Lophodesella,24
Schopeni,24
Emsian,24
Carinaknightina baloghi,24
Zone à Rhotomagense,24
noduliferus-bollandensis,24
Procolumbites,24
N21 Zone,24
Riochican,24
Dicellograptus complexus,24
Metoicoceras mosbyense zone,24
R1,24
Pseudoglyptagnostus clavatus-Sinoproceratopyge kiangshanensis,24
E2a2-beta,24
Protriticites ovatus,24
Seussi,24
Lepidolina shiraiwensis,24
Procerites progracilis,24
Horizon Ys,24
Dhrumaites,24
middle praesulcata,24
boissieri,24
Lissieu reference level,24
base of the MN 5 level,24
"Uptonia jamesoni Zone, Polymorphites polymorphus Subzone",24
C4,24
Globorotalia crassata/Truncorotaloides topilensis Zone,24
U.A.Z. 3–4,24
Priceaspis guppyi,24
Didymoceras cheyennense,24
Leiopyge laevigata,24
Protriticites pseudomontiparus,24
Protolenus,24
Oandu Horizon,24
Faunal Zone A,24
Pravitoceras sigmoidale,24
Judomia,24
Ashgill Shelly Zone 3,24
Burdigalian,24
macrolobatus,24
Saracenaria mackini zonule,24
Transcaucasathyris araxensis,24
Zone NP21-22,24
Palmatolepis trachytera,24
Tf,24
Protopliomerella contracta - Pseudocybele nasuta,24
"Echioceras raricostatum Zone, Crucilobiceras densinodulum Subzone",24
Colonograptus ludensis,24
Micraster testudinarium Zone,24
"Anetoceras hunsrueckianus Zone, Hans sequence",24
Emanuelaspis teicherti,24
Douvilleiceras mammillatum,280
Guembelites jandianus,25
Planula,25
Changshania,25
Didymoceras donezianum (Kg3),25
"Nowakia elegans, Nowakia cancellata",25
Ypresian,25
Jason,25
Goniatites eganensis,25
E2a3,25
Goniatites multiliratus,25
Lenotropites caurus,25
Pachydiscus ultimus,25
Hunnegraptus copiosus,25
Leiostegium-Kainella,25
Series 2,25
PALEO_MN9,25
Poriagraulos,25
Euzet (MP 17),25
Ictidosauria,25
"B Zone, B1 Subzone",25
Inoceramus labiatus,25
Icriodella inconstans,25
Exiteloceras jennyi zone,25
Zone NN11,25
NN15 Zone,25
Sebilian; Menchian; Silsilian,25
MP 30,25
"H Zone, H2 Subzone, Homoceratoides prereticulatus Bullion",25
Testograptus testis,25
Zone à Discus,25
Silberlingeria,25
NN 7 Zone,25
Meneghinii,25
nannofossil zone PN1,25
Euflemingites romunderi,25
Acarinina pentacamerata Zone,25
La Débruge (certainly MP 18 level),25
Shelly Zone 5,25
Acanthoceras jukesbrownei,25
MP 8+9,25
Wairakiella rostrata,25
Agnostus inexpectans-Proceratopyge protracta,25
Kamerunoceras turoniense,25
Algovianum,25
"Euhoplites loricatus Zone, Anahoplites intermedius Subzone",25
Spinachitina fossensis,25
Zone NN.15,25
Cypridea alta formosa,25
Stictopora minima,25
Flemingites rursiradiatus,281
Pampean,26
Parafusulina kaerimizensis,26
Hebellum minutum,26
crickmayi,26
middle varcus - upper hermanni,26
"Nowakia zlichovensis, Nowakia paecursor, Polygnathus debiscens, and Polygnathus gronbergi",26
Zone N.6,26
Sebilian; Sebekian,26
MN 16,26
Zone à Retrocostatum,26
Chester,26
Rancholabrean or Irvingtonian,26
H. helvetica,26
Watinoceras coloradoense,26
Rhaptagnostus ciliensis-Onchonotellus cf. kuruktagensis,26
MN4,26
Costispirifer,26
Obtusum-Ibex (Davoei),26
"Hoplites dentatus  Zone, Hoplites spathi Subzone",26
Budurovignathus mungoensis,26
ENCRINURASPIS BEAUMONTI Zone,26
NM palynozone,26
Euxinus Zone-Occitanica Zone,26
Clioscaphites choteauensis,26
upper Epigondolella triangularis,26
Gnathodus semiglaber - Polygnathus communis,26
NM Palynozone,26
linnaei,26
lower - middle varcus,26
Deshayesites forbesi,26
pseudocordata,26
Cynognathus Assemblage Zone Subzone A,26
Neoendothyra permica,26
Uquian,26
Schloenbachia varians,26
communisti,26
Triticites komansuensis-T. procerulus,26
Redlichia (Pteroredlichia) chinensis,26
Eilenberg Horizon,26
Banwell Bone Cave mammal assemblage-zone,26
siluricus,26
MP10,26
Euhoploceras tuberculatum,26
MP 20-21,26
Dokidocyathus lenaicus - Majatheca tumefacta,26
Glyptagnostus stolidotus,282
Albertella,282
middle varcus,3098
Or1,27
Siphonodella sulcata,27
Can Polygnathus pireneae,27
hagei,27
Hyperlioceras discites,27
Rohillites omanensis,27
Belemnella sumensis,27
Zone N.19/20,27
Epicheloniceras martini,27
Nostoceras hetonaiense,27
Didymograptus protobifidus,27
Palmatolepis rhomboidea,27
Exogyra overwegi,27
L. densiporata Zone of Kozur and Mostler (1994),27
Ephedripites ambiguus-Ephedripites multicostatus-Foveotricolpites giganteus- Foveotricolpites gigantoreticulatus,27
"UC8 Biozone, b Biosubzone",27
P22,27
micrornatus-newportensis,27
SBZ21,27
Coosella,27
Tetragraptus phyllograptoides,27
Brasilia bradfordensis Zone,27
Dufrenoyia furcata,27
Paraspirifer acuminatus,27
M. belophorus,27
NN19,27
Amaltheus margaritatus Zone,27
lundgreni-testis,27
amoenum,27
Anatropites,27
Zone P.16,27
Bifrons,27
Haugia variabilis Zone,27
Eoplacognathus pseudoplanus,27
Glyptograptus teretuisculus,27
Fusulina Zone,27
"H Homoceras Zone, H2b Homoceras undulatum Subzone, Homoceras undulatum Bullion",27
Cephalopyge notabilis (lower portion),27
Arietites bucklandi,283
Tylocidaris vexillifera Zone,28
Spinachitina oulebsiri,28
late rhenana,28
Belemnella lanceolata,28
Between the Bouxwiller and the Lissieu Levels,28
upper ensensis zone,28
Brewericeras huluense,28
Zone à Mantelli,28
Notostrophia zealandicus,28
Sangamonian,28
Anticostia teres,28
Calpionellopsis Zone,28
Callavia,28
"Hemphillian, Late",28
Irvingtonian ?,28
laticostatus,28
Marginirugus barringtonensis,28
Pectinatites pectinatus Zone,28
ploeckensis,28
Zone N.7,28
Early falsiovalis,28
crispus,28
Megapalaeolenus,28
Prionocyclus macombi,28
Vascoceras cauvini,28
Lenodus crassu,28
Suessi,28
Globorotalia acuta/ G. velascoensis Zone,28
Zone P. 12,28
Quadratia,28
Drepanura-Liostracina,28
NP17,28
Micraster breviporus,28
Coptospora paradoxa,28
Hercochitina normalis,28
Yabeina elongata,28
Diplograptus vulgatus,28
"C Zone, C3 Subzone",28
CN4-CN5a,29
Kockelella ranuliformis,29
Ancyrodelloides delta - Pedavis pesavis,29
Eoparafusulina pseudosimplex,29
E. coronatum Zone,29
"Cycle IV, V",29
"Cycles V, VI",29
Didymograptus murchisoni Zone,29
Euxinus,29
celloni,29
Appendispinograptus supernus,29
OIS 13,29
Pooleville Echinoderm Zone,29
Preflorianites-Kashmirites beds,29
Irvingella norilica,29
Lethamia concava,29
"Polygnathus costatus partitus, Tortodus kockelianus australis, Nowakia sulcata, Nowakia pumilio",29
Lejopyge acantha,29
Cyathaxonia,29
Pterospathodus pennatus procerus,29
Polyptychites stubendorffi,29
Eoplacognathus suecicus,29
Ronzon reference level,29
Malayites paulckei,29
Pseudoschwagerina,29
Bilinguites metabilinguis,29
Endosiphonites muensteri,29
Stringocephalus,29
"Te, 5",29
Ensigraptus caudatus,29
Tropidostoma Assemblage Zone,29
Cardioceras tenuiserratum,29
atavus - acinaces,541
Hangchungolithus primitivus,30
Neocardioceras juddii,30
"Silicarmiger italicus Zone; Kozur and Mostler, 1994",30
Nowakia sulcata,30
N19/20  Zone,30
Spinomartinia spinosa,30
Ostrea sellaeformis,30
Macrocephalites macrocephalus,30
"Oxynoticeras oxynotum Zone, Oxynoticeras oxynotum Subzone",30
Paratexanites serratomarginatus,30
Delphinites (Pseudogarnieria) undulatoplicatilis,30
Spirograptus turriculatus,30
Cubitostrea lisbonensis/Santeelampas oviformis,30
Hybonotum Zone-Occitanica Zone,30
MALF1,30
Aulacostephanus autissiodorensis,30
Delgadella anabara,30
Shantungaspis,30
Gephyrocapsa,30
Armenina-Misellina ovalis,30
Bergeroniellus gurarii,30
Yaojiayuella,30
"Gyroceratites gracilis, Nowakia holynensis",30
Bathyurus granulosus,30
Monoclimacis arcuata,30
Baculites grandis | Baculites clinolobatus zone,30
Globorotalia pseudomenardii,30
Vascoceras cauvini - Rubroceras alatum,30
Janaija praelonga,30
early duplicata,30
Peligran,30
bouceki/bandeletovi zone,30
Fallauxi,30
Crybelosporites striatus,30
Pseudoceltites multiplicatus,30
Tropites dilleri,30
Baculites baculus zone,286
Proagnostus bulbus,286
P. quadripunctata,286
Deshayesites deshayesi,31
Upper Lagenidae,31
Sagenites quinquepunctatus,31
Tulites tuwaiqensis,31
Zone N 21,31
Alibashites mojsisovicsi,31
MN 13,31
"Douvilleiceras mammillatum Zone, Douvilleiceras monile Subzone",31
middle crepida,31
"Mortoniceras inflatum Zone, Hysteroceras orbigny Subzone",31
Globigerapsis semi-involuta Zone,31
Zone à Transversarium ; Sous-zone à Rotoides,31
Scaphonyx-Exaeretodon-Herrerasaurus,31
Tollia payeri,31
Aspidoceras longispinus,31
Colaniella parva,31
N18-N19,31
early crepida,31
Delotaxis fauna,31
Crespedites taimyrensis,31
Hoploscaphites nicolletii zone,31
Rasenia cymodoce Subzone,31
Whittakerites planatus,31
NP 21,31
Between the Bouxwiller and the Lissieu levels,31
Flemingites flemingianus,31
Bed #8,31
Belemnella lanceolata (Md1),31
Clioscaphites vermiformis | Clioscaphites novimexicanus zone,31
"Cardioceras cordatum Zone, bukowskii Subzone",31
Saukiella serotina,31
Orthograptus fastigatus,31
NP25,31
Pachydiscus riccardi,31
lower Epigondolella multidentata,31
Tanuchitina bergstroemi - Conochitina rugata,31
Forresteria petrocoriensis,31
Pseudolioceras mclintocki,31
Saintaugustinean,287
T. kretaensis rad. zone,287
MOELLERINA GREENEI,32
Belemnella casimirovensis Zone,32
Sagenites reticulatus - Vandaites sturzenbaumi,32
perneri-opimus (Graptolite),32
Didymograptus hirundo - Didymograptus bifidus,32
Deshayesites deshayesi Zone,32
Kamptoclymenia endogona,32
Clioscaphites zone,32
Striatifera,32
Agnostotes clavatus-Irvingella perfecta,32
Palmatolepis marginifera,32
Horizon Jds,32
Gymnotoceras rotelliformis,32
Nucula chargensis/Venericardia libyca,32
Symphysurina,32
Palmatolepsis rhenana,32
Ancyrognathus triangularis Conodont Zone,32
Hypagnostus brevifrons-Phoidagnostus bituberculatus,32
Misellina (Misellina) parvicostata,32
dilleri,32
Bathyurus ulu,32
Otoites sauzei,32
Cedaria Zone,32
Arikareean; Late,32
Corynexochus plumula-Sinoproceratopyge cf. kiangshanensis,32
"P Goniatite Zone, P2b Goniatite Subzone",32
Early Irvingtonian,32
Transition,32
Reuscholithus reuschi Zone,32
Inyoites beaverensis,32
Oulodus? nathani,32
Eodilldymelle pulchra,32
Gnathodus girtyi collinsoni,32
Stimulograptus sedgwickii/Cyrtograptus insectus,32
Horizon 11,32
hermanni - disparilis,32
Wasatchites distractus,32
Megistaspis limbata,288
Wa-0,288
Asteroceras obtusum,33
Megistaspis simon,33
Hercochitina crickmayi,33
Retrocostatum Zone,33
Craspedites okensis,33
Palmatolepis falsiovalis,33
Silberlingites mulleri,33
Exigraptus Zone,33
Bailiella-Lioparia,33
C,33
Metophiceras subdemissum,33
early rhomboidea,33
Tsinania-Ptychaspis,33
Shelly Zone 3,33
Daixina crispa,33
transitans,33
Chalaroschwagerina vulgaris,33
Belemnella junior,33
Pleuroacanthitoides,33
praecordatum Subzone,33
rhenanus/varcus - ansatus,33
Hectoroceras,33
striatus,33
Ozarkodina remscheidensis,33
kindlei,33
Ozarkodina? crassa,33
Betraccium deweveri,33
Epipeltoceras bimammatum,33
Eopolydiexodina,33
chischa,33
Polygnathus dehiscens,33
Londinia kiesowi,33
Rossaspis superciliosa,33
Eoconodontus-Cordylodus proavus,33
Boreohungarites kharaulakhensis,33
Blancan ?,33
Hintzeia celsaora - Protopliomerella contracta,33
Gymnotoceras rotelliforme,33
Ozarkodina strena,33
Baculites grandis zone ?,33
MP6,34
MN 14,34
Polygnathus ensensis,34
Pleoroceras spinatum,34
Baculites eliasi | Baculites grandis zone,34
Pseudofusulina moelleri,34
Malarguensis,34
P3b,34
Strictopora mutabilis,34
Ammonites (Graysonites wooldrigei and Stoliczkaia amanai),34
Kochella crassa,34
Clarkina yini,34
Pictonia baylei zone,34
P. gibbus - P. punctuosus,34
Gastrioceras branneri,34
Tulites,34
Schloetheimia angulata Zone,34
Quasifusulinoides quasifusulinoides-Protriticites ovatus,34
cordilleranus,34
Glyptograptus teretiusculus Zone,34
Erymnoceras coronatum,34
MP 26,34
early crenulata,34
close to Escamps or Montmartre levels,34
Cheloniceras martinioides Zone,34
"Asterolepis zone, DM4",34
Stictoporella angularis,34
Globoratalia miocenica,34
Cordylodus angulatus,34
Nigericeras gadeni,34
Zone à Transversarium ; Sous-zone à Parandieri,34
hemiansatus- varcus,34
Echinoderm Zone,34
Ceraurinella necra,34
Aalensis,290
Ozarkodina sagitta,35
CP12a,35
Qiaotouaspis,35
MP8 + 9,35
L. balmei and New Zealand PM3 zones,35
Dicanthopyge,35
Oppelia (Oxycerites) orbis Zone,35
Zone 6,35
upper hermanni,35
Offaster pilula,35
Banwell Bone Cave M. A. Z. (OIS SubStage 5a),35
Bidentatus,35
Abichites stoyanowi,35
Adetognathus unicornis,35
nodosus,35
Sonninia sowerbyi,35
Hedenstroemia hedenstroemi,35
rhomboidea,35
Eoconodontus,35
romunderi,35
Ludwigia murchisonae Zone,35
Eupachydiscus isculensis,35
Abathomphalus mayaroensis,35
Baculites compressus,35
Anasibirites kingianus,35
"B Zone, B3 Subzone, Kunda Horizon",35
Horizon Jdd,36
Scpahites ventricosus zone,36
Amaltheus margaritatus,36
falsiovalis,36
N8 Zone,36
Leiagnostus cf. bexelli-Archaeuloma taoyuanense,36
Garanti,36
Taihungshania migueli,36
Pseudononosaria obconica,36
early rhenana,36
Leiostegium constrictum-Shenjiawania brevica,36
Mimetus,36
Zone à Spinatum,36
Araneograptus murrayi,36
ascensus-acuminatus,36
Streptognathodus vitali,36
Monograptus cyphus,36
Haeckelicyrtium breviora,36
Baculites compressus zone ?,36
Zone à Ibex,36
Lilloettia steinmanni,36
Pressulus,36
Polygnathus styriacus,36
Clarkina tulongensis-planata,36
Dicranograptus Shales,36
Tomiopsis-Attenuatella,36
Schmidtiellus mickwitzi or Holmia inusitata,36
Micraster coranguinum,36
Dorsoplanites maximus,36
cristatus ectypus,36
Taimyrosphinctes excentricus,36
Tc,36
Lower Kockelella walliseri,36
late marginifera,36
Hysteroceras varicosum,36
HCIIa,292
Choffaticeras segne,37
Psephosthenaspis glabior,37
Zone à Transversarium ; Sous-zone à Luciaeformis,37
Schizophoria iowensis,37
Fanninoceras fannini,37
Fallotaspis,37
T. testis,37
Ponticeras domanicense,37
Gravesia gigas,37
"Hildoceras bifrons Zone, Catacoeloceras crassum Subzone",37
Peichiashania secunda - Prochuangia glabella Assemblage Zone,37
Clydoniceras discus Zone,37
Paraschwagerina sp.,37
Horizon Yz3-2,37
MN12,37
Pelagiella madianensis,37
"Gravolis zone, probably",37
Sinosachites flabelliformis–Tannuolina zhangwentangi,37
Daptocephalus Assemblage Zone,37
NP 9,37
Bathyurus mackenziensis,37
M. transgrediens,37
Clioscaphites saxitonianus,37
Idiognathodus eudoraensis,37
Protriticites ovatus-Quasifusulinoides quasifusulinoides,37
Seminula Coral-Brachiopod Zone (S),37
"Zone à Bimammatum ; Sous-zone à ""Berrense""",37
Beedeina novamexicana,37
Palmatolepis hassi,37
Zone N.17,37
Stolleyites tenuis,37
Platynota,37
Pa. crepida,37
5a,37
dengleri,37
upper Palmatolepis crepida,37
"Tragophylloceras ibex Zone, Acanthopleuroceras valdani Subzone",293
Imerites giraudi,38
Annulata,38
Probilacunaspis nasalis-Peichiashania hunanensis,38
Triphyllopteris,38
Zone 4,38
Dictyomitra multicostata,38
Afropollis jardinus/Elaterosporites klaszii,38
Mictosaukia,38
Patagoniense,38
Asaphelina barroisi/ Taihungshania migueli,38
middle - upper varcus,38
Priceaspis oepiki - Priceaspis rochei,38
Zone N.8,38
Barytichisma (coral),38
Paraentactinia nakatsugawaensis,38
early falsiovalis,38
upper Epigondolella multidentata,38
Fusulinella bocki,38
Epigondolella postera,38
O,38
Palmatolepis transitans,38
Aulacostephanus pseudomutabilis,38
Ceraurinella longispina,38
Cymodoce,38
Palmatoleis marginifera,38
Clarendonian ?,38
Faunal Zone B,38
Arnioceras semicostatum,294
Chadronian,2598
OSM F,39
Mucronaspis mucronata,39
Acastella elsana,39
expansa,39
koenigi Zone,39
F,39
Fanninoceras,39
Pseudaspidoceras flexuosum,39
maclearni,39
Protosalvinia,39
Clioscaphites vermiformis and Clioscaphites choteauensis Zone,39
Euzet Level,39
Little Coal,39
F5,39
Micromphalites,39
Strictopora minima,39
partitus,39
Ceraurus gabrielsi,39
Acaroceras-Antacaroceras,39
Eumorphoceras aff. pseudobilingue marine band,39
Triplicatus,39
"""Canteran""",39
Subfurcatum,39
triangularis,39
lower disparilis,39
Acanthoceras rhotomagense Zone,39
Kunae,39
middle-upper varcus,39
Huayquerian,295
MP 13,295
Protacanthodiscus andreaei,40
Ophiceras commune,40
Stimulograptus sedgwickii,40
"Irvingtonian, Early",40
Lostcabinian,40
Missisquoia,40
Passage beds,40
Agnostotes clavatus-Irvingella angustilimbata,40
Marmorea Zone,40
Miogypsina-Soriitidae,40
poseidon,40
Hintzeia celsaora / Protopliomerella contracta,40
Demonense,40
Pseudoparalegoceras kesslerense,40
Helvetoglobotruncana helvetica,40
Cribrohantkenina danvillensis Zone,40
Hamarodus europaeus,40
Psiloceras calliphyllum,40
Discites,40
Ozarkodina snajdri - Ozarkodina crispa,40
"Rancholabrean, Early",40
Cardioceras cordatum,296
Polygnathus costatus partitus,41
early marginifera,41
Ta1,41
Coilopoceras requienianum,41
N17 Zone,41
Insigne,41
Timber Lake fauna,41
Hudsonoceras proteum,41
Changia,41
Baculites baculus | Hoploscaphites birkelundae zone,41
shoshonensis,41
Coral Zone H,41
lower subterminus,41
Shevyrevites shevyrevi,41
Crinoid - Pisocrinus Beds,41
Grambergia taimyrensis,41
Afropollis jardinus/Afropollis kahramarensis,41
Baculites clinolobatus zone,41
Climacograptus cyphus,41
Anasibirites multiformis,41
Distomodus staurognathoides,41
MN6,41
Neoschwagerina,41
Hybonotum,41
Hoploscaphites nebrascensis zone,41
Conochitina scabra,41
Globigerina daubjergensis/ Globorotalia compressa Zone,41
Cycle IV,41
L-0 10 subunit,41
Owenites koeneni,297
Whiteavesi,297
Glyptograptus persculptus,42
Acanthoceras amphibolum,42
Ronzon Level,42
"D Coral-Brachiopod Zone (Dibunophyllum), D1 Coral-Brachiopod Subzone",42
Nicomedites osmani,42
Amoeboceras alteruaus Zone,42
MN 11,42
Oulodus nathani,42
FU0,42
bukowskii,42
Hodsoni Zone,42
Fusulina haworthi,42
Humphriesianum,42
Monograptus belophorus,42
G. oligocaenica Zone,42
"C Coral-Brachiopod Zone (Caninia), C1 Coral-Brachiopod Subzone",42
Maltonense-Tenuiserratum,42
Escamps Level,42
Aspinctites tenuiplicatus Zone,42
Speciosum,42
Emaciatum,42
Alsatites liasicus,42
Urdyceras tulongensis,42
Palmatolepis jamiae,42
Cedaria (Middle Cedaria subzone),42
Tmetoceras scissum,42
Globigerinatella insueta,42
Hoplites interruptus Zone,298
Nostoceras pozaryskii (Kg4),43
pesavis,43
Lopha villei,43
Nemagraptus,43
? Glossopleura,43
Yellow pebble baculites above top  of Baculites reesidei,43
"Cynognathus Assemblage Zone, Subzone B",43
Thambites planus,43
Eolotagnostus,43
Eognathodus sulcatus sulcatus,43
Climacograptus clingani - Pleurograptus linearis,43
Zone P.3,43
Baculites sp.,43
varcus,43
Amorphognathus tvaerensis,43
"Cycles III, IV",43
Tinguirirican,43
Paraplethopeltis,43
about the same level than Robiac,43
Sigiloceras enodatum (S. calloviense) - Kosmoceras phaeinum (Peltoceras athleta),43
Andidiscus behrendseni,44
Marsupites testudinarium Zone,44
Achanarras band,44
Demirastrites triangulatus,44
eiflius-kockelianus,44
linguiformis,44
Klapperina disparilis,44
Cistecephalus Assemblage,44
Gauthiericeras margae,44
mineralense,44
late triangularis,44
Wa3,44
Acadoparadoxides mureroensis,44
Globotruncana ventricosa,44
Acrospirifer kobehana,44
Kunae (basal),44
Plagiura - Poliella,44
"Baculites compressus, B. cuneatus Zone",44
Cynognathus subzone B,44
Monograptus angustidens,44
M3,44
Avalon,44
Beattonoceras,44
"P Goniatite Zone, P2c Goniatite Subzone",44
N13,44
Polygnathus inversus,44
"Irvingtonian, Late; Rancholabrean, Early",44
NP 16,44
Neocolumbites insignis,44
Zone à Coronatum,44
Temnoptychites insolutus,44
"D. concavata, M. schneegansi, H. helvetica, & W. archaeocretacea",44
PL miospore,44
Zone III (Apt.-Alb.),300
Plectodina tenuis,300
Tagmersheimense,45
Eodindymene pulchra,45
CN5a,45
Psephosthenaspis nasuta,45
Sunaspis-Sunaspidella,45
"C Zone, C3a Subzone",45
Didymoceras stevensoni,45
MN-7,45
NP 16-17,45
M. colonus,45
P3a,45
N17-18,45
Lopha pomeli,45
Laeviuscula,45
Vimineus,45
Didymograptus murchisoni,45
planula,45
Parvikirkbya fueloepi,45
E2a2-alpha,45
Kockelella ortus ortus,45
Zone P.4,45
Didymoceras cheyennense zone,301
Fusulinella,46
Elvnia,46
Clarendnian,46
Echioceras raricostatum Zone,46
Escamps level,46
dawsoni,46
Hecticoceras retrocostatum zone,46
Goniatites,46
Trinodosus,46
Stricklandia lens typica,46
Eoredlichia- Wutingaspis,46
E2b,46
Calodiscus-Erbiella,46
Baltoniodus gerdae,46
Dumortieria meneghinii,46
Scaphites ventricosus,46
Harpoceras falciferum,558
ZONE I + II,47
Scaphites depressus,47
Paraglobonilus subglobosus–Purella squamulosa,47
Mortoniceras (Subschloenbachia) rostratum,47
Indigirites krugi,47
Palmatolepis linguiformis,47
Hormosina ovulum,47
Tangyagraptus typicus,47
Te,47
Palatinum,47
Nematograptus gracilis,47
Mortoniceras pricei,47
Morozovella uncinata and Subbotina trinidadensis,47
Kockelella cf. sardoa,47
"NP24, NP25",47
Orbitolina (Orbitolina) concava,47
Keyserlingites subrobustus,47
Monograptus fritschi linearis,47
Turborotalia cerroazulensis,47
Schmidtognathus hermanni Conodont Zone,47
deleeni,47
Oepikodus evae,47
La Débruge level,47
Classopollis brasiliensis,47
NP3,303
Upper Lygistepollenites balmei,48
Gerhardtia sartousiana,48
Cynognathus subzone C,48
Rancholabrean; Wisconsinan; Middle,48
Acastella tiro,48
Anikinski Horizon,48
Tb Zone,48
Ellipsocephaloides,48
Isarcicella isarcica,48
Ostrea lunata Zone,48
rutherfordi,48
Harpoceras falciferum Zone,48
Reichelina media,48
Wutingaspis-Eoredlichia,48
P0-P1a,48
Hindeodus parvus,304
MP17,560
Deseadan,1584
Clarkina leveni,49
Oxytropidoceras roissyanum,49
Micracanthoceras microcanthum,49
Eokochaspis nodosa,49
M11,49
late rhomboidea,49
Porosononion granosum,49
Aulacostephanus eudoxus,49
Eodindymene oulchra,49
Fengshanites/Prohungarites,49
Coal Measures,49
Sphaeroschwagerina,49
Schwagerina yunnanensis,49
"Te, 2 Zone",49
Hypselocyclum,49
Scaphiferous zone,49
Pseudodunbarula arpaensis,49
Belemnitella mucronata,49
MP 18,49
NP13,305
Plicatilis,305
Discoscaphites iris,817
Nordiceras timanicum,50
Zone à Bifrons,50
"E Zone, E1 Subzone, Chaetetes Band",50
Solidum,50
Actinocamane quadratus Zone,50
Manticoceras lyaiolense,50
C2S1,50
Energy Shale Member,50
Niortense,50
Ronzon level,50
Tennesseean,50
Beedeina leei,50
Nowakia richteri,50
Dicynodon Assemblage,50
Citrinoides paraozawai,50
Ischadites iowensis,51
Parahsuum grande assemblage-zone,51
Borelis schlumbergeri,51
Elegans,51
upper subterminus,51
