v_member,reps
Engenhoamparo Mbr,1
Tiawah Mbr,1
Porto Novo-Amoreira,1
"M6 (Tsuchida & Hirano, 1995)",1
Terrake Sp,1
Lias Epsilon II/12,1
Cinder Member,1
Aveley Sands and Silts Member,1
POOLE CREEK MBR,1
Littig Member,1
UTOPIA LIMESTONE,1
Hagan Mbr,1
Mineral Wells Mbr,1
Morrocoyal,1
Unit 2 or 19,1
Mojizawa Mbr,1
St. Hilaire,1
bed 8,1
Ls+Marl Beds,1
Turtle Cove Mbr,1
bridge creek mbr,1
Unit 25,1
Momiyama Ss Mbr,1
Heebner Mbr.,1
Lymnaea Limestone,1
Orsted dal,1
Kanwaka Shale,1
RICH MEMBER,1
Laurel Ls Mbr,1
Hoshiwara Member,1
Sandige Pflanzenschiefer,1
SADDLE CREEK LIMESTONE MEMBER,1
Bellefonte Mbr.,1
Pastoria Sand,1
Kusel Mbr,1
"Division B1 of King, 1981",1
BLUFFPORT MARL,1
Lower White Limestone,1
Upper Marietta Sandstone,1
Black Beds,1
Track Sh Mbr,1
Sables de Cuise (sensu stricto) (Member),1
"Tuluga Mbr, Lower",1
Morgan Creek,1
Cape Arkhangelos Calcarenite,1
Chiushukou,1
Acantilados I,1
Opponitzer Limestone,1
Putnam Hill sh. and ls.,1
Limbata Member,1
O Shale,1
Longcarrow Cove Tuff Beds,1
Lower Umpqua,1
Silver Creek Member,1
Hempstead beds,1
Rocky Mound Ls Mbr,1
Muehlenberg Beds (M. Eifel.),1
Kirton Limestone,1
Cordell Mbr,1
Las Juntas Shale,1
Excello Mbr.,1
Calcitic Shale Mbr,1
LOWER MEMBER,1
Yegua-Creola Beds,1
Marble Hill Member,1
WASHAKIE,1
Upper Ratingen,1
Stratford Mbr.,1
Bed 11 ?,1
Sawyer Ls Mbr,1
Minmi,1
Kalksteen van Vijlen,1
My9,1
Unit 2 or 17,1
11 Keuper,1
MCMICKEN MEMBER,1
Petrkovice Beds,1
HOMER LS MBR,1
E Vein,1
Plenus Marls,1
Ibole/Kiloleli,1
"ROCKPORT LS, LOWER",1
Plenus Marl,1
Grant Lake Mbr,1
La Salle Limestone Member,1
C2 Mbr,1
B12,1
Gothen Limestone,1
Edwardsville Mbr,1
Holbrook Mbr.,1
COCONINO SS,1
Wildcat Creek Shale,1
Huangcunba,1
Rock Grove Mbr.,1
Darien Member,1
Burgsvik Sandstone,1
"(Cordium bed, Cultellas bed)",1
MST,1
Pipeline Shale,1
Upper Schrattenkalk,1
Pfeifer (Fencepost Bed)/Fairport,1
Dunkinsville Mbr.,1
Dublin Mbr.,1
Pontedo shales,1
Shale about 1' below Upper Deer Creek,1
Upper Burlington chert,1
Becscie zone 3-4,1
Motol,1
REN-CUN (JEN-TSUN),1
Cybele Member,1
Cedar Rapids Member,1
Jupiter zone 5-6,1
Barrington Member,1
Bothriolepis cellulosa Marl,1
Lias Epsilon II/10,1
LOGAN QUARRY SHALE,1
division 2,1
Fukuura tuff Member,1
Glitrefjellet,1
Cotswold Cephalopod Bed Member,1
Harpagodes Marl/Middle,1
Gelaoho Member,1
Äigu,1
Esopus Sh Mbr,1
Spring Branch Mbr,1
TULLOS MEMBER,1
Kalkberg,1
Coosa shale (Wilmarth B896),1
Bostwick Ls Mbr,1
sandstone clay,1
Ocama Mbr,1
Moss Back Mbr,1
Tuff F,1
Canoas Mbr,1
Brady Canyon,1
upper tuffaceous siltstone,1
Killik Tongue,1
Leray Mbr,1
Montoya,1
Valle de Las Focas,1
Windy Gap,1
Warford,1
Lower Hard Shale,1
Hensell Sand Mbr,1
Undiff. Upper part,1
Nanan Limestone Member,1
Branch Canyon Mbr,1
Folkstone Member,1
Homevale Beds,1
Ivan Limestone,1
Upper Chasmops Beds,1
Denmark,1
Chaffin Ls Mbr,1
Long Park Tongue Member,1
Fuganji Mudstone Member,1
Hosta Tongue,1
Upper John Day,1
Jones Point Sh,1
Dashner Ls Mbr,1
Group 3,1
Tomita,1
Zone 8,1
Lone Oak Limestone Lentil,1
Hygiene Ss Mbr,1
Tasugoroshideigan,1
Táchira Chert,1
unit FIV,1
Grey Bed,1
UPPER UNNAMED MBR,1
Oudeberg Member,1
Beutenaken,1
Local Zone B,1
"Whitewater Mbr., top of",1
Collingwood Shale Member,1
Sedwick Ls Mbr,1
Cynturia Mbr,1
Maysville,1
Upper Marjum Formation,1
MEADVILLE LS,1
Goathaunt Mbr,1
Saint Joe Mbr,1
Short Creek Mbr,1
Miembro LS-9,1
Arnoldsburg ls.,1
Lester Limestone,1
Sunbury shale,1
Steele Shale,1
Unga Conglomerate Mbr,1
Wettingen,1
Ning-jia-shan Mbr,1
Stony Gap Ss Mbr,1
GLENCOE MEMBER,1
Horokua Sandstone-Mudstone,1
Glauconite Marl Member,1
Lost River Chert Bed?,1
Division 6,1
Cephalopod bed,1
Deep Run,1
Park Sh Mbr,1
Hartwell Silt Member,1
units S8 or S9,1
Meramecian Dark Ls Mbr,1
Barnesâ€™ Unit 6,1
Arcillolitas abigarradas,1
Heliocrinites layer,1
WHITNEY MEMBER (UPPER),1
Williamsport,1
Amygdula Marl Mbr,1
Ordnance Plant Mbr,1
CHURCH LIMESTONE,1
Moldå Limestone,1
Barnes Unit 2,1
middle sandstone,1
Egem Member,1
Botetourt Mbr ?,1
Bay State Dol Mbr,1
young stage Limestone,1
TURNER SANDY MBR POOL CREEK MBR,1
Winterset Member,1
Squaw Bay Limestone,1
Lantz Mills Mbr.,1
Roxham,1
Roberts Ranch Mbr,1
Belanger Mbr,1
lower levels,1
Wolf River Ls Mbr,1
LONG CREEK LIMESTONE,1
Valkenberg,1
Economy Member?,1
CALATHIUM CALCISILTITE MEMBER,1
Yellow Branch,1
Lake Como,1
Rockpoint Mbr,1
Main Body ?,1
Mosasaur Shales,1
Bolado Park Fm,1
Breckenridge Mbr,1
EAGLE FORD HORIZON,1
Wy Yung Gravel,1
FRESHWATER LS,1
Lower Nisky mbr,1
Lytle,1
Kaminohata,1
Green River Mbr,1
Gasconade Member,1
Kelsbach,1
Aqua Zarca SS Member,1
Point Loma Formation,1
Chalky Mountain Mbr,1
Barnestone,1
Babia Cliff Sandstone,1
St. David Ls Mbr,1
4-6,1
Ramp Creek Mbr.,1
Beltinge Fish Bed,1
Telm4,1
Byer Mbr,1
Kocacay,1
-3.653m on Douglas Ref sec,1
Drum Cliff Mbr.,1
Cleveland Sh Mbr,1
"M2 (Hirano et al., 1981)",1
Ludlowville Coral Mbr,1
Unit 2 or 25,1
Lander Ss Mbr,1
Carlile Sh Mbr,1
Muldro,1
DEVILS DEN LIMESTONE MEMBER,1
Bottom Floor Limestone,1
English Head Zone 2 & 3,1
Ipperwash Ls Mbr,1
Keuper,1
Tawil Sandstone,1
(Vicarya Zone?),1
Dekalb Ls Mbr,1
Florida limestone?,1
Tarkio,1
Owen Member,1
Serra Isabel,1
Paw Paw Sandy,1
Fernvale Mbr.,1
"M6 (Tsuchida and Hirano, 1995)",1
Ohesaare Zone,1
Tygett,1
Sneakover Limestone ?,1
Wildcat Creek Shale member,1
Corbin City Ls Mbr,1
Simpson Creek Mbr,1
Lower Shales,1
Khairabad Limestone,1
Frauengrube,1
Glaucon Zone,1
Hunshruck Slate,1
Oudeberg,1
Chandler Falls Mbr,1
Sludkian,1
Lower San Pablo,1
Portwood Mbr.,1
Brooks Ranch Member,1
Coggon Ls Mbr,1
Merriam Member,1
Fitzgerald,1
Pool Creek Shale,1
NORTH TWISTWOOD CREEK MEMBER,1
Penitentiary Member,1
Zone 7 ?,1
Ley,1
Moody Branch Marl,1
curdsville,1
Morrison,1
Waynesville,1
Oatka Creek,1
"Glober Chalk, Upper",1
Mayes Ls,1
Americus limestone,1
Zone B,1
Bridal Veil Ls Mbr,1
Telegraph Hill Sands Member,1
BOX BUTTE,1
Shaley Limsetone,1
Burlingame Limestone?,1
Castlecary Limestone,1
Round Hill Beds,1
BRADFORD CLAY,1
Walker Island,1
Burls Creek Sh Mbr,1
Pluto Sh Mbr,1
Kinzer Shale,1
Tombigee Sand,1
Sandsfoot Formation,1
Ml unit,1
Crater Lake Mbr,1
Morgarts Beach Mbr,1
Shimer Gypsum Mbr,1
Leonard (perrenite),1
South Wales,1
Ostracodal Sand,1
Joyieta,1
delta facies,1
Fort Hays Ls Mbr ?,1
Calhoun Coal,1
Etage D-d4,1
Springbok Flats,1
Lower Clinton,1
Rocky Mound Mbr,1
BONE VALLEY MEMBER (LOWER),1
Laminated Limestone,1
Sjaellandselv,1
Guttenburg Limestone Member,1
Lion,1
Gammn Ferruginous Mbr,1
Division A2,1
Pompey Member,1
KEECHI CREEK SHALE MEMBER,1
Lower Fernando,1
Orida Member,1
MOBRIDGE,1
Holt Shale or Coal Creek Limestone,1
Jennings Mbr,1
Gray Bed,1
Zone Np4,1
Camp Ranch Member,1
Hunstanton Chalk Member,1
SENECA LIMESTONE,1
Killooman Shale Member,1
Etage E-e2,1
Meadville Shale,1
Dargile Sandstone,1
Big Meadows Creek Mbr,1
Bob Crystalline Ls Mbr,1
Striped Bacon Seam,1
Winzeler Shale Member,1
De Grey Mbr,1
Bigoray,1
middle part,1
Zone 16 ?,1
LAUREL MEMBER,1
Aachen,1
Unit 2 or 38,1
Brausnitzbach Marl,1
Morogoro Road Beds,1
Huling Sandstone,1
Saluda Mbr.,1
Vaureal Zone 1-4,1
Jupiter zone 4-5,1
Cottonwood Limestone?,1
Momoe-a-toa Tuff,1
Giengelsberger schichten,1
Clarksville Mbr.,1
Shezhu,1
Tonnie Mbr,1
Mason Sh,1
Claremont Manor Mbr ?,1
Swanscombe,1
Brushy Creek Member,1
Schicht 88 oben,1
Hooten Gulch,1
zone 14D,1
Haragan Ls.?,1
Cedar Fork Member,1
Scout's Hiding Place,1
Upper Beta Member,1
Carryville Mbr,1
Island Creek Sh Mbr,1
"Coal measures, coal no.3",1
ELK BUTTE MBR,1
"Rhynie Chert bed, Old Red Sandstone",1
Zorzino limestone,1
Gateway Canyon Mbr,1
Scioto clay,1
Lefipan,1
Unite Ju 1 middle,1
Delabole Slate,1
Chainman Sh Mbr,1
Upper Abschnitt,1
Braggs Mbr.,1
Crato Mbr.,1
Camp,1
Fence Post Limestone,1
Taninul Mbr,1
Unit 2 or 35,1
Green Ammonite Mbr,1
Raytown,1
Valmonte Diatomite?,1
Masstrichtian,1
Church Ls Mbr,1
Hughes Creek Mbr,1
Tatsugoroshisagan,1
Oread Ls Mbr,1
Chale Clay,1
Leptauchenia beds,1
Gunsight Ls,1
Kelloway Rock,1
Reef Bed,1
Holland Black shale,1
Rust Ls Mbr,1
Upper Marine Series,1
Shoreham Marls,1
Durston Ironstone,1
Dry Mountain,1
Rush Creek,1
Curzon Mbr.,1
"Bowsher,A.L.",1
Uddenites Shale,1
Lester Ls,1
Similis-Pulchra Zone,1
Howard,1
Verdi Member,1
Z,1
Hords Creek Ls Mbr,1
Elkton Sandstone,1
Ames Shale Member,1
Dennis Bridge Mbr,1
Unit 4-5,1
Orchard,1
Sneaky Hill Mbr,1
Barneston,1
Kanwaka Sh Mbr,1
Benwood Limestone,1
Valdani Limestone,1
Dormaal Sand Member,1
Squankum,1
Waterlime,1
Tomaj Limestone,1
POOL CREEK,1
Schoharrie Grit,1
Chaneyville Slits,1
Puesto Quiroga,1
Hondo,1
Upper bed of,1
Snowy Range Member,1
Grondines Limestone,1
Wang-wu Mbr,1
Meadville Mbr,1
Dvorce-Prokop Ls ?,1
Poison Canyon,1
Fairmount Mbr.,1
Texana Beds,1
Elkton Siltstone,1
Salvisa Member,1
South Maslin Sand,1
Evie,1
Bear Pond Mbr,1
Lower Moniello Beds,1
Sallyards Mbr,1
Oriskany,1
Upper Phosphorite,1
Tipton Sh Mbr,1
Springvale Ss Mbr,1
Unit B2,1
Orangeville Sh.?,1
Cozzette Sandstone,1
Upper Hope Shales,1
Chagrin Shale,1
Gene Autry Shale,1
Pittsburgh red shale,1
Oslite Limestone,1
Hiraiga S. S.,1
Tsukunai Member,1
Bryozoa Marl,1
Mex Clay Member,1
Santa Anna Branch Mbr,1
Farmington Mbr,1
State Quarry Member,1
nivel medio,1
Upper Huasteca,1
Woodstock mbr,1
KIEWITA SHALE,1
Tidwell,1
Upper Oread Limestone?,1
Drummond Mine Ls Mbr,1
"""Ewaldi Marl""",1
Bullion Dol Mbr,1
Ivan Mbr,1
Austin Chalk,1
Koshou Shale,1
Pine Barren Sand,1
Recapture Creek,1
Escarpment,1
Almagre Mbr?,1
Chickabully,1
Frensley Ls Mbr,1
Eype Clay Member,1
K,1
Lower Bringewood,1
Saltillo,1
Lunzer Sandstein,1
Middle Washington Limestone,1
limey beds beneath upper Qzt.,1
Unit 2 or 26,1
Weldon Beds,1
Miritini Shales,1
Hallaig Sandstone,1
Holey Land Unit,1
Bed 12 Mbr,1
Phosphate Beds Mbr,1
Cottonwood Sandstone,1
Calcaire Gross,1
10.6m on Douglas Ref sec,1
"Rockport Ls Mbr, Upper",1
Rivernook,1
Gypsum Spring Mbr,1
Bennett Limestone,1
Unit 2 or 28,1
Brannon Bridge Mbr,1
Ctenodonta Mbr,1
Khechem el Miit,1
U-1 & T,1
Galena Dolomite,1
Myalina Zone,1
Lias Epsilon II/2,1
Vaureal Zone 16,1
Pokeberry Ls Mbr,1
Gila Ls Mbr,1
Brown Jura,1
Badger Creek Mbr,1
Cf-03,1
Ft. Ancient Mbr.,1
Semni,1
Cow Branch Mbr,1
Westwater,1
Niobara Member,1
Opalinus Clay Member,1
Argentine,1
Muldraugh Member,1
"Upper ""M-2"" Limestone",1
Festenburger Schichten Mbr,1
Ellis Bay zone 7 or 8,1
Spiti Shale,1
Tsarap Member,1
Pollocksville,1
Lithozone 5,1
Twiggs Clay Mbr,1
Chaudiere Sh Mbr,1
SHERMAN FALL,1
unit S7i,1
Williamsville Waterlime,1
Togari,1
(upper),1
Cross Mbr.,1
Eype Mouth Limestone Member,1
Magdalena ls.?,1
Rockford Limestone,1
Cornbrash Limestone Lower,1
English Head Zone 4?,1
Red Deer member,1
Harajica Sandstone,1
BOREALIS ZONE,1
Paxton Mbr.,1
Numata Lacustrine Deposit,1
Vaureal Zone 8,1
Sauvere,1
Newton Creek Ls Mbr,1
Beers Hill Mbr,1
Loess,1
Sua Member,1
Quindaro Sh Mbr,1
Awatubi Mbr,1
Frisco Limestone,1
"""Yashikiyama Formation""",1
Kessler Ls,1
Holbrook Mbr,1
Laney Mbr.?,1
Sandersville,1
Medium Bedded Lmst.,1
Reeds Spring,1
Niesen,1
Bone Valley Member,1
Aleta Mbr,1
Unit L7iii,1
Kiowa/Dakota,1
Murphysboro Coal Mbr,1
Upper Whitney,1
Upper Horsetown?,1
Adams Branch Limestone Below,1
Thomas Coal Mbr,1
C Shale Member,1
Americus Mbr.,1
Myophorienschichten,1
MANNINGTON SS,1
Malm delta,1
Transverse,1
SM,1
Dobb's Plantation,1
Bluebonnet,1
Elmdale shale,1
Hedle,1
Hirz,1
Marigold Oolite,1
Bethany Falls Limestone or Winterset Limestone?,1
Jamesville Mbr.,1
units SL1,1
Rochester Sh.,1
Dykebar Limestone,1
LANEY MEMBER,1
Gray Bull Beds Mbr,1
Squirrel Ss Mbr,1
Argentine Member,1
Shimokine Sandstone,1
"Liberty Mbr., probably basal",1
Reschwitz,1
Heumader Sh Mbr,1
Lower (Regional Dense) Member,1
Red Draw,1
Modiolaris Zone,1
EMPERADOR LIMESTONE,1
"Meadville Sh., lower",1
Nagaiso,1
Upper Cabbage Patch beds,1
Short Creek Oolite Mbr,1
Green Lake Limestone,1
Quinto B,1
Middle part,1
Chy nice,1
Dun Caan Shale Member,1
Bear Run Coal,1
Zyguakon Mbr,1
Sylamore Mbr,1
Big Sand Draw Ss Lentil,1
M/L,1
Bahia Pinguino,1
Bommer Member,1
MILLERSBURG MEMBER,1
Winslow Upper,1
Houchins Creek Mbr,1
Glendale Sh Mbr,1
"Ls Mbr, Upper",1
Unit 70,1
Rocky Ridge Sandstone,1
Yamaga beds?,1
Petit May Mb.,1
Nogami Member,1
Scandinavian Drift Limestone No. 1,1
"Cleveland Sh., base",1
Salesville Shale,1
Banne Marls,1
FERDIG,1
Torrejon Mbr,1
Lower Keuper,1
Konprusy,1
basal conglomeratic sandstone,1
Faringdon Sponge Gravel Member,1
Musa Mudstone,1
WAYNESBURG A,1
Kereford Creek Shale Beneath,1
Lake Neosho Sh Mbr,1
Stonehenge,1
Caesar Canyon Ls Mbr,1
Evacuation Creek Mbr.,1
Mbr 4,1
Sloan Mbr,1
Shaly Sandstone,1
Upper Blue Hill Member & Codell Member,1
MILLIKEN SS,1
King Ferry Shale,1
Maybelle Aa2 Limestone,1
Chisholm Shale,1
Hartford Ls,1
Roza Mbr,1
Lias Mittel-epsilon II/5,1
Leray Ls Mbr,1
Cotter Dolomite,1
Bullion Member,1
English Head Zone 9,1
Scaphites,1
Green Gully,1
Big Springs Ls,1
Church Rock,1
siltstone-sandstone mbr,1
Reba Member,1
Shackford Mbr,1
Coldwater Mbr,1
Allorisma Sh.,1
G zone,1
"Freeport Coal Mbr, Lower",1
Chýnice Limestone,1
Breien Mbr,1
Fowkes,1
Baker Canyon Mbr,1
Buena Vista,1
Unit 1 (informal) (from bottom),1
Leray Ls,1
Zone 24 ?,1
Ottosee,1
Portland Freestone Member,1
Zone 2-3,1
Mooretown Ss Mbr,1
Clinton Member,1
Fairport Chalk Mbr.,1
McMicken Mbr.,1
Conoy Member (=Bed 20),1
Robinson Mbr,1
Montserat,1
Dutch Harbor Member,1
Glendale Limestone,1
Tukunai M.,1
Dun Limestone Member,1
Lincoln mid/upper,1
Munkerup,1
L-O 10,1
Depressum,1
Word Horizon?,1
"Cleveland Sh., about 2 m. above base",1
Kemmerer Mbr.,1
Danville Coal Mbr,1
Avora Ls Mbr,1
Colony Creek Member,1
erratic,1
Windy Gap Ls Mbr,1
Cocoa Sand Member,1
Macoma Zone,1
Makanda Ss Mbr,1
Hell Roaring Mbr,1
Thorold Ss Mbr,1
Zeta 3,1
Altona,1
Sheep,1
Lower Mercer sh.,1
Bladen Mbr,1
Pella Member,1
Eck Conglomerate,1
Niakogon Mbr,1
Glen Park Mbr,1
Glen Rock Ls Mbr,1
Kamirawan,1
Little Sharp,1
Bostwick Mbr,1
"POOLE CREEK MBR, UPPER",1
Basic City Shale,1
Hope Point Marls,1
Jaycox Shale,1
Deza,1
"""Cap Lime""",1
Takatsukayama Member,1
lwr bed of upp mbr,1
Hog Creek Flora,1
Chilmark,1
Gault Upper,1
Guleelv,1
McMicken Beds,1
Lick Creek Ss Mbr,1
Redbird Silt Mbr,1
Glencairn Shale,1
Haskell Limestone or Robbin Shale Member,1
Kanayashiki,1
Maquoketa Mbr.,1
Arroyo Hondo shale,1
Lystrosaurus Zone,1
Cerro Amarillo,1
Shangtianti,1
Blue Hill Upper and Codell,1
Te One,1
Woolhope Beds,1
Ector Tongue,1
Putnam Hill Limestone and Upper Mercer,1
Ludow,1
Denen Dora/Kada Hadar,1
Drumcliff Member,1
Tramo B,1
Torrey,1
basal Robbins Sh,1
San Miguel Volcanic,1
New Hanover Mbr,1
"SHULER, UPPER",1
Whitesburg Coal zone,1
Jasper,1
Pointe-a-Bordeaux,1
Hordle Mbr,1
Buff Sandstone,1
Widder Coral Zone,1
Korgessaar,1
Miyazawa Sandstone Member,1
Allegrippis Ss Mbr,1
Steuben Mbr,1
Red siltstone,1
"Division B2 of King, 1981, 11m below the pebble bed at the base of Division C1",1
Manzanita Ls Mbr,1
Middlesex Sh Mbr,1
Burlingame Limestone Member?,1
Craigweil Beds,1
Los Trancos Member,1
Moultrie Mbr,1
Plastovce,1
Kenneth Ls,1
Udairn Shale Member,1
Bognor Rock Band,1
Cumberland Gap Sh Mbr,1
Black Sandstones and Breccias,1
Chorhat Ss Mbr,1
Ua,1
Tebotov,1
JOLLYTOWN SS,1
"Mason City Member, Shell Rock Limestone",1
Drummond Mine Limestone,1
Soft Clibs,1
Lee Conglomerate Member,1
Mancos Shale,1
Wadi Sumeimi (B),1
Barnes Unit 3,1
Oktibbeha Tongue,1
Six Flags Ls Mbr,1
Porto Novo,1
Blue Gulch,1
Upper Beds Lower Mumber,1
Trendelburg/Karlshafen Beds,1
Muncie Creek Sh.,1
De Chelly Ss Mbr,1
"Division B2 of King, 1981. 36.6m",1
Motarata Limestone Member,1
Brentskardhaugen Conglomerate,1
Sanderson,1
Orida tuffaceous sandstone and mudstone Member,1
Mbr T2,1
Cerros,1
basal portion,1
-48.85m Douglas Ref. Sect.,1
Lavernock Shales Member,1
Pogonip Limestone,1
Heusy,1
Falconer Mbr,1
Lower or Middle Member,1
Neocom,1
Calceola Schiefer,1
Coral Rock,1
"Liberty Mbr., basal",1
"Drumcliff, Bed 17",1
McKenzie,1
Miamitown Shale Member,1
Fairfield Greensand,1
Esk,1
Zion Chapel Cgl Mbr,1
Brule Fm.,1
"Building Stone, layer 3",1
Cutter Mbr,1
Alderson Ls Mbr,1
Bell Sh Mbr,1
Winifrede Sh Mbr,1
Hog Creek shale,1
Cement City Ls,1
Forsemölla Ls Bed,1
Eelwell Ls.,1
"Units F,G",1
Corryville Sh.,1
Opal Mbr,1
Bolsa Upper Mbr,1
Ahutte Member,1
Sables de Pourcy,1
Sand Branch Member,1
Marlife,1
Upper Coralville,1
Matawan clay marls,1
Westerville Limestone?,1
Coal Ridge Mbr,1
Datang Mbr,1
Ba ov,1
Glen Dean Limestone,1
WESKAN SHALE,1
Wildhorse,1
Mottled Nodular BEds,1
Arrowhead Mbr,1
Tar Springs Shale,1
Kerloc'h Mb.,1
Acre conglomerate,1
Bigby Member,1
Chirotherium Sandstone,1
Delamere Sandstone Member,1
Oxbow Dolomite,1
HOMER LIMESTONE,1
Zone 15,1
Apt,1
medium,1
Datangxu,1
Najimi Mudostone,1
Finny School,1
Vernon Shale,1
Retort Sh Mbr,1
"Elkhorn Mbr., basal",1
Purple Sand,1
Jetmore,1
Weskan,1
"TURNER, BASE OF",1
Bear Mbr,1
Bunger Mbr,1
Unit L9 of Kemp (1985),1
NINEVEH LS,1
Neroly,1
Unit 2 or 27,1
McArthur Mbr,1
Ramnagar,1
Marium Member,1
Flözhorizont,1
Stellare Nodule Bed?,1
Rhynie Chert,1
Douleb Member,1
Brentwood Limestone Member,1
Bear Gulch Member,1
Morell Limestone Member,1
Redonda Mbr,1
Bella Member,1
"T, U1 & U2",1
Knob,1
Tano Member,1
Matthews Landing Marl Member,1
St Bathans,1
Zone 2 ?,1
Hitz Ls Mbr,1
Kinney Ls Mbr,1
Plaines Mbr.,1
FORT HAYS LIMESTON Mbr.,1
BEIL LIMESTONE,1
Jupiter zone 2?,1
Billiard Ball,1
Point Pleasant,1
Etage D-d,1
Zeisigwalder Porphyrtuff,1
KINNEY LIMESTONE,1
Rockford Sh Mbr,1
Ocala,1
Burrobend,1
Tidwell Mbr,1
Chegaji,1
Murphy's beds,1
Hollis,1
Langport Member,1
Miramar Sandstone,1
Old Pera,1
Knockerk House Sandstone and Knockerk House Shales,1
"Guttenberg Mbr, top",1
WAYNESBURG SS,1
Pterocera-marls,1
Scenic (= Orella),1
Chigunsan Shale,1
Sunset Mbr.,1
Pitipeumo,1
Green tuff bed of Amboli,1
OTSEGO SHALE MEMBER,1
La Pava,1
Barnes Unit 4,1
Oak Grove Sand Mbr,1
"Division A3 of King, 1981, 14.3m above base of formation",1
float,1
Ushiroyama Member,1
Redwater Mbr,1
Chirotherium Sandstone Member,1
Kieselsandstein,1
Crows Mill Ls,1
Blacks Fork Mbr,1
"Ross Fork Ls Mbr, Lower",1
lower 14,1
Virgelle sandstone,1
PROSSER,1
Rugby Limestone Member,1
Scaldisien Beds,1
Wealden,1
Lost Creek Ls Mbr,1
Nineveh Ls Mbr,1
Intermarine Member (upper Building Stones),1
Quindaro,1
Cement Beds,1
Unit C1 of King 1981,1
Olcese Sand Member,1
Genundewa Limestone,1
Sinks Grove Ls Mbr,1
"""B"" Limestones",1
Dictyocaris Mbr,1
Kiddville Limestone Bed,1
Kosame Mbr,1
PETRIFIED FOREST,1
Nakatsuka Formation (Halobia Shales),1
Pooleville member,1
Undifferentiated Lower Part,1
Greenbrier Limestone Mbr,1
Telm 4-5,1
Gander Run,1
Fine-Grained Dolomite,1
FOSSIL FOREST,1
Upper Brown Clay,1
Luchtbal,1
Upper Thaynes,1
Jupiter zone 14,1
Bringewood beds Member,1
Corbula,1
Orio,1
Paluxy Sand,1
Glen Eyrie Sh Mbr,1
Level 6,1
Springfield Limestone Member,1
Pokachi,1
Rushmere Mbr,1
Denton Mbr,1
Navesink Shale,1
Seam D,1
Fallotaspis zone,1
Ellis Bay Zone 3b or 5,1
-40.75m Douglas Ref. Sect.,1
Emael Chalk,1
Myrick Station Mbr,1
Lower Cabbage Patch beds,1
Senic Member,1
Animas,1
Chalky Marl Mbr,1
Chickasha Tongue Mbr.,1
Eartham Lower Gravel,1
Middle Malmros Klint,1
Rocky Mound Limestone,1
Jeffersonville Limestone,1
Peery Ls Mbr,1
Katabira Member,1
Zone 9 ?,1
Monument Spring Dolomite,1
Pitkin Limestone,1
Stafford,1
Redwall Limestone,1
"Hochalm, Unit1",1
Long Trail Sh Mbr,1
Pea Grit,1
Dalle a Montlivaltia,1
Base of Economy Mbr,1
Pedregosa,1
Ives Breccia Mbr,1
McNairy Sand Mbr,1
Quarziti Bianco-Rosa,1
Zone 11c,1
Bucatunna Clay Mbr,1
Wolfcamp Base,1
units S4-S6,1
Rifle Mbr,1
Valmonte diatomite,1
mdidle,1
Garrity,1
Hollybush Shales,1
CLERMONT MEMBER,1
Timms Point Silt Mbr,1
Plattsmouth or Kereford,257
Tenmile Member,2
Crinerville Ls,2
Calamity Pit Sandstone,2
BENNETT SHALE,2
Rodart Beds,2
Spring Hill Mbr,2
Lucia Shale,2
an unnamed canyon in the Panoche HillsTierra Loma Shale,2
Dona Ana,2
Bosque Mbr,2
Arcente Mbr,2
Basal Sands,2
Mt. Auburn? Member,2
Cravant Member,2
Kanies Member,2
Capitan Ls Mbr,2
Jerome Member,2
Mao Adentro Mbr,2
C1,2
Osterwald,2
"Cleveland Sh., top of",2
Jura B,2
Maple Hill Mbr,2
Bellepoint Mbr.,2
Ahrdorfer Base,2
Bushberg Ss Mbr,2
Palmas,2
Colony Creek,2
Ellis Bay Zone 11,2
Supplejack Member,2
Glenrae,2
BLUE GATE SHALE MEMBER,2
Ladore Shale Member,2
CEDAR CREEK?,2
Seagrove Bay Member,2
Ploužnice,2
Lias Epsilon II/6b,2
"""Ain Musa bed""",2
Merriman Limestone,2
Beavertown Marl Mbr,2
Beloit,2
Akkol,2
Coal Mine Point,2
Middle portion,2
Halobia Limestone,2
Home Station,2
Ringstead Clay,2
Joseph Point,2
Matura Mbr,2
Bunger Limestone Member,2
Idlewilde,2
Hillsdale Mbr.,2
Zone C,2
Tonnie Siltstone,2
Lincoln Limestone?,2
Queen Rocks,2
Spring Creek Clay,2
Jubilee,2
Ludlowville Shale Member,2
Spafford,2
Upper Pelitic,2
Lower Crioceras,2
Key Member,2
Zones II-IV,2
Srednyaya Beds,2
Voiville Member,2
Chicotte zone 6,2
McGaffey,2
Oak Grove Limestone,2
Rose Canyon,2
Aleman Cherty Mbr,2
Orchard Point Mbr,2
Rorrington Member,2
Juntura,2
Wellsburg Sandstone,2
Lias Epsilon 3,2
Meishucun,2
Muschelkalk,2
Rutledge Marl Mbr,2
BOSTON CLIFFS MEMBER,2
Bostwick Conglomerate,2
Bridger B Mbr,2
Member B and C,2
Jessamine Member,2
Meadville Mbr.,2
McCombs Limestone,2
Clarita Mbr,2
Burt Ranch,2
WAYLAND,2
Thatcher Mbr.,2
Cloice Member,2
Lenticular Sandstone,2
Ellis Bay zone 2 and 5,2
Windmill Point Member,2
Delphi Mbr,2
