v_bed,reps
"localbed:20,8",7
localbed:139.5,7
"localbed:29 (Unit 42, upper)",7
regionalbed:450,7
localbed:10-4,7
localbed:443.5,7
regionalbed:11441,7
localbed:12.05,7
localbed:Level G,7
localbed:2486m,7
localbed:-3.55,7
regionalbed:55-70,7
Bed 3 (1),7
localbed:KU (b) 15,7
"Zuffardia level, just below main Dictyoptychus beds",7
localbed:-5.7,7
localbed:3111-3120',7
81,7
Lower Smoky Hill Member,7
141,7
localbed:H238,7
regionalbed:2.7 to 0.3,7
Bed II (iv),7
localbed:Upper Slope,7
localbed:G 28-29,7
localbed:42.8,7
localbed:1-107,7
localbed:381,7
localbed:BL 7/02,7
77,7
localbed:120 | regionalbed:380,7
localbed:15e,7
localbed:OC4,7
localbed:309 (Narrows unit 36),7
regionalbed:0.0 to 2.1,7
localbed:Bed 32,7
Bed C2B,7
localbed:272.78,7
localbed:1-1,7
localbed:QT5,7
"""l'assise à Marsupites, according to A. de Grossouvre in  letter of 21 June 1901",7
localbed:108.1,7
localbed:0.12,7
localbed:010,7
localbed:70 meters above base of bed,7
localbed:El Fabar Beds,7
localbed:1-144,7
localbed:429,7
localbed:B20,7
localbed:8.2 - 7.2,7
localbed:6A+4',7
localbed:255-250,7
localbed:400 (Narrows unit 42),7
localbed:bed Te-15,7
localbed:1125,7
Shattuck Zone 10,7
localbed:IYII6,7
localbed:368 (Narrows unit 40),7
localbed:1576m,7
localbed:56.3,7
localbed:492-495,7
localbed:Lower Mound interval,7
localbed:50a,7
localbed:10.8 - 10.95,7
Horizon 7,7
localbed:25.15,7
Kaiso,7
regionalbed:101,7
localbed:Bed 09,7
localbed:insect level,7
localbed:Bed 2,7
localbed:11480,7
localbed:97.4,7
localbed:1740,7
localbed:depth 922.1 to 921.1m,7
localbed:C7H,7
localbed:283,7
localbed:11840,7
136,7
localbed:Frankites bed,7
"Horizon D, F",7
localbed:11244,7
localbed:4-50,7
localbed:11223,7
localbed:R6,7
localbed:B11/2,7
localbed:1935-1938,7
localbed:5610,7
localbed:A19,7
localbed:unit 12,7
localbed:69.35,7
localbed:2748m,7
localbed:1986m,7
localbed:55 meters from base of section,7
Lower member Brannon Bridge,7
localbed:930-886,7
localbed:331,7
"localbed:47 (Unit 56, lower)",7
localbed:2 (Unit 4),7
localbed:Vz5,7
Starfish Bed #2,7
localbed:643,7
localbed:11249,7
Aalénien supérieur,7
localbed:DB-58.5,7
regionalbed:-87,7
localbed:B11/1,7
localbed:849,7
localbed:T 9,7
regionalbed:11449,7
localbed:bed Bu-1B,7
localbed:111.2,7
localbed:122 (Martinsburg unit 12),7
160ft level,7
localbed:025,7
CONCRETION BED 1,7
regionalbed:0.0 to 1.8,7
localbed:lower part,7
localbed:36.15,7
130 ft level,7
regionalbed:430.5,7
"localbed:14 (Unit 22, lower)",7
localbed:20B,7
localbed:90-1,7
localbed:Erbenoceras Limestone,7
Lower Gray Bulls,7
localbed:674,7
localbed:43.75,7
localbed:4713m,7
localbed:17 (Unit 24),7
localbed:1407-1402,7
localbed:5.15,7
localbed:3550,7
localbed:Sheds 1m below TiSHnoHF,7
localbed:P 5,7
localbed:352.5,7
localbed:21/23,7
regionalbed:11465,7
localbed:1-138,7
localbed:437.5,7
localbed:Calcareous shales,7
localbed:85/419,7
main Dictyoptychus bed,7
localbed:Phase 2,7
localbed:191,7
localbed:0.69,7
215.95-216.1 feet,7
localbed:1289-1287,7
localbed:BKT-2 - BKT-3,7
"Christensen, 1979, beds 1-V1",7
localbed:3075,7
localbed:3m from base of section,7
"localbed:6,8",7
localbed:44.77,7
localbed:267-255,7
localbed:28.8,7
localbed:Ch-8-I-2,7
"localbed:83MK2, 23.8 m",7
localbed:C-2/1,7
Bed 22a,7
lower part of Lincoln member,7
localbed:34 meters above the base of the section,7
localbed:6210,7
"localbed:C, D, E",7
localbed:742,7
localbed:54.7,7
localbed:Site 9 Zone 3,7
Coinstone,7
localbed:15-17,7
localbed:Ka 17a-19,7
localbed:638.5,7
regionalbed:1401 to  1501,7
localbed:10 - 20,7
localbed:413,7
localbed:8.45,7
localbed:25.81,7
localbed:486,7
localbed:11215,7
localbed:l,7
localbed:NL205,7
localbed:106-9,7
localbed:82-86,7
C7F,7
Bed 7 (Birkelund & Callomon 1985),7
Horizon YE12-14,7
localbed:38.94-39.44,7
localbed:-2-44a,7
localbed:1-22,7
localbed:Taunton 0.9m below BoSpez2,7
localbed:KU (b) 9,7
localbed:14(1),7
localbed:30.1,7
localbed:0 | regionalbed:314,7
localbed:4-109,7
localbed:67.0,7
localbed:78.22-78.87,7
localbed:521B,7
localbed:H250,7
localbed:110-112,7
localbed:723,7
localbed:79-9,7
localbed:46.65-47.10,7
localbed:4922m,7
localbed:Level I,7
localbed:Package 3,7
localbed:1-112,7
Blashenwell tufa,7
localbed:ZW-1,7
localbed:LA 6,7
localbed:Unit 100,7
localbed:Jc,7
localbed:KMO-IV,7
"localbed:78,8",7
Beltinge Fish Bed,7
Bed C9,7
D4A1,7
Uintacrinus Echinocoris band,7
"localbed:3,4",7
localbed:237.4,7
localbed:416,7
localbed:1.44,7
localbed:310.5,7
localbed:Boulder #363,7
localbed:1410,7
localbed:8 feet from base of section,7
Oakshaw Ford Seam,7
"localbed:14,5",7
localbed:Narrows unit 42,7
Taylor Marl Lower,7
"localbed:13,237",7
Zone III,7
localbed:2334,7
localbed:NKII3,7
localbed:3.65,7
localbed:135 to top,7
TM horizon 3a,7
localbed:m,7
Crocodile Bed,7
localbed:411.8,7
localbed:DB-21,7
localbed:1-83,7
localbed:W-A,7
Sc.0,7
localbed:79-11,7
localbed:6.66-6.82,7
localbed:Layer 12,7
localbed:A-3 to A-4,7
localbed:89.2,7
localbed:1049,7
localbed:BTT 565,7
localbed:140.3,7
localbed:g2,7
localbed:Boulder #378,7
localbed:11221,7
localbed:1830'0-1706'0,7
localbed:503,7
localbed:Z1,7
localbed:526B,7
regionalbed:557,7
localbed:26-28,7
localbed:846.15-860.4,7
"Miocardia Bed, S5",7
"DC6 (DC6ii of Kemp, 1984)",7
localbed:836.41,7
D4,7
localbed:15 - 33,7
localbed:241 - 248,7
localbed:1091 to  1093,7
localbed:depth 32m,7
localbed:UF14,7
2 feet above base of Plattsburg Limestone,7
Shell-Rock Limestone,7
localbed:1-120,7
localbed:3A,7
localbed:3B,7
Marl Band,7
localbed:38.7-50.0,7
localbed:Unit 30,7
localbed:11.05,7
localbed:Kuusnomme,7
localbed:BL 22/02,7
localbed:OC3,7
localbed:85.2,7
localbed:445,7
localbed:5100,7
localbed:19a,7
Lake Creek Member Base,7
localbed:2312m,7
localbed:Taunton 1m below BoTau1,7
localbed:313.9-324.0,7
localbed:HM 31,7
localbed:A26,7
localbed:UC6,7
localbed:62a,7
localbed:Vz1,7
A,7
localbed:Middle Unit,7
"localbed:Unit 19, 18",7
localbed:56.27,7
localbed:19 | regionalbed:251,7
"Nodules Bed, Bed 1",7
localbed:467,7
localbed:bed Te-13,7
localbed:H220,7
Concretion zone 4' below top of Graneros Shale,7
localbed:11276,7
localbed:9-1,7
localbed:88-1,7
Dune Sand,7
localbed:depth 122m,7
localbed:-5.3,7
"localbed:11,2",7
"localbed:0,20",7
78,7
regionalbed:87,7
localbed:311.0,7
localbed:4-38,7
"localbed:1,8",7
localbed:1210,7
localbed:538B,7
Jagger Bend Limestone Top,7
localbed:5830,7
localbed:DB124c,7
localbed:18SW 5.0,7
localbed:92.0,7
localbed:L I | regionalbed:Zone II,7
regionalbed:315,7
localbed:2885'0-2598'3,7
DK38,7
localbed:sample 196345,7
localbed:1950m,7
localbed:IYII2,7
localbed:unit 15,7
localbed:5006m,7
"Fisher Bed IV, F1, Cardita Bed",7
localbed:limestone beds below thrust fault,7
Oolite ledge above main part of Winterset (10' above),7
localbed:1-84,7
localbed:-4-6,7
localbed:10f,7
localbed:15 feet from the base of the section,7
Tiffany,7
localbed:H406,7
regionalbed:300,7
"localbed:43 (Unit 49, upper)",7
regionalbed:43,7
localbed:188.5,7
localbed:Spezzano .45m above TiSpezz2,7
Beds 3 - 5,7
Horizon 177,7
localbed:414.0,7
localbed:Pad-11/K-1; Pad-11; Pad-G/11; Pad-28,7
localbed:Kor 12,7
localbed:-4.0,7
Albien inférieur,7
localbed:between beds 2 and 3,7
localbed:1086 | regionalbed:2255,7
localbed:360 - 390,7
"localbed:44,2",7
localbed:12860,7
localbed:6-12,7
localbed:CI 3,7
Base of Foraker Limestone,7
localbed:Dwz2,7
Black Shale washed on beach from submarine strata,7
localbed:274 (Narrows unit 34),7
localbed:6.66,7
localbed:116.5,7
localbed:11222,7
bed 519 (Bairstow),7
localbed:unit 1--top of unit,7
localbed:-4.9,7
localbed:103.95,7
NEBRASKA,7
regionalbed:545,7
localbed:S3,7
localbed:PAR-II 113,7
localbed:020,7
localbed:I-1,7
localbed:14 m above layer 4,7
localbed:A8,7
Fort Riley Limestone Lower,7
localbed:Cl IV,7
Top Silkstone Seam,7
"localbed:41 (Unit 49, middle)",7
localbed:-20,7
"localbed:73,3",7
localbed:136.7,7
Bed 43,7
localbed:Sample R27,7
localbed:Bed 11,7
localbed:6-14,7
Echinoid Bed 4,7
Ervine Creek Limestone Lower,7
Divisions C-E,7
regionalbed:174,7
"localbed:38 (Unit 47, upper)",7
localbed:46 (Unit 50),7
localbed:AIS19,7
Scyphocrinites Limestones,7
localbed:1424·0-1387'0,7
"localbed:D2,1a,base",7
localbed:Gage Gully,7
localbed:33.60 - 33.61 m,7
regionalbed:525,7
regionalbed:441.5,7
0.4' above base of Hartland Member,7
localbed:2675,7
localbed:89-90,7
localbed:0.63,7
Bed 5f,7
Bed D2A1,7
localbed:7iii,7
"localbed:7 | regionalbed:red mudstone, probably Purple 1",7
localbed:100 - 200,7
localbed:15-26,7
localbed:307,7
localbed:65 feet from base of section,7
"localbed:63,9",7
localbed:C1-0,7
localbed:28 | regionalbed:8,7
localbed:70.3,7
localbed:Dvuroginskii Horizon,7
regionalbed:28,7
localbed:79c,7
localbed:BTT 566,7
localbed:543a,7
"localbed:0,30",7
localbed:321-308,7
localbed:545,7
localbed:Z.orb-10,7
"localbed:22,0",7
localbed:470 | regionalbed:470,7
localbed:1009,7
localbed:1616,7
localbed:470.4,7
localbed:IYIII1,7
localbed:32a,7
"localbed:0,6",7
localbed:28.6,7
regionalbed:18589,7
localbed:Cornishville Bed/14,7
localbed:H222,7
localbed:Layer C,7
localbed:92 | regionalbed:90,7
localbed:178-138,7
"localbed:60,5",7
localbed:depth 96m,7
"localbed:4,9",7
localbed:75-8,7
localbed:13.85,7
localbed:OBLH (Oyster-bearing Limestone of Lower Subathu),7
localbed:unit F; levels AR-24 to AR-26,7
localbed:7–25,7
localbed:10.85,7
"localbed:8,7",7
localbed:n,7
localbed:16C,8
localbed:P6,8
localbed:Telm 5,8
localbed:AIS29,8
localbed:109 A,8
Fairmount,8
localbed:312.5,8
localbed:14.6,8
localbed:90-95,8
localbed:718.8 - 655.23,8
localbed:10B,8
localbed:292.5,8
localbed:2.92,8
localbed:121.6,8
localbed:11.12,8
localbed:273,8
localbed:CH 6a-c,8
localbed:31.3,8
localbed:1-143,8
Hamburg,8
localbed:12500,8
localbed:2615,8
localbed:UF16,8
localbed:IYII17,8
Ginkgo Bed,8
Rhynie Cherts Unit,8
localbed:I-3,8
localbed:78.87-79.39,8
localbed:Beds 5-12,8
localbed:1-111,8
localbed:coal-group 26,8
localbed:PAR-II 116,8
localbed:1377-1372,8
Lower B Bed,8
Galena,8
localbed:top faunal horizon,8
localbed:unit 3 (84-86 ft. below top),8
localbed:F-3,8
localbed:4-156,8
"localbed:13,245",8
localbed:Bed 08,8
localbed:1-93,8
bed 2,8
localbed:95 | regionalbed:255,8
localbed:2SW 6.0,8
localbed:103.0,8
localbed:95-99,8
"localbed:39,9",8
localbed:Spezzano 1.34m beneath Tully,8
localbed:-3.0,8
localbed:c 3 Ki,8
localbed:235-285,8
localbed:3.45,8
"localbed:34 (Unit 44, upper)",8
localbed:14.3,8
Unit Klb 10,8
localbed:15.2,8
Herrin (No. 6) Coal,8
localbed:5093m,8
localbed:3-46,8
localbed:910.5 - 910.0,8
localbed:intermediate level,8
localbed:79-4,8
localbed:297-290,8
localbed:107.45,8
localbed:65.0,8
localbed:112-8,8
localbed:1071 | regionalbed:2240,8
localbed:Unit 36,8
localbed:801,8
localbed:71.95,8
localbed:1191-1193,8
Yokusenia Bed,8
localbed:0 - 137,8
localbed:2 - 4,8
localbed:7730,8
Baden limestone formation,8
localbed:US34,8
localbed:134-146,8
Top of Plattsburg Limestone,8
localbed:593,8
localbed:83.65,8
localbed:23.65,8
localbed:a 5,8
10ft below and up to contact with Codell Fm.,8
Fisher Bed 19,8
localbed:4-160,8
localbed:142.1,8
localbed:H231,8
Albien moyen,8
localbed:124-135,8
localbed:LA 3,8
Top of Taylor Formation,8
localbed:9472-9475,8
localbed:Bill's Creek,8
localbed:02,8
localbed:-5.45,8
"F 21, Hard Bed",8
localbed:o-x,8
localbed:125-145,8
localbed:58.83,8
localbed:1286,8
localbed:11195,8
localbed:7.65,8
localbed:14-15,8
localbed:6B,8
"localbed:29 (Unit 30, lower)",8
"localbed:15,5",8
Horizon Yz4-3',8
localbed:2.23,8
localbed:3L,8
localbed:158.5-165.3,8
localbed:Hooken Cliff,8
regionalbed:107,8
localbed:377.4,8
localbed:1995-1998,8
localbed:535-585,8
localbed:11206,8
localbed:IN 32,8
localbed:482,8
localbed:depth 43m,8
Lummaton Shell Bed,8
Iron Post Cap Rock,8
localbed:769.7,8
localbed:-1.5,8
localbed:OSP I-II,8
localbed:Coral Horizon 5b2,8
localbed:309.5,8
Shale on Church Limestone,8
Tps1,8
localbed:5063m,8
localbed:depth 90m,8
localbed:Fisher Gully .19m above HFFG1,8
localbed:2674,8
localbed:10a1,8
localbed:308-297,8
regionalbed:67,8
localbed:33m above base of section,8
localbed:3-1,8
localbed:Merrimac Coal,8
Bed XI,8
localbed:Gns24,8
localbed:H223,8
localbed:G99-3MCc,8
localbed:66.35,8
Bed D6I,8
localbed:2245m,8
localbed:412.7,8
localbed:3890,8
localbed:017,8
localbed:101m,8
localbed:45.06-45.49,8
localbed:2058·0-2020'0,8
localbed:BR2,8
localbed:6820,8
localbed:543D,8
D6 Bed,8
localbed:190.3,8
localbed:G93-920LJ,8
localbed:12200,8
localbed:R 640,8
localbed:NL75,8
C11 Bed,8
localbed:021,8
localbed:Unit A,8
localbed:T23,8
localbed:120.35,8
localbed:19 | regionalbed:237,8
localbed:18.5m above base of formation,8
localbed:26.0,8
localbed:BL 29/02,8
localbed:296,8
87,8
localbed:4-117,8
regionalbed:255,8
Kaikorai Leaf Bed,8
localbed:2570-2560,8
Red Nodule Bed,8
Unit J,8
localbed:Go 12-14,8
localbed:9690,8
main Dictyoptychus level,8
Armatus Bed,8
SH3a,8
localbed:1911-1914,8
localbed:UF20,8
localbed:Gastriceras cumbriense Marine Band | regionalbed:Gastrioceras cumbriense Marine band,8
localbed:Bubenheimer Berg I,8
localbed:I-BR 1d,8
localbed:155 meter,8
localbed:48.00-54.00,8
localbed:H56,8
localbed:Site 9 Zone 1,8
localbed:26 - 71,8
localbed:21c-d,8
"localbed:0,3",8
"localbed:42,4",8
localbed:1630,8
localbed:77.8,8
localbed:493.3,8
D6A2 Bed,8
localbed:1867,8
Shale below Devils Den Limestone,8
localbed:p42/c2 layer 17,8
Bed 10 b,8
localbed:308.4,8
Haskell Limestone Base,8
localbed:depth 82m,8
localbed:CH 11,8
localbed:51.0,8
localbed:Highland Forest .18m above HiFor4,8
localbed:<10,8
localbed:309.0,8
localbed:82 meters above base of bed,8
localbed:1346-1347,8
localbed:Sample AK7,8
localbed:depth 1755m,8
regionalbed:44,8
Salenia texana Bed (Unit 2),8
localbed:PAR-I 68,8
localbed:K3,8
localbed:22E,8
localbed:8.29,8
localbed:Taunton 2 m below TiLans,8
localbed:1107,8
localbed:198 - 200,8
localbed:65 | regionalbed:325,8
localbed:232.5,8
localbed:Puchen,8
localbed:10223,8
"localbed:91,2",8
Unit 3,8
regionalbed:Division V-a,8
Limestone in Savanna,8
localbed:1064,8
localbed:H226,8
localbed:BL 11/02,8
localbed:F39,8
Haile 7G beds,8
localbed:178a,8
"Bed 2, Sec 258",8
localbed:11201,8
"Nummulites laevigatus bed (= units DC9-10 of Kemp, 1984)",8
localbed:NKII5,8
localbed:339.5,8
localbed:Highland Forest .24m above HiFor7,8
localbed:Head's base,8
localbed:28.2,8
localbed:989-993,8
localbed:3.83,8
regionalbed:1650,8
localbed:40.54,8
localbed:1.5 m below DeRuyter,8
localbed:0.41,8
localbed:753.2,8
localbed:T 10,8
Bed DM6,8
localbed:875-828,8
unit S10 of Curry et al. 1978,8
regionalbed:127,8
localbed:315 - 320,8
localbed:6e,8
Loogh Schichten,8
C4B Bed,8
localbed:1299-1301,8
regionalbed:6-7,8
localbed:1-156 B2,8
localbed:0.3 - 0.35,8
localbed:46.3 m above base,8
localbed:11245,8
localbed:G7,8
localbed:79-1,8
Bed 2c,8
localbed:unit 14,8
localbed:-0.5 | regionalbed:96.0,8
localbed:1 (Unit 2),8
localbed:51.7,8
localbed:delta,8
localbed:113.2,8
localbed:75 | regionalbed:408,8
localbed:837,8
localbed:38-5,8
localbed:325 | regionalbed:325,8
localbed:1145 | regionalbed:2340,8
localbed:21.2,8
UNIT 24,8
localbed:Dictyoclostus zone,8
regionalbed:230,8
localbed:UF23,8
Mercer Shale Lower,8
localbed:758,8
Unnamed mudstone above the Croweburg Coal,8
localbed:UF15,8
"localbed:D4,",8
localbed:-4.1,8
localbed:90-7,8
localbed:4-43,8
localbed:1590,8
localbed:G14-29,8
localbed:17-20,8
W15 Shore Road Bed,8
localbed:3.66 - 6.30 m,8
localbed:768 | regionalbed:1945,8
localbed:Horizon de Beauchamp,8
localbed:uppermost 12,8
localbed:32.98-32.95 m,8
localbed:7ii,8
localbed:343 | regionalbed:5,8
localbed:K10,8
localbed:11269,8
Patagonian beds,8
localbed:4960,8
localbed:F22,8
localbed:F47,8
regionalbed:Unit 1,8
localbed:137.1,8
localbed:4SW 9.0,8
localbed:B13/5,8
Lincoln,8
localbed:284,8
localbed:22-26,8
"localbed:7,25",8
localbed:1700'0-1678'0,8
ORGAN ROCK SHALE,8
localbed:49.8,8
localbed:338.3,8
Fossiliferous yellow shale at the base of L. Oread Ls.,8
localbed:AIS18,8
Upper Lime Creek,8
Americus,8
localbed:27a,8
localbed:F49,8
"localbed:D1,4,top",8
localbed:301,8
localbed:Laminated beds,8
F,8
localbed:NL72,8
"Beds F, H",8
localbed:14.8,8
localbed:G-9,8
localbed:2696m,8
localbed:Beearyada & Kalaloo,8
localbed:837A,8
localbed:315 above base of bioherm,8
localbed:682.2,8
localbed:Upper B,8
localbed:G85-42LJ,8
localbed:5 | regionalbed:935,8
regionalbed:749,8
localbed:5160m,8
localbed:12080,8
localbed:OC5,8
localbed:10.05,8
localbed:65a,8
"localbed:39 (Unit 49, lower)",8
localbed:H228,8
localbed:c 2 Ki,8
Horizon JS2,8
localbed:KU (c) 3,8
localbed:DeRuyter,8
localbed:-4-6b,8
"localbed:D2,2,above the base",8
localbed:2741m,8
localbed:K7,8
localbed:604-606,8
echinoid level e,8
localbed:Sample BO22,8
localbed:1306-1300,8
localbed:1221,8
localbed:4-121,8
localbed:6 feet from base of section,8
localbed:2092'5-2058'0,8
"localbed:3,90",8
localbed:23 (Unit 36),8
localbed:LA 7,8
localbed:277 - 285,8
localbed:222-178,8
localbed:279.08,8
localbed:IQ-20,8
localbed:13.9,8
localbed:L III,8
localbed:60 | regionalbed:1255,8
localbed:Allhallows,8
localbed:809,8
localbed:c 1 Ki,8
localbed:102 - 115,8
localbed:BE123,8
Ballanophyllia bed SL1,8
localbed:7456,8
localbed:-31.85,8
localbed:Pentamerus,8
regionalbed:166,8
localbed:Layer 5,8
localbed:Upper Mound interval,8
localbed:451,8
localbed:Ch-15a-I-5,8
localbed:base Amsdell,8
localbed:30.0,8
localbed:39 meters from base of bed,8
localbed:Sample 95.LM.26,8
localbed:DB133,8
Harveyville Shale Base,8
localbed:2810,8
localbed:427.6,8
"localbed:2,55",8
localbed:c 2 Ti,8
localbed:545'1-1424'0,8
localbed:A1G-cc,8
regionalbed:27,8
anglicus nodule-bed,8
localbed:6-13,8
localbed:Monkey Unit,8
localbed:886-875,8
regionalbed:0 to  133,8
localbed:Heliophyllum facies (V),8
"localbed:5,3",8
localbed:lower 4,8
localbed:169.0 above base of member,8
NIVEAU JAUNE,8
localbed:1-109,8
localbed:Unit 114,8
localbed:5 | regionalbed:4,8
regionalbed:7.5-19.5,8
localbed:Layer 13,8
localbed:2195,8
localbed:unit 1--32 ft. below top,8
localbed:4-70 B6,8
localbed:198.45,8
localbed:191.2,8
localbed:3M,8
Hasty Bank Main Plant Bed,8
localbed:SH1,8
localbed:3.0 | regionalbed:99.5,8
localbed:depth 288m,8
localbed:862-864,8
localbed:019,8
localbed:195.7,8
localbed:24.65,8
Flower Garden Reef,8
localbed:40.34 - 40.35 m,8
localbed:BL 19/02,8
localbed:321-323,8
localbed:R9,8
localbed:136-137,8
localbed:242.4,8
localbed:F38,8
localbed:G3,8
localbed:0-1m,8
Top of Havensville Shale Member,8
localbed:498.4,8
localbed:D9,8
localbed:LS 6,8
localbed:2020,8
localbed:262.5,8
localbed:G93-967LJ,8
localbed:6 & 8,8
localbed:53.2,8
localbed:-9.65,8
Coral Ridge Upper,8
55,8
localbed:5.35,8
localbed:299.5,8
localbed:CH 258A-C,8
localbed:UF18,8
localbed:80 - 100 cm,8
localbed:H227,8
localbed:023,8
"localbed:NAY 2145,5",8
localbed:middle faunal horizon,8
localbed:bed Te-17,8
"4' to 10' below base of #5, Grand Summit Section",8
localbed:BL 14/02,8
localbed:2598'3-2406'0,8
localbed:3.35,8
localbed:0.4-0.8,8
localbed:Hedges Shale,8
localbed:1130,8
localbed:20-26,8
Globigerina Bed,8
localbed:308.6,8
localbed:17.5 cm above base of section,8
localbed:bed 30,8
localbed:Grès de Monthieu,8
localbed:Faulconer/3-4,8
localbed:1-88,8
localbed:137-178,8
SHALE,8
localbed:300-360,8
localbed:7200,8
localbed:unit B; levels AR-12 to AR-14,8
localbed:3j,8
"localbed:32 (Unit 44, lower)",8
Bed 53,8
localbed:12.85,8
localbed:Mistaken Point E,8
localbed:93 | regionalbed:52,8
Sc.16,8
localbed:1b-3,8
localbed:1250,8
localbed:G85-41LJ,8
localbed:PAR-II 160,8
Bed 111b,8
localbed:1127,8
localbed:110-115,8
localbed:30-40,8
Hartland Upper,8
localbed:4673m,8
localbed:85-90,8
localbed:13100,8
localbed:15.9,8
localbed:8.55,8
localbed:XXXVIII | regionalbed:Zone II,8
localbed:Vz4,8
localbed:146 (Narrows unit 27),8
S1,8
localbed:BTT 567B,8
Block Coal,8
BUGTI,8
"Horizon ?C, ?D",8
Nodule Bed,8
localbed:203.1 - 142.15,8
localbed:H41A,8
localbed:136-138,8
localbed:279.98,8
localbed:-3.93,8
localbed:Horizon D,8
localbed:Zm E,8
Silex Beds,8
localbed:SM4,8
localbed:Bubenheimer Berg III,8
localbed:84.6,8
localbed:502,8
localbed:85-135,8
localbed:9-8,8
localbed:depth 130.5m,8
localbed:121.5,8
regionalbed:134,8
localbed:Lusso Beds,264
localbed:depth 17m,9
localbed:33.1,9
DIII,9
localbed:128.4,9
localbed:BB 6.35,9
localbed:R 641,9
localbed:85-8,9
localbed:11-10,9
localbed:BL 10/02,9
localbed:7.0 | regionalbed:113.0,9
localbed:102.85,9
regionalbed:1103.8,9
localbed:upper Ndolanya,9
localbed:13.65,9
localbed:IYII5,9
localbed:2110,9
Morrill Limestone Top,9
localbed:0 - 11.25,9
localbed:35-37,9
localbed:137-151,9
regionalbed:-83,9
localbed:MOR1B,9
localbed:112 - 125,9
localbed:310.1,9
localbed:Fisher Gully .55m above BaFis3B,9
e ß 2,9
localbed:671,9
Lower Ford Limestone?,9
localbed:Rolled-bone,9
localbed:Hipparion,9
"localbed:Gastrioceras cumbriense Marine Band, shale unit 4 | regionalbed:Gastrioceras cumbriense Marine Band",9
localbed:7540,9
beds 16 & 18,9
localbed:112-6,9
localbed:90-110,9
localbed:3.25 +,9
localbed:79.2 m above base,9
localbed:Martinsburg unit 19,9
localbed:22.7,9
localbed:D19,9
regionalbed:15.75-29.75,9
Pinecrest,9
localbed:3602,9
localbed:535B,9
Beil Limestone 1 1/2' Above Base,9
localbed:Sample BO5,9
Float from lower part of mbr. also 7-10' above base of Ft. Hays,9
Just above Weston over Stanton Limestone,9
localbed:1-134,9
Stull Shale Upper,9
localbed:11263,9
localbed:IYII8,9
localbed:7.5-9m,9
Unit #12,9
localbed:271.4,9
localbed:XXXVI | regionalbed:Zone II,9
localbed:E-1,9
localbed:22.6-6.1,9
HAM1,9
localbed:Gns11,9
regionalbed:lithofacies 2,9
Limey layers just above Altamont Limestone,9
200m above base SCLS,9
Bed 120a,9
localbed:2406-2305'4,9
LEPTAUCHENIA,9
"localbed:11,8",9
localbed:18.55,9
localbed:1577·5-1520'0,9
localbed:84MK7; 9.0 m,9
localbed:569.64,9
localbed:4.33,9
localbed:184.7-197.5,9
regionalbed:55–65,9
localbed:8060,9
localbed:M 11/10,9
50,9
localbed:3SW 6.0,9
localbed:Sample 17,9
shale above Deer Creek,9
Zuffardia bed,9
localbed:Upper Beds,9
localbed:unit 2--2 ft. below top,9
localbed:513,9
localbed:R 514,9
localbed:A. minor,9
localbed:between Bevier and Summitt coa,9
'LOWER GRAY',9
BLANCO,9
Limestone between Neva Limestone and Cottonwood Limestone,9
localbed:Taunton 1.7 m below TiLans,9
localbed:Black Rock coal group,9
Sandover Beds,9
regionalbed:795,9
localbed:18-25,9
Marsupites Band,9
localbed:2180,9
localbed:Gns16A,9
73,9
localbed:1-148 B2,9
localbed:16.4,9
localbed:Zm D,9
localbed:832,9
localbed:1736m,9
localbed:10-1,9
localbed:254.4,9
regionalbed:26-45,9
localbed:-8.55,9
localbed:-1.5 | regionalbed:95.0,9
localbed:PAR-II 76,9
Bed 44,9
localbed:413.6,9
localbed:6.6,9
Unit #2,9
regionalbed:76 to  132,9
Lower B Beds,9
regionalbed:0-2,9
localbed:610.1-617.25 m,9
RED,9
localbed:2520-2525,9
localbed:2382,9
localbed:2941m,9
localbed:2.37,9
localbed:Highland Forest .43m above HiFor3,9
localbed:10160,9
localbed:21 feet from the base of the section,9
localbed:171.9,9
Bed D4C2,9
localbed:530A,9
localbed:156.5,9
localbed:5017m,9
localbed:URL1b,9
Hughes Creek Shale Upper,9
localbed:ZS-6,9
regionalbed:951,9
localbed:XXXV | regionalbed:Zone II,9
localbed:5200,9
localbed:100-210,9
localbed:IN 1,9
localbed:Trenton unit 5,9
localbed:level 3,9
Horizon 171,9
localbed:18 | regionalbed:208,9
"Horizon A3, F",9
localbed:4-34 B2,9
localbed:10 - 11.25,9
"localbed:93,1",9
localbed:14-15; 18,9
"localbed:T1,2a",9
localbed:19.72,9
"localbed:8,6",9
localbed:top beds,9
regionalbed:670,9
base of upper. phos. zone,9
localbed:HC,9
localbed:BR 1,9
localbed:HT290,9
localbed:H24,9
localbed:Coral Horizon 5a,9
localbed:7300,9
localbed:PSR3,9
localbed:Wilson Creek Shale,9
localbed:11199,9
localbed:45.7,9
Secor Coal Shale,9
localbed:Spezzano .1m below TibaGag,9
localbed:US3,9
localbed:71.3,9
localbed:658,9
Buckmani Beds,9
localbed:293-331,9
"localbed:lowest Spezzano, creek level",9
Near Top of Stanger Formation,9
localbed:BL 2/02,9
localbed:-1-25,9
Campanile Bed S2,9
localbed:51a,9
localbed:5.67,9
localbed:252.6,9
localbed:246,9
localbed:195-199,9
localbed:2375m,9
localbed:64.6-74.8,9
