organismScope,reps
Drechslera catenaria (Drechsler) S. Ito,2
Drechslera dematioidea (Bubak & Wroblewski) Subramanian & P.C. Jain,1
Drechslera erythrospila (Drechsler) Shoemaker,2
Drechslera gigantea Ito,1
Drechslera indica (Rai et al.) Mouchacca,1
Drechslera nicotiae Mouchacca,1
Drechslera nobleae McKenzie & Matthews,1
Drechslera phlei (Graham) Shoemaker,1
Drechslera poae (Baudys) Shoemaker,3
Drechslera teres (Saccardo) Shoemaker,1
Drechslera teres (Saccardo) Shoemaker f. teres,1
Drechslera teres f. maculata Smedegard-Petersen,1
Drechslera wirreganensis Wallwork,1
Drepanopeziza populorum (Desmazières) von Höhnel,1
Drepanopeziza tremulae Rimpau,3
Duddingtonia flagrans (Duddington) R.C. Cooke,3
Duportella halimi (Boidin & Lanquetin) Hjortstam,5
Duportella kuehneri (Boidin & Lanquetin) Hjortstam,10
Duportella kuehneroides Boidin et al.,10
Duportella malenconii (Boidin & Lanquetin) Hjortstam,13
Duportella malenconii var. americana Chamberlain,6
Duportella miranda Boidin et al.,9
Duportella trigonosperma (Boidin et al.) Hjortstam,9
Duportella tristicula (Berkeley & Broome) Reinking,10
Dyctiosporium triseriale Matsushima,1
Earliella scabrosa (Persoon) Gilbertson & Ryvarden,3
Echinodontium tinctorium Ellis & Everhart,1
Echinoporia hydnophorus (Berkeley & Broome) Ryvarden,1
Eladia saccula (Dale) G. Smith,1
"Elaphocordyceps subsessilis (Petch) G.H. Sung, J.M. Sung & Spatafora",1
Ellisomyces anomalus (Hesseltine & Anderson) Benny & Benjamin,1
Embellisia allii (Campanile) E. Simmons,3
Embellisia chlamydospora (Hoes et al.) E. Simmons,2
Embellisia hyacinthi de Hoog & P.J. Muller,1
Emericella falconensis Horie et al.,1
"Emericella heterothallica (Kwon, Fennell & Raper) Malloch & Cain",2
Emericella nidulans (Eidam) Vuillemin,11
Emericella quadrilineata (Thom & Raper) C.R. Benjamin,1
Emericella rugulosa (Thom & Raper) C.R. Benjamin,1
Emericella similis Horie et al.,1
Emericellopsis glabra (van Beyma) Backus & Orpurt,2
Emericellopsis humicola (Cain) Gilman,1
Emericellopsis microspora Backus & Orpurt,1
Emericellopsis minima Stolk,7
Emericellopsis mirabilis (Malan) Stolk,1
Emericellopsis pusilla Mathur et al.,1
Emericellopsis salmosynnemata Grosklags & Swift,1
Emericellopsis synnematicola Mathur & Thirumalachar,1
Emericellopsis synnematicola P.N. Mathur & Thirumalachar,1
Emericellopsis terricola van Beyma,1
Emmonsia parva (Emmons & Ashburn) Ciferri & Montemartini var. crescens (Emmons & Jellison) van Oorschot,3
"Emmonsia pasteuriana Drouhet, Guého & Gori",1
Endophragmiella boewei (Crane) S. Hughes,2
Endophragmiella occidentalis Castañeda et al.,1
Endothia fluens (Sowerby) Shear & Stevens,1
Engyodontium album (Limber) de Hoog,13
Engyodontium parvisporum (Petch) de Hoog,1
Enridescalsia speciosa Castañeda,2
Entoleuca mammata (Wahlenberg) J.D. Rogers & Y.-M. Ju,1
Entoloma clypeatum (Linnaeus : Fries) Quélet,1
Entonaema cinnabarina (Cooke & Massee) lloyd,1
Entonaema pallidum G.W. Martin,2
Entyloma gaillardianum Vánky,1
Entyloma holwayi,1
Epichloe typhina (Persoon) Tulasne,1
Epicoccum nigrum Link,15
Epicoccum purpurascens Ehrenberg,7
Epidermophyton floccosum (Harz) Langeron & Milochevitch,42
Epidermophyton floccosum (Harz) Langeron & Milochevitch var. floccosum,1
Epithele citrispora Boidin et al.,1
Epithele efibulata Boidin et al.,2
Epithele malaiensis Boidin & Lanquetin,1
Epithele nikau G.H. Cunningham,1
Epithele typhae (Persoon : Fries) Patouillard,2
Eremascus fertilis Stoppel,1
Eremodothis angulata (Das) von Arx,1
Eremothecium coryli (Peglion) Kurtzman,1
Eremothecium coryli gr.,1
Eriopeziza caesia Rehm,1
Erythricium laetum (Karsten) J. Eriksson & Hjortstam,2
"Erythrobasidium hasegawianum Hamamoto, Sugiyama & Komagata",1
Eupenicillium abidjanum Stolk,1
Eupenicillium baarnense (van Beyma) Stolk & Scott,3
Eupenicillium brefeldianum (B.O. Dodge) Stolk & D.B. Scott,19
Eupenicillium cinnamopurpureum Scott & Stolk,5
Eupenicillium crustaceum Ludwig,6
Eupenicillium ehrlichii (Klebahn) Stolk & D.B. Scott,2
Eupenicillium erubescens D.B. Scott,1
Eupenicillium euglaucum (van Beyma) Stolk & Samson,18
Eupenicillium hirayamae D.B. Scott & Stolk,1
Eupenicillium inusitatum D.B. Scott,1
Eupenicillium javanicum (van Beyma) Stolk & D.B. Scott var. javanicum,4
Eupenicillium javanicum aggr.,3
Eupenicillium lapidosum D.B.Scott & Stolk,2
Eupenicillium levitum (Raper & Fennell) Stolk & D.B. Scott,3
Eupenicillium limoneum Gochenaur & Zlattner,1
Eupenicillium ludwigii Udagawa,6
Eupenicillium meloforme Udagawa & Horie,1
Eupenicillium meridianum Scott,3
Eupenicillium ochrosalmoneum D.B. Scott & Stolk,6
Eupenicillium parvum (Raper & Fennell) Stolk & D.B. Scott,1
Eupenicillium pinetorum Stolk,2
Eupenicillium rubidurum Udagawa & Horie,1
Eupenicillium shearii Stolk & D.B. Scott,6
Eupenicillium shearii Stolk & D.B.Scott,11
Eupenicillium stolkiae D.B. Scott,4
Eupenicillium terrenum D.B. Scott,1
Euricoa dominguesii Batista & Maia,1
Eurotium amstelodami (Mangin) Thom & Church,14
Eurotium amstelodami Mangin,12
Eurotium athecium (Raper & Fennell) von Arx,1
Eurotium chevalieri Mangin,5
Eurotium cristatum (Raper & Fennell) Malloch & Cain,1
Eurotium echinulatum Delacroix,2
Eurotium herbariorum (Wiggers : Fries) Link,4
Eurotium intermedium Blaser,2
Eurotium montevideense (Talice & MacKinnon) Malloch & Cain,1
Eurotium pseudoglaucum (Blochwitz) Malloch & Cain,1
Eurotium repens de Bary,8
Eurotium rubrum König et al.,5
Everhartia lignitalis Thaxter,1
Exobasidium karstenii Saccardo & Trotter,1
Exophiala alcalophila Goto & Sugiyama,3
Exophiala attenuata Vitale & de Hoog,1
"Exophiala cancerae de Hoog, V.A. Vicente, Najafz., Harrak, Badali, Seyedm. & Boeger",2
"Exophiala castellanii Iwatsu, Nishimura & Miyaji",1
Exophiala dermatitidis (Kano) de Hoog,101
Exophiala equina Harrak,1
Exophiala heteromorpha (Nannfeldt) de Hoog,2
Exophiala jeanselmei (Langeron) McGinnis & Padhye,44
Exophiala jeanselmei (Langeron) McGinnis & Padhye var. jeanselmei,1
Exophiala jeanselmei var. heteromorpha (Nannfeldt) de Hoog,8
Exophiala lecanii-corni (Benedek & Specht) Haase & de Hoog,1
Exophiala lecanii-cornii (Benedek & G. Specht) Haase & de Hoog,1
Exophiala moniliae de Hoog,1
"Exophiala phaeomuriformis (T. Matsumoto, A.A. Padhye, Ajello & McGinnis) Matos, Haase & De Hoog",7
Exophiala pisciphila McGinnis & Ajello,14
Exophiala salmonis Carmichael,3
Exophiala sp.,2
Exophiala spinifera (Nielsen & Conant) McGinnis,9
Exophiala xenobiotica de Hoog & al.,2
Exserohilum rostratum (Drechsler) Leonard & Suggs emend. Leonard,3
Farlowiella carmichaeliana (Berkeley) Saccardo,2
Farrowia longicollea (Krzemieniewska & Badura) D. Hawksworth,1
Farysizyma acheniorum (Buhagiar & J. A. Barnett) Á. Fonseca,6
"Farysizyma taiwaniana P.-H. Wang, Y.-T. Wang & S.-H. Yang",1
Fellomyces borneensis Prillinger,1
Fellomyces chinensis Prillinger,1
Fellomyces fuzhouensis (Yue) Y. Yamada & Banno,1
Fellomyces horovitziae Spaaij et al.,2
Fellomyces lichenicola Prillinger,1
Fellomyces penicillatus (Rodrigues de Miranda) Y. Yamada & Banno,2
Fellomyces polyborus (D.B. Scott & Van der Walt) Y. Yamada & Banno,3
Fellomyces polyborus (Scott & van der Walt) Yamada & Banno,1
Fellomyces sichuanensis Prillinger,1
Fellomyces sp.,3
Fellomyces thailandicus Prillinger,1
Fennellia flavipes Wiley & Simmons,8
Fennellia monodii Locquin-Linard,2
Fennellomyces linderi (Hesseltine & Fennell) Benny & R.K. Benjamin,1
Fibricium rude (Karsten) Jülich,1
Fibrodontia gossypina Parmelee,1
Fibroporia radiculosa (Peck) Parmasto,10
Fibroporia vaillantii (de Candolle : Fries) Parmasto,8
"Fibulochlamys chilensis Madrid, Stchigel, Gené & Guarro",1
Fibulomyces septentrionalis (J. Eriksson) Jülich,1
Filobasidium capsuligenum Rodrigues de Miranda,7
Filobasidium floriforme Olive,5
Filobasidium uniguttulatum Kwon-Chung,4
Filosporella annelidica (Shearer & Crane) Crane & Shearer,2
"Fissuricella filamenta & Ahearn) Pore, D'Amato & Ajello",1
Fistulina hepatica (Schaeffer : Fries) Fries,1
Flabellophora obovata (Junghuhn) Ryvarden,4
Flagellospora penicillioides Ingold,2
Flammulina velutipes (Curtis : Fries) Singer,15
Flammulina velutipes (Curtis: Fries) Singer,1
Flavodon flavus (Klotzsch) Ryvarden,8
Flavophlebia sulfuro-isabellina (Litschauer) Larsson & Hjortstam,1
Flora,39310
Fomes fasciatus (Swartz: Fries) Cooke,5
Fomes fomentarius (Linnaeus : Fries) Fries,5
"Fomitiporia aethiopica Decock, Bitew & Castillo",3
"Fomitiporia apiahyna Robledo, Decock & Rajchenberg",16
"Fomitiporia australiensis M. Fischer, J. Edwards, Cunnington & Pascoe",2
Fomitiporia bakeri (Murrill) Vlasák & Kout,1
Fomitiporia bannaensis Y.C. Dai,4
Fomitiporia calkinsii (Murrill) Vlasák & Kout,1
"Fomitiporia capensis M. Fischer, M. Cloete, L. Mostert & F. Halleen",1
Fomitiporia castilloi Decock & Amalfi,1
"Fomitiporia cupressicola Amalfi, Raymundo, Valenzuela & Decock",7
Fomitiporia dryophila Murrill,4
"Fomitiporia erecta (A. David, Dequatre & Fiasson) Fiasson",2
Fomitiporia expansa Amalfi & Decock,1
Fomitiporia gabonensis Amalfi & Decock,9
Fomitiporia hartigii (Allescher & Schnabl) Fiasson & Niemelä,3
Fomitiporia hippophaeicola (H. Jahn) Fiasson & Niemëla,3
"Fomitiporia ivindoensis Decock, Amalfi & Yombiyeni",4
Fomitiporia langloisii Murrill,9
Fomitiporia maxonii Murrill,14
Fomitiporia mediterranea M. Fischer,23
"Fomitiporia neotropica Campos-Santana, Amalfi, R.M. Silveira, Robledo & Decock",7
Fomitiporia nobilissima Decock & Yombiyeni,3
Fomitiporia polymorpha M. Fischer,1
Fomitiporia pseudopunctata (David et al.) Fiasson & Niemelä,6
Fomitiporia punctata (Fries: P. Karsten) Murrill,13
Fomitiporia robusta (P. Karsten) Fiasson & Niemelä,3
Fomitiporia sp.,2
"Fomitiporia spinescens (J.E. Wright & G. Coelho) G. Coelho, Guerrero & Rajchenberg",2
"Fomitiporia tabaquilio (Urcelay, Robledo & Rajchenberg) Decock & Robledo",2
"Fomitiporia tenuis Decock, Bitew & Castillo",13
Fomitiporia texana (Murrill) Nuss,6
Fomitiporia tsugina Murrill,7
Fomitopsis africana Mossebo & Ryvarden,1
Fomitopsis carneus (Blume & Nees) Imazeki,3
Fomitopsis dochmia (Berkeley & Broome) Ryvarden,4
Fomitopsis pinicola (Swartz : Fries) Karsten,8
Fomitopsis rosea (Albertini & Schweinitz : Fries) P. Karsten,1
Fonsecaea pedrosoi (Brumpt) Negroni,19
Fulvifomes fastuosus (Léveillé) Bondartseva & S. Herrera,3
Fulvifomes rimosus (Berkeley) Fiasson & Niemelä,2
Fulvifomes underwoodii (Murrill) Murrill,1
Funalia leonina (Klotzsch) Patouillard,1
Funga i líquens,3
Fusariella atrovirens Saccardo,1
Fusariella hughesii Chabelska-Frydman,3
"Fusarium ananatum A. Jacobs, Marasas & van Wyk",3
Fusarium annulatum Bugnicourt,1
Fusarium arthrosporioides Sherbakoff,2
"Fusarium asiaticum O'Donnell, T. Aoki, Kistler  & Geiser",2
Fusarium avenaceum (Corda : Fries) Saccardo,8
Fusarium avenaceum (Fries) Saccardo,2
Fusarium camptoceras Wollenweber & Reinking,2
Fusarium chlamydosporum Wollenweber & Reinking,1
Fusarium chlamydosporum Wollenweber & Reinking var. chlamydosporum,3
Fusarium coeruleum (Libert) Saccardo,1
Fusarium concentricum Nirenberg &  O'Donnell,1
Fusarium concolor Reinking,2
"Fusarium crookwellense L.W. Burgess, P.E. Nelson & Toussoun",6
Fusarium culmorum (W.G. Smith) Saccardo,38
Fusarium decemcellulare Brick,1
"Fusarium delphinoides Schroers, Summerb., O'Donnell & Lampr.",1
"Fusarium delphinoides Schroers, Summerbell, O'Donnell & Lamprecht",1
Fusarium dimerum Penzig,3
Fusarium domesticum (Fries) H.P. Bachmann,4
Fusarium equiseti (Corda) Saccardo,5
"Fusarium foetens Schroers, O Donnell, Baayen & Hooftman",1
Fusarium fujikuroi Nirenberg,13
Fusarium graminearum Schwabe,14
Fusarium heterosporum Nees ex Fries,5
Fusarium incarnatum (Desmazières) Saccardo,2
Fusarium incarnatum (Roberge) Saccardo,4
Fusarium incarnatum-equiseti gr.,1
"Fusarium keratoplasticum D. Geiser, O’Donnell, Short & Zhang, sp. nov.",9
Fusarium lactis Pirotta,1
Fusarium lactis Pirotta & Riboni,8
Fusarium langsethiae Torp & Nirenberg,2
Fusarium larvarum Fuckel,1
Fusarium lateritium Nees : Fries var. lateritium,1
Fusarium lateritium Nees ex Fries,2
Fusarium lichenicola (C. Massalongo) Summerbell & Schroers,5
Fusarium lichenicola C. B. Massalongo,1
Fusarium longipes Wollenw. & Reinking,1
Fusarium longipes Wollenweber & Reinking,1
"Fusarium mangiferae Britz, Wingfield & Marasas",2
Fusarium merismoides Corda,6
"Fusarium miscanthi W. Gams, Klamer & O'Donnell",10
"Fusarium musae Van Hove, Waalwijk, Munaut, Logrieco & Moretti",31
Fusarium nygamai Burgess & Trimboli,3
Fusarium oxysporum (Weimer) Snyder & Hansen f. sp. medicaginis,1
Fusarium oxysporum Apt f. sp. tulipae,1
Fusarium oxysporum Schlechtendahl,56
Fusarium oxysporum Schlechtendahl ex Fries,37
Fusarium oxysporum f. aechmeae (Gerlach & Sauthoff) Gordon,1
Fusarium oxysporum f. sp. albedinis (Killian & Maire) Gordon,5
Fusarium oxysporum f. sp. batatas (Wollenweber) Snyder & Hansen,6
Fusarium oxysporum f. sp. betae (Stewart) Snyder & Hansen,1
Fusarium oxysporum f. sp. crotalariae Carrera,1
Fusarium oxysporum f. sp. cubense race 1 (E.F. Smith) Snyder & Hansen,1
Fusarium oxysporum f. sp. cubense race 2 (E.F. Smith) Snyder & Hansen,1
Fusarium oxysporum f. sp. gladioli (Massey) Snyder & Hansen,1
Fusarium oxysporum f. sp. lycopersici (Saccardo) Snyder & Hansen,7
Fusarium oxysporum f. sp. melonis Snyder & Hansen,2
Fusarium oxysporum f. sp. melonis race 0 Snyder & Hansen,1
Fusarium oxysporum f. sp. melonis race 1 Snyder & Hansen,1
Fusarium oxysporum f. sp. melonis race 1-2 Snyder & Hansen,1
Fusarium oxysporum f. sp. melonis race 2 Snyder & Hansen,1
Fusarium oxysporum f. sp. narcissi (Cooke & Massee) Snyder & Hansen,1
Fusarium oxysporum f. sp. pisi (van Hall) Snyder & Hansen,2
Fusarium oxysporum f. sp. radicis-lycopersici Jarvis & Shoemaker,14
Fusarium oxysporum f. sp. vasinfectum (Atkinson) Snyder & Hansen,11
"Fusarium petroliphilum (Q.T. Chen & X.H. Fu) D. Geiser, O’Donnell, Short & Zhang, stat. nov.",9
Fusarium phyllophilum Nirenberg & O'Donnell,3
Fusarium poae (Peck) Wollenweber,26
Fusarium polyphialidicum Marasas & al.,2
Fusarium proliferatum (Matsushima) Nirenberg,25
Fusarium pseudograminearum O'Donnell & T. Aoki,1
Fusarium pusillum Wollenweber,3
Fusarium ramigenum O'Donnell & Nirenberg,8
Fusarium redolens Wollenweber,2
Fusarium reticulatum Montagne,2
Fusarium sambucinum Fuckel,1
"Fusarium secorum Secor, Rivera-Varas, Christ, F. Mathew, M.F.R. Khan, Varrelmann & M. Bolton",1
Fusarium semitectum var. majus Wollenweber,1
Fusarium solani (Martius) Saccardo,18
Fusarium solani (Martius) Saccardo f. pisi (Jones) Snyder & Hansen,1
Fusarium solani f. sp. pisi (Jones) Snyder & Hansen,1
Fusarium solani var. redolens (Wollenweber) Bilai,1
Fusarium sp.,10
Fusarium sporotrichiella Bilai,2
Fusarium sporotrichioides Sherbakoff,7
Fusarium subglutinans (Wollenweber & Reinking) Nelson & al.,4
Fusarium sulphureum Schlechtendahl ex Fries,2
Fusarium temperatum Scauflaire J. & Munaut F.,33
Fusarium tricinctum (Corda) Saccardo,7
Fusarium verticillioides (Saccardo) Nirenberg,58
Fusarium virguliforme O'Donnell & T. Aoki,1
Fusarium xylarioides Steyaert,115
Fuscoporia contigua (Persoon : Fries) G.H. Cunningham,8
Fuscoporia ferrea (Persoon) Cunningham,4
Fuscoporia ferruginosa (Schrader: Fries) Murrill,2
Fuscoporia gilva (Swartz: Fries) T. Wagner & M. Fischer,4
Fuscoporia palmicola (Berkeley & M.A. Curtis) Bondartseva & S. Herrera,1
Fuscoporia sp.,1
Fuscoporia torulosa (Persoon) T. Wagner & M. Fischer.,3
Fuscoporia wahlbergii (Fries) T. Wagner & M. Fischer,4
Fusicladium carpophilum (von Thümen) Oudemans,1
Fusicoccum amygdali Delacroix,1
Fusicolla sp.,1
Fusidium aeruginosum Link,2
Fusidium griseum Link,1
Fusoma triseptatum Saccardo,1
Gaeumannomyces graminis var. avenae (Turner) Dennis,3
Gaeumannomyces graminis var. tritici J. Walker,83
Galactomyces candidum de Hoog & M.T. Smith,22
Galactomyces candidum gr.,1
Galactomyces citri-aurantii E.E. Butler,6
Galactomyces geotrichum (E.E. Butler & L.J. Petersen) Redhead & Malloch,59
Galactomyces pseudocandidum de Hoog & M.T. Smith,1
Galactomyces reessii (van der Walt) Redhead & Malloch,1
Galzinia incrustans (von Höehnel & Litschauer) Parmasto,1
Galzinia occidentalis Rogers,1
Gamsia simplex (J. Sugiyama & al.) von Arx,2
Ganoderma applanatum (Persoon) Patouillard,18
Ganoderma australe (Fries) Patouillard,2
Ganoderma australe (Fries) Patouillard complex,6
Ganoderma carnosum Patouillard,4
Ganoderma coffeatum (Berkeley) Furtado,6
Ganoderma curtissii (M.J. Berkeley) W.A. Murrill,4
Ganoderma dejongii Steyaert,3
Ganoderma guyanensis Decock & Ryvarden,1
Ganoderma hildebrandii Hennings,4
"Ganoderma lingzhi Sheng H. Wu, Y. Cao & Y.C. Dai",11
Ganoderma lipsiense,3
Ganoderma lucidum (W. Curtis : Fries) Karsten,10
Ganoderma martinicense Welti & Courtecuisse,1
Ganoderma mutabile Y. Cao & H.S. Yuan,1
Ganoderma neogibbosum Welti & Courtecuisse,2
Ganoderma oerstedii (Fries) Torrend,1
Ganoderma parvigibbosum Welti & Courtecuisse,9
Ganoderma perzonatum Murrill,2
Ganoderma resinaceum Boudier,1
Ganoderma resinaceum Patouillard,7
Ganoderma rufoalbum (Bresadola & Patoulliard) Patouillard,9
Ganoderma ryvardense R.K. Tonjock & A.M. Mih,1
Ganoderma sp.,9
Ganoderma stipitatum Murrill,1
Ganoderma subamboinense var. laevisporum Bazzalo & Wright,1
Ganoderma turbinatum Ipulet & Ryvarden,3
Ganoderma weberianum (Bresadola & Hennings ex Saccardo) Steyaert,1
Gelasinospora calospora (Mouton) C. & M. Moreau,3
Gelasinospora calospora (Mouton) C. Moreauet M. Moreau,1
Gelasinospora cerealis Dowding,1
Gelasinospora heterospora Cailleux,2
Gelasinospora kobi Cailleux,2
Gelasinospora longispora Udagawa,1
Genus sp.,1
Geoglossum glutinosum Persoon,1
Geomyces asperulatus Sigler & Carmichael,2
Geomyces destructans Blehert & Gargas,10
Geomyces pannorum (Link) Sigler & Carmichael,34
Geomyces pannorum (Link) Sigler & Carmichael var. pannorum,13
Geomyces pulvereus Hocking & Pitt,1
Geomyces vinaceus Dal Vesco,1
"Geosmithia fassatiae M. Kolarík, Kubátová & Pažoutová, in Kolarík, Kubátová, Cepicka & Pažoutová",1
"Geosmithia flava M. Kolarík, Kubátová & Pažoutová",1
"Geosmithia langdonii M. Kolarík, Kubátová & Pažoutová",1
Geosmithia lavendula (Raper & Fennell) Pitt,1
Geosmithia namyslowskii (Zaleski) Pitt,1
"Geosmithia obscura M. Kolarík, Kubátová & Pažoutová",1
"Geosmithia pallida (G. Smith) M. Kolarík, Kubátová & Pažoutová",1
"Geosmithia pallida gr. (G. Smith) M. Kolarík, Kubátová & Pažoutová",2
Geotrichopsis mycoparasitica Tzean & Estey,1
Geotrichum eriense (L.R. Hedrick & P.D. Dupont) A.C.M. Weijman,2
Geotrichum europaeum de Hoog & M.T. Smith,1
Geotrichum fermentans (H.A. Diddens & J. Lodder) J.A. von Arx,2
Geotrichum fragrans Morenz,6
Geotrichum klebahnii (Stautz) Morenz,1
Geotrichum klebahnii (W. Stautz) J. Morenz,4
Geotrichum marinum Thirumalachar,2
Geotrichum sp.,5
Gibberella acuminata Wollenweber,2
Gibberella avenacea R.J. Cook,13
Gibberella baccata (Wallroth) Saccardo,2
Gibberella fujikuroi (Sawada) Wollenweber,22
Gibberella intricans Wollenweber,11
Gibberella moniliformis Wineland,52
Gibberella pulicaris (Fries : Fries) Saccardo,9
Gibberella zeae (Schweinitz) Petch,11
"Gibellulopsis nigrescens (Pethybr.) Zare, W. Gams & Summerbel",1
Gilbertella persicaria (Eddy) Hesseltine,1
Gilbertella persicaria (Eddy) Hesseltine var. persicaria,3
Gilmaniella humicola Barron,13
Gliocephalotrichum bacillisporum Decock & Huret,7
Gliocephalotrichum bulbilium J. Ellis & Hesseltine sensu Tubaki & Fujita,7
Gliocephalotrichum cylindrosporum Wiley & E. Simmons,3
Gliocephalotrichum longibrachium Decock & Charue,2
Gliocephalotrichum microchlamydosporum (J.A. Meyer) Wiley & E. Simmons,5
Gliocephalotrichum ohiense L.H. Huang & J.A. Schmitt,1
Gliocephalotrichum simplex (J.A. Meyer) Wiley & E. Simmons,6
Gliocladiopsis curvata L. Lombard & Crous,2
Gliocladiopsis tenuis (Bugnicourt) Crous & Wingfield,2
Gliocladium album (Preuss) Petch,4
Gliocladium aurifilum (Gerard) Seifert et al.,1
Gliocladium caespitosum Petch,1
Gliocladium catenulatum Gilman & Abbott,15
Gliocladium cibotii van Beyma,1
Gliocladium cylindrosporum Matsushima,1
Gliocladium flavum van Beyma,1
Gliocladium nigrovirens van Beyma,2
Gliocladium penicillioides Corda,1
Gliocladium sagaricasis Saksena,1
Gliocladium solani (Harting) Petch,1
Gliocladium vermoesenii (Biourge) Thom,4
Gliomastix cerealis (Karsten) Dickinson,1
Gliomastix convoluta (Harz) Mason,1
Gliomastix felina (Marchal) Hammill,1
Gliomastix murorum (Corda) Hughes,6
Gliomastix musicola (Speggazini) Dickinson,1
Gliomastix polychroma (J.F.H. Beyma) Matsushima,5
Gloeocystidiellum clavuligerum (von Höhnel & Litschauer) Nakasone,6
