behavior,reps
song; perch; perform visual display,5
song; perch; perform visual display; regurgitate; eat; preen,1
song; perch; preen,17
song; perch; preen; perform visual display,1
song; perch; preen; scratch; ruffle; defecate,1
song; perch; preen; scratch; take flight,1
song; perch; preen; stretch,1
song; perch; regurgitate; ruffle,1
song; perch; ruffle,2
song; perch; ruffle; stretch; take flight,1
song; perch; scratch; take flight,1
song; perch; stretch,2
song; perch; subsong; call,1
song; perch; take flight,41
song; perch; take flight; hop,1
song; perch; wipe bill,3
song; perform courtship display,8
song; perform courtship display; call,3
song; perform courtship display; court,1
song; perform courtship display; fly,2
song; perform nest relief,1
song; perform visual display,134
song; perform visual display; call,3
song; perform visual display; perch,2
song; perform visual display; scratch; preen; perch,1
song; preen,5
song; preen; stand,1
song; preen; take flight; perch,1
song; regurgitate; perch,1
song; roost,7
song; roost; establish flock contact,1
song; ruffle,1
song; ruffle; walk; dust bathe; forage,1
song; scold,21
song; scold; emit alarm,2
song; scold; perform visual display,1
song; scold; whisper,1
song; song,14
song; song in duet,1
song; song; call,1
song; song; call; fly,1
song; stand,15
song; stand; carry food in bill,1
song; stand; forage; walk,1
song; stand; hop,2
song; stand; take flight,1
song; stand; walk; forage; fly,1
song; stand; wipe bill,1
song; subsong,35
song; subsong; advertise,15
song; subsong; advertise; court; whisper,2
song; subsong; advertise; forage,1
song; subsong; advertise; forage; emit alarm,1
song; subsong; advertise; whisper,1
song; subsong; call,2
song; subsong; call; scold,1
song; subsong; counter singing; advertise,1
song; subsong; court,4
song; subsong; forage,1
song; subsong; mimicry,1
song; subsong; whisper,2
song; take flight,1
song; take flight; fly; land; perch; preen,1
song; take flight; perch,6
song; vocalize,3
song; walk,3
song; whisper,39
song; whisper; Social context: mixed,1
song; wing flaps,2
song?,534
song? (2 types of vocalizations),1
song? (male),1
song? and call,8
song? and calls,24
song? and drum,1
song? call,3
song? calls,2
song? male,3
song? of a male,1
song? or call phrase,1
"song?, call",8
"song?, calls",2
"song?, calls?",1
"song?, male",1
"song?, unknown",2
"song?, wing whirs",1
song?/call?,1
song???,1
song@call,1
songflight,3
songle near nest,1
songs,96
songs (2 types),1
songs (duet),4
"songs (duet), calls",2
songs (duet?),1
songs (semi colony),1
songs 2 birds after pb,1
"songs 2 birds, nv",1
"songs 2 birds, pb",1
songs 2-3 birds,1
songs 3 birds,1
songs 3 birds at lek,1
songs 3-4 birds,1
songs and calls,1
songs and calls at lek,1
songs and calls pair and group of 3,1
songs and possible call,1
songs at lek,9
songs mimic L. rubricata,3
songs mimic L. senegala (recorded),1
songs of 2  birds,2
songs of 2  birds (duet?),1
songs of 2 birds,15
songs of 2 birds after pb,2
songs of 2 birds and calls,1
songs of 2 males,1
"songs of 2 males, after playback",1
songs of 2-3 birds,1
songs of 3 birds,3
songs of a pair,2
songs of countersinging birds,1
songs of group of 3 birds,1
songs of several birds,2
songs of several males and wing whistle in flight,1
songs on tape 1993 #19A,1
songs or calls,1
"songs tape recorded 1991 #52 A,B",1
songs taped,1
songs taped - mimics goldbreast. tape 4A. 006-096,1
"songs taped mimics Amaudava subflava, tape 7B: 0-190",1
songs with half duets,1
"songs, (duet?)",1
"songs, 2 males",1
"songs, adult and juvenile",1
"songs, agitated calls",1
"songs, call",3
"songs, calls",4
"songs, calls & wing whistle",1
"songs, duet",1
"songs, flight calls",1
"songs, harsh calls",1
"songs, pb",1
songs? 2 birds,1
sonido grupal,1
soong,1
sound and scream,1
sound in conflict,2
sound in flight,2
sound of a colony,1
sound of bill closing,1
sound of picking,1
sound of sneeze or cough,1
sound of the colony,1
sound of wingbeats,1
sound of wings,4
sound of wings hunting,1
sound of wings on take off,1
sound while foraging,1
sounds,1
sounds of a colony,1
sounds of a small rookery,1
soundscape,3
soundscape at dawn,1
sparrow-like chirps of 3 birds taking flight,1
spawning,471
special sound,1
specimen was attracted to the electrodes while sampling fish,1
"specimens taken on trunk of dead, standing, barked samplings, trunk diam. 2""",1
spiraea salicifolia,1
spirn creek. taped 30 Jan 1967 #9: 434,1
splash,5
splits wood nut (Córylus avellána) on oak crust,2
spring call,1
spring calls,3
spring migartion call,4
squeaks,12
squeaks; barks,3
squeaks; coughs,1
squeaks; grunts,1
squeaks; pant,2
squeaks; pant; grunts,1
squeaky call,2
squeal series,1
squealing while fighting,1
squeals,6
squeals; clicks; whistles,12
squeals; walk,1
squeals; whistles; clicks,2
squee song,1
squeeky calls and flight at end,1
squeel duet,1
squeels,1
sr (pr),126
ss,722
staehys arvensis,1
staging,2359838
stand,545
stand; Social context: flock,5
stand; Social context: herd,2
stand; Social context: herd; rest,1
stand; Social context: herd; walk,1
stand; Social context: herd; walk; solicit copulation; groom,1
stand; allopreen; stretch; Social context: flock,1
stand; bathe; flap; land; preen; land,1
stand; be displaced; displace,1
stand; be displaced; take flight,1
stand; be displaced; take flight; stand; land; fight,1
stand; bob,1
stand; bob; forage; hop,2
stand; bob; hop; forage,1
stand; bob; hop; take flight; forage,1
stand; bob; preen,1
stand; bob; ruffle; run,1
stand; bob; run,1
stand; bob; run; call,3
stand; bob; take flight,3
stand; bob; take flight; call,1
stand; brood; call,1
stand; brood; sit on nest,2
stand; call,11
stand; call; bob,1
stand; call; bob; walk; take flight,1
stand; call; forage,2
stand; call; jump; take flight,1
stand; call; perform courtship display; walk; take flight,1
stand; call; run; walk,1
stand; call; sleep,1
stand; call; stretch; fly,1
stand; call; take flight,3
stand; call; walk; lie,1
stand; call; walk; take flight; beg,1
stand; carry food in bill,2
stand; carry food in bill; take flight; forage,1
stand; carry food in bill; walk,2
stand; carry nest material,1
stand; cast pellet,1
stand; defecate,1
stand; defecate; bob; stretch,1
stand; defecate; perform courtship display; walk,1
stand; defecate; take flight,1
stand; defecate; walk,1
stand; depart; fly,1
stand; displace; be displaced,1
stand; drink,2
stand; drink; fly,1
stand; drink; hop,1
stand; drink; take flight,2
stand; drink; yawn,1
stand; eat,3
stand; eat; Social context: herd,1
stand; eat; forage,1
stand; eat; take flight,1
stand; eat; walk,3
stand; eat; walk; defecate; forage,1
stand; eat; walk; hop; take flight,1
stand; eat; walk; take flight; land; drink; defecate,1
stand; flap,1
stand; flap; call,1
stand; fly,4
stand; fly; call,2
stand; fly; call; land,1
stand; fly; land,1
stand; fly; take flight; land,1
stand; forage,15
stand; forage; bob,1
stand; forage; eat,1
stand; forage; eat; walk,1
stand; forage; preen; walk,2
stand; forage; preen; yawn,1
stand; forage; probe,1
stand; forage; take flight,1
stand; forage; take flight; fly,1
stand; forage; walk,12
stand; forage; walk; capture prey; eat,1
stand; hop,10
stand; hop; carry food in bill,3
stand; hop; depart,2
stand; hop; depart; peck; forage,1
stand; hop; forage; eat,1
stand; hop; forage; take flight; bob,1
stand; hop; song,1
stand; hop; tail wag,1
stand; hop; take flight,1
stand; land,1
stand; land; contact; court; fly,1
stand; land; fly; Social context: flock,1
stand; land; preen,1
stand; land; preen; flap; walk; sleep,1
stand; land; take flight,1
stand; lie,3
stand; lie; pant,1
stand; pant; sit on nest,1
stand; peck; forage,1
stand; perch; fly; depart,1
stand; perform visual display; Social context: flock,4
stand; preen,19
stand; preen; bathe,2
stand; preen; bob; walk; forage,1
stand; preen; call; yawn,1
stand; preen; drink; scratch,1
stand; preen; forage; scratch,1
stand; preen; land; ruffle; take flight,1
stand; preen; ruffle; surface dive; swim; walk; take flight; fly; defecate,1
stand; preen; scratch,2
stand; preen; scratch; lie; sleep; rest,1
stand; preen; sleep; bathe,1
stand; preen; sleep; walk,1
stand; preen; take flight,1
stand; preen; walk,3
stand; preen; walk; perform visual display,1
stand; rest,3
stand; rest; Social context: herd,1
stand; rest; preen; defecate,1
stand; ruffle,3
stand; ruffle; take flight,1
stand; ruffle; yawn; forage; walk,1
stand; run,4
stand; run; forage; hop; peck,1
stand; scratch,3
stand; scratch; call,1
stand; scratch; defecate,1
stand; scratch; ruffle; preen; flap,1
stand; scratch; take flight,1
stand; scratch; wade,1
stand; scratch; walk,4
stand; scratch; walk; call,1
stand; scratch; walk; forage,1
stand; sit on nest; rest; brood,2
stand; sleep,5
stand; sleep; rest; walk; lie; yawn; be displaced,1
stand; sleep; walk,2
stand; sleep; walk; yawn; rest; ruffle; preen,1
stand; song; walk,1
stand; stretch; preen,1
stand; stretch; walk; rest,1
stand; sun,1
stand; swim,1
stand; swim; preen,1
stand; tail wag; forage,1
stand; take flight,24
stand; take flight; carry food in bill; hold food in bill,1
stand; take flight; defecate,1
stand; take flight; eat; forage,1
stand; take flight; fly,2
stand; take flight; fly; land,1
stand; take flight; land,1
stand; take flight; land; call; fly,1
stand; take flight; preen,1
stand; take flight; preen; call,1
stand; take flight; preen; land,1
stand; take flight; stretch,1
stand; take flight; walk; fly; land,1
