reproductiveCondition,reps
"HOW SEXED: GONADS, TESTES 17 X 7 MM.",2
"HOW SEXED: GONADS, TESTES 17 X 8 MM.",2
"HOW SEXED: GONADS, TESTES 17 X 9 MM.",3
"HOW SEXED: GONADS, TESTES 18 X 10 MM.",3
"HOW SEXED: GONADS, TESTES 18 X 11 MM.",2
"HOW SEXED: GONADS, TESTES 18 X 12 MM.",2
"HOW SEXED: GONADS, TESTES 18 X 13 MM.",1
"HOW SEXED: GONADS, TESTES 18 X 3 MM.",2
"HOW SEXED: GONADS, TESTES 18 X 7 MM.",3
"HOW SEXED: GONADS, TESTES 18 X 9 MM.",1
"HOW SEXED: GONADS, TESTES 19 X 10 MM.",1
"HOW SEXED: GONADS, TESTES 19 X 11 MM, 11 X 11 MM, FLESH.",2
"HOW SEXED: GONADS, TESTES 19 X 13 MM.",2
"HOW SEXED: GONADS, TESTES 19 X 9 MM.",3
"HOW SEXED: GONADS, TESTES 19.5 X 6 MM.",1
"HOW SEXED: GONADS, TESTES 1: 5 X 1 MM.",1
"HOW SEXED: GONADS, TESTES 2 1/2 X 1 1/2 MM.",1
"HOW SEXED: GONADS, TESTES 2 MM.",15
"HOW SEXED: GONADS, TESTES 2 X 0.5 MM, NOT DISTINCT.",1
"HOW SEXED: GONADS, TESTES 2 X 0.5 MM.",5
"HOW SEXED: GONADS, TESTES 2 X 0.7 MM.",1
"HOW SEXED: GONADS, TESTES 2 X 1 MM",2
"HOW SEXED: GONADS, TESTES 2 X 1 MM, 1 GRAY, 1 WHITE.",1
"HOW SEXED: GONADS, TESTES 2 X 1 MM, 1 WHITE,1 BLACK.",1
"HOW SEXED: GONADS, TESTES 2 X 1 MM, 1 X 1 MM.",1
"HOW SEXED: GONADS, TESTES 2 X 1 MM, BLACK.",3
"HOW SEXED: GONADS, TESTES 2 X 1 MM, BLOOD-ENGORGED.",1
"HOW SEXED: GONADS, TESTES 2 X 1 MM, BOTH BLACK.",3
"HOW SEXED: GONADS, TESTES 2 X 1 MM, DRAWN.",1
"HOW SEXED: GONADS, TESTES 2 X 1 MM, FLESH.",2
"HOW SEXED: GONADS, TESTES 2 X 1 MM, LEFT BLACK.",1
"HOW SEXED: GONADS, TESTES 2 X 1 MM, YELLOWISH.",1
"HOW SEXED: GONADS, TESTES 2 X 1 MM.",399
"HOW SEXED: GONADS, TESTES 2 X 1 MM. 1 BLACK 1 BLACK & WHITE.",1
"HOW SEXED: GONADS, TESTES 2 X 1 MM. BOTH BLACK.",1
"HOW SEXED: GONADS, TESTES 2 X 1 MM. DESSICATED.",1
"HOW SEXED: GONADS, TESTES 2 X 1-1/2 MM, BOTH BLACK.",1
"HOW SEXED: GONADS, TESTES 2 X 1.2 MM, CREAM-COLORED.",2
"HOW SEXED: GONADS, TESTES 2 X 1.2 MM.",1
"HOW SEXED: GONADS, TESTES 2 X 1.3 MM, WHITISH.",2
"HOW SEXED: GONADS, TESTES 2 X 1.3 MM.",3
"HOW SEXED: GONADS, TESTES 2 X 1.5 MM, BLACK",1
"HOW SEXED: GONADS, TESTES 2 X 1.5 MM, BLACK.",1
"HOW SEXED: GONADS, TESTES 2 X 1.5 MM, BOTH BLACK.",1
"HOW SEXED: GONADS, TESTES 2 X 1.5 MM, DARK GRAY.",1
"HOW SEXED: GONADS, TESTES 2 X 1.5 MM.",202
"HOW SEXED: GONADS, TESTES 2 X 2 MM",1
"HOW SEXED: GONADS, TESTES 2 X 2 MM, 3 X 3 MM, WHITISH.",2
"HOW SEXED: GONADS, TESTES 2 X 2 MM, BLACK.",1
"HOW SEXED: GONADS, TESTES 2 X 2 MM, DRAWN.",1
"HOW SEXED: GONADS, TESTES 2 X 2 MM.",78
"HOW SEXED: GONADS, TESTES 2 X 2 MM. LEFT ONE BLACK.",1
"HOW SEXED: GONADS, TESTES 2 X 2.5 MM.",4
"HOW SEXED: GONADS, TESTES 2 X 3 MM, WHITISH.",1
"HOW SEXED: GONADS, TESTES 2 X 3 MM.",20
"HOW SEXED: GONADS, TESTES 2 X 4 MM, BLUE.",1
"HOW SEXED: GONADS, TESTES 2 X 4 MM.",4
"HOW SEXED: GONADS, TESTES 2 X 4.5 MM, FLESH COLORED.",2
"HOW SEXED: GONADS, TESTES 2 X 4.5 MM.",1
"HOW SEXED: GONADS, TESTES 2 X 5 MM.",1
"HOW SEXED: GONADS, TESTES 2 X 6 MM.",1
"HOW SEXED: GONADS, TESTES 2 X 7 MM.",1
"HOW SEXED: GONADS, TESTES 2-1/2 X 2 MM.",1
"HOW SEXED: GONADS, TESTES 2.0 X 1.0 MM, BLACK.",2
"HOW SEXED: GONADS, TESTES 2.0 X 1.5 MM.",1
"HOW SEXED: GONADS, TESTES 2.3 X 1 MM, 0.5 X 2 MM, BLACKISH.",2
"HOW SEXED: GONADS, TESTES 2.3 X 2 MM, 2 X 1.8 MM, WHITE, VERMICULATED.",2
"HOW SEXED: GONADS, TESTES 2.4 X 1.5 MM.",1
"HOW SEXED: GONADS, TESTES 2.4 X 1.6, 1.6 MM.",1
"HOW SEXED: GONADS, TESTES 2.5 MM.",4
"HOW SEXED: GONADS, TESTES 2.5 X 0.5 MM, DARK.",1
"HOW SEXED: GONADS, TESTES 2.5 X 0.5 MM.",1
"HOW SEXED: GONADS, TESTES 2.5 X 0.8 MM.",1
"HOW SEXED: GONADS, TESTES 2.5 X 1 MM, SKETCHED ON TAG.",1
"HOW SEXED: GONADS, TESTES 2.5 X 1 MM.",32
"HOW SEXED: GONADS, TESTES 2.5 X 1.0 MM",1
"HOW SEXED: GONADS, TESTES 2.5 X 1.5 MM.",67
"HOW SEXED: GONADS, TESTES 2.5 X 1.8 MM.",1
"HOW SEXED: GONADS, TESTES 2.5 X 12.5 MM.",1
"HOW SEXED: GONADS, TESTES 2.5 X 2 MM, CREAM-COLORED.",1
"HOW SEXED: GONADS, TESTES 2.5 X 2 MM, PARTIALLY DECOMPSED.",1
"HOW SEXED: GONADS, TESTES 2.5 X 2 MM, YELLOW.",1
"HOW SEXED: GONADS, TESTES 2.5 X 2 MM.",48
"HOW SEXED: GONADS, TESTES 2.5 X 2 MM. FLESH COLORED.",1
"HOW SEXED: GONADS, TESTES 2.5 X 2.5 MM.",1
"HOW SEXED: GONADS, TESTES 2.5 X 3.5 MM.",1
"HOW SEXED: GONADS, TESTES 2.5 X 4 MM.",1
"HOW SEXED: GONADS, TESTES 2.5 X 4.5 MM.",1
"HOW SEXED: GONADS, TESTES 2.5 X 5 MM.",1
"HOW SEXED: GONADS, TESTES 20 MM.",1
"HOW SEXED: GONADS, TESTES 20 X 10 MM.",2
"HOW SEXED: GONADS, TESTES 20 X 12 MM, SEXED AT AVIARY.",1
"HOW SEXED: GONADS, TESTES 20 X 12 MM.",1
"HOW SEXED: GONADS, TESTES 20 X 13 MM.",1
"HOW SEXED: GONADS, TESTES 20 X 14 MM.",1
"HOW SEXED: GONADS, TESTES 20 X 3 MM.",1
"HOW SEXED: GONADS, TESTES 20 X 30 MM.",1
"HOW SEXED: GONADS, TESTES 20 X 5 MM.",1
"HOW SEXED: GONADS, TESTES 20 X 9 MM.",2
"HOW SEXED: GONADS, TESTES 21 X 11 MM",1
"HOW SEXED: GONADS, TESTES 21 X 12 MM.",1
"HOW SEXED: GONADS, TESTES 21 X 5 MM.",1
"HOW SEXED: GONADS, TESTES 22 MM.",1
"HOW SEXED: GONADS, TESTES 22 X 13 MM.",1
"HOW SEXED: GONADS, TESTES 22 X 14 MM.",2
"HOW SEXED: GONADS, TESTES 22 X 17 MM.",1
"HOW SEXED: GONADS, TESTES 22 X 9 MM.",1
"HOW SEXED: GONADS, TESTES 23 X 9 MM.",2
"HOW SEXED: GONADS, TESTES 24 X 11 MM.",2
"HOW SEXED: GONADS, TESTES 24 X 12 MM.",1
"HOW SEXED: GONADS, TESTES 25 X 10 MM.",1
"HOW SEXED: GONADS, TESTES 25 X 11 MM.",1
"HOW SEXED: GONADS, TESTES 25 X 12 MM, 23 X 12 MM.",1
"HOW SEXED: GONADS, TESTES 25 X 15 MM.",2
"HOW SEXED: GONADS, TESTES 25 X 17 MM.",1
"HOW SEXED: GONADS, TESTES 25 X 9 MM.",1
"HOW SEXED: GONADS, TESTES 26 X 12 MM.",1
"HOW SEXED: GONADS, TESTES 27 X 12 MM.",1
"HOW SEXED: GONADS, TESTES 27 X 14 MM.",3
"HOW SEXED: GONADS, TESTES 28 X 15 MM.",1
"HOW SEXED: GONADS, TESTES 2MM.",1
"HOW SEXED: GONADS, TESTES 3 MM X 2 MM, BLACK.",1
"HOW SEXED: GONADS, TESTES 3 MM.",6
"HOW SEXED: GONADS, TESTES 3 X 0.5 MM, DARK.",1
"HOW SEXED: GONADS, TESTES 3 X 0.5 MM.",2
"HOW SEXED: GONADS, TESTES 3 X 1 MM",1
"HOW SEXED: GONADS, TESTES 3 X 1 MM, CREAM-COLORED.",2
"HOW SEXED: GONADS, TESTES 3 X 1 MM, LEFT BLACK, RIGHT PINK.",1
"HOW SEXED: GONADS, TESTES 3 X 1 MM.",63
"HOW SEXED: GONADS, TESTES 3 X 1.2 MM.",1
"HOW SEXED: GONADS, TESTES 3 X 1.5 MM",1
"HOW SEXED: GONADS, TESTES 3 X 1.5 MM, BLACK.",2
"HOW SEXED: GONADS, TESTES 3 X 1.5 MM.",69
"HOW SEXED: GONADS, TESTES 3 X 10 MM.",1
"HOW SEXED: GONADS, TESTES 3 X 15 MM.",1
"HOW SEXED: GONADS, TESTES 3 X 2 MM",3
"HOW SEXED: GONADS, TESTES 3 X 2 MM AND 2 X 1.5 MM.",1
"HOW SEXED: GONADS, TESTES 3 X 2 MM, 1.7 X 1.5, WHITISH.",2
"HOW SEXED: GONADS, TESTES 3 X 2 MM, 3 X 2 MM, WHITE.",1
"HOW SEXED: GONADS, TESTES 3 X 2 MM, BLACK, FLESH WHITE.",1
"HOW SEXED: GONADS, TESTES 3 X 2 MM, BLACK.",3
"HOW SEXED: GONADS, TESTES 3 X 2 MM, BOTH BLACK",1
"HOW SEXED: GONADS, TESTES 3 X 2 MM, BOTH BLACK.",2
"HOW SEXED: GONADS, TESTES 3 X 2 MM, DARK GRAY.",1
"HOW SEXED: GONADS, TESTES 3 X 2 MM, LARGE.",1
"HOW SEXED: GONADS, TESTES 3 X 2 MM, LEFT BLACK.",1
"HOW SEXED: GONADS, TESTES 3 X 2 MM, PARTIALLY DECOMPOSED.",1
"HOW SEXED: GONADS, TESTES 3 X 2 MM.",186
"HOW SEXED: GONADS, TESTES 3 X 2 MM. NO BIB.",1
"HOW SEXED: GONADS, TESTES 3 X 2.5 MM.",13
"HOW SEXED: GONADS, TESTES 3 X 3 MM, 2.5 X 4 MM CREAM-FLESH.",1
"HOW SEXED: GONADS, TESTES 3 X 3 MM, 2.5 X 4 MM, CREAM-FLESH.",1
"HOW SEXED: GONADS, TESTES 3 X 3 MM.",9
"HOW SEXED: GONADS, TESTES 3 X 3.5 MM.",1
"HOW SEXED: GONADS, TESTES 3 X 4 MM AND 3 X 2.5 MM, WHITISH.",1
"HOW SEXED: GONADS, TESTES 3 X 4 MM, 3 X 2.5 MM, WHITISH.",1
"HOW SEXED: GONADS, TESTES 3 X 4 MM.",11
"HOW SEXED: GONADS, TESTES 3 X 5 MM.",11
"HOW SEXED: GONADS, TESTES 3 X 5.5 MM, FLESH-CREAM.",2
"HOW SEXED: GONADS, TESTES 3 X 6 MM.",1
"HOW SEXED: GONADS, TESTES 3 X CIRCA 0.5 MM.",1
"HOW SEXED: GONADS, TESTES 3.0 X 5.0 MM.",1
"HOW SEXED: GONADS, TESTES 3.1 MM.",1
"HOW SEXED: GONADS, TESTES 3.2 X 1.9 MM.",1
"HOW SEXED: GONADS, TESTES 3.5 X 1 MM.",3
"HOW SEXED: GONADS, TESTES 3.5 X 1.5 MM, 2.5 X 1 MM, YELLOWISH.",2
"HOW SEXED: GONADS, TESTES 3.5 X 1.5 MM.",10
"HOW SEXED: GONADS, TESTES 3.5 X 2 MM, YELLOWISH.",1
"HOW SEXED: GONADS, TESTES 3.5 X 2 MM.",23
"HOW SEXED: GONADS, TESTES 3.5 X 2.5 MM.",22
"HOW SEXED: GONADS, TESTES 3.5 X 3 MM, DRAWN.",1
"HOW SEXED: GONADS, TESTES 3.5 X 3 MM.",14
"HOW SEXED: GONADS, TESTES 3.5 X 3.0 MM.",2
"HOW SEXED: GONADS, TESTES 3.5 X 3.5 GM. SEXED AT AVIARY.",1
"HOW SEXED: GONADS, TESTES 3.5 X 3.5 MM.",2
"HOW SEXED: GONADS, TESTES 3.5 X 4.5 MM, 3 X 4.2 MM, DARK GRAY, REGRESSED.",1
"HOW SEXED: GONADS, TESTES 3.5 X 4.5 MM, WHITISH.",1
"HOW SEXED: GONADS, TESTES 3.5 X 5 MM, WHITE.",1
"HOW SEXED: GONADS, TESTES 3.5 X 5 MM, WHITISH.",2
"HOW SEXED: GONADS, TESTES 3.5 X 5 MM.",1
"HOW SEXED: GONADS, TESTES 3.5 X 5.5 MM, WHITE.",2
"HOW SEXED: GONADS, TESTES 3/8 IN.",1
"HOW SEXED: GONADS, TESTES 30 X 12 MM.",1
"HOW SEXED: GONADS, TESTES 30 X 15 MM.",3
"HOW SEXED: GONADS, TESTES 30 X 24 MM.",1
"HOW SEXED: GONADS, TESTES 32 X 13 MM.",1
"HOW SEXED: GONADS, TESTES 35 X 15 MM.",1
"HOW SEXED: GONADS, TESTES 35 X 19 MM.",1
"HOW SEXED: GONADS, TESTES 4 MM",1
"HOW SEXED: GONADS, TESTES 4 MM.",3
"HOW SEXED: GONADS, TESTES 4 X 1 MM.",20
"HOW SEXED: GONADS, TESTES 4 X 1.5 MM.",27
"HOW SEXED: GONADS, TESTES 4 X 2 MM",1
"HOW SEXED: GONADS, TESTES 4 X 2 MM, 2 X 1.5 MM, CREAM-COLORED.",2
"HOW SEXED: GONADS, TESTES 4 X 2 MM, 3 X 2 MM.",1
"HOW SEXED: GONADS, TESTES 4 X 2 MM, 3 X 6 MM, WHITE.",2
"HOW SEXED: GONADS, TESTES 4 X 2 MM, BLACK",1
"HOW SEXED: GONADS, TESTES 4 X 2 MM, BOTH BLACK.",1
"HOW SEXED: GONADS, TESTES 4 X 2 MM.",89
"HOW SEXED: GONADS, TESTES 4 X 2 MM. BOTH BLACK",1
"HOW SEXED: GONADS, TESTES 4 X 2.5 MM.",43
"HOW SEXED: GONADS, TESTES 4 X 3 MM AND 2 X 1.5",1
"HOW SEXED: GONADS, TESTES 4 X 3 MM, 4 X 2 MM.",1
"HOW SEXED: GONADS, TESTES 4 X 3 MM, CREAM-COLORED.",1
"HOW SEXED: GONADS, TESTES 4 X 3 MM, DRAWN.",3
"HOW SEXED: GONADS, TESTES 4 X 3 MM.",64
"HOW SEXED: GONADS, TESTES 4 X 3.3 MM, 4.5 X 3.5 MM, PINKISH WHTE.",1
"HOW SEXED: GONADS, TESTES 4 X 3.5 MM.",3
"HOW SEXED: GONADS, TESTES 4 X 4 MM, LARGE FOR DATE.",1
"HOW SEXED: GONADS, TESTES 4 X 4 MM.",9
"HOW SEXED: GONADS, TESTES 4 X 5 MM.",8
"HOW SEXED: GONADS, TESTES 4 X 6 MM.",4
"HOW SEXED: GONADS, TESTES 4.2 X 2.4 MM.",1
"HOW SEXED: GONADS, TESTES 4.5 X 1 MM.",3
"HOW SEXED: GONADS, TESTES 4.5 X 1.5 MM.",2
"HOW SEXED: GONADS, TESTES 4.5 X 2 MM, 4 X 1.5 MM.",1
"HOW SEXED: GONADS, TESTES 4.5 X 2 MM.",6
"HOW SEXED: GONADS, TESTES 4.5 X 2.5 MM, REDDISH.",2
"HOW SEXED: GONADS, TESTES 4.5 X 2.5 MM.",10
"HOW SEXED: GONADS, TESTES 4.5 X 3 MM.",13
"HOW SEXED: GONADS, TESTES 4.5 X 3.5 MM.",12
"HOW SEXED: GONADS, TESTES 4.5 X 4 MM.",4
"HOW SEXED: GONADS, TESTES 4.5 X 4.5 MM.",1
"HOW SEXED: GONADS, TESTES 4.5 X 7 MM, WHITISH.",1
"HOW SEXED: GONADS, TESTES 4.7 X 4.0 MM, DRAWN.",1
"HOW SEXED: GONADS, TESTES 5 MM X 4 MM.",1
"HOW SEXED: GONADS, TESTES 5 MM, DRAWN.",1
"HOW SEXED: GONADS, TESTES 5 MM.",5
"HOW SEXED: GONADS, TESTES 5 X 1 MM, 7 X 1 MM, YELLOWISH, REGRESSING.",1
"HOW SEXED: GONADS, TESTES 5 X 1 MM.",30
"HOW SEXED: GONADS, TESTES 5 X 1.5 MM",2
"HOW SEXED: GONADS, TESTES 5 X 1.5 MM.",12
"HOW SEXED: GONADS, TESTES 5 X 10 MM, 8 X 9 MM, WHITE. CLOACA PART ENLARGED.",2
"HOW SEXED: GONADS, TESTES 5 X 2 AND 4 X 2 MM.",1
"HOW SEXED: GONADS, TESTES 5 X 2 MM (BLACK).",1
"HOW SEXED: GONADS, TESTES 5 X 2 MM, BLACK.",1
"HOW SEXED: GONADS, TESTES 5 X 2 MM, LEFT BLACK, RIGHT WHITE.",1
"HOW SEXED: GONADS, TESTES 5 X 2 MM, SKETCH ON TAG.",1
"HOW SEXED: GONADS, TESTES 5 X 2 MM.",50
"HOW SEXED: GONADS, TESTES 5 X 2.5 MM, 3.5 X 2 MM.",1
"HOW SEXED: GONADS, TESTES 5 X 2.5 MM, DRAWN.",1
"HOW SEXED: GONADS, TESTES 5 X 2.5 MM.",22
"HOW SEXED: GONADS, TESTES 5 X 3 MM",1
"HOW SEXED: GONADS, TESTES 5 X 3 MM, 2 X 4 MM, YELLOW.",2
"HOW SEXED: GONADS, TESTES 5 X 3 MM.",111
"HOW SEXED: GONADS, TESTES 5 X 3 MM. BLACK",1
"HOW SEXED: GONADS, TESTES 5 X 3.5 MM.",23
"HOW SEXED: GONADS, TESTES 5 X 4 MM , 3 X 2 MM",1
"HOW SEXED: GONADS, TESTES 5 X 4 MM, 4 X 3 MM, CREAM-COLORED.",1
"HOW SEXED: GONADS, TESTES 5 X 4 MM, 6 X 6 MM.",1
"HOW SEXED: GONADS, TESTES 5 X 4 MM, DRAWN.",3
"HOW SEXED: GONADS, TESTES 5 X 4 MM.",68
"HOW SEXED: GONADS, TESTES 5 X 4.5 MM.",4
"HOW SEXED: GONADS, TESTES 5 X 5 MM.",10
"HOW SEXED: GONADS, TESTES 5 X 5.3 MM.",1
"HOW SEXED: GONADS, TESTES 5 X 6 MM.",5
"HOW SEXED: GONADS, TESTES 5 X 6, FLESH COLOR.",1
"HOW SEXED: GONADS, TESTES 5 X 6.5 MM.",1
"HOW SEXED: GONADS, TESTES 5 X 7 MM.",3
"HOW SEXED: GONADS, TESTES 5 X 8 MM.",1
"HOW SEXED: GONADS, TESTES 5 X 9 MM, WHITISH.",1
"HOW SEXED: GONADS, TESTES 5.5 X 1.5 MM.",3
"HOW SEXED: GONADS, TESTES 5.5 X 2 MM.",3
"HOW SEXED: GONADS, TESTES 5.5 X 2.5 MM, 5 X 3.5 MM, WHITISH.",1
"HOW SEXED: GONADS, TESTES 5.5 X 2.5 MM.",1
"HOW SEXED: GONADS, TESTES 5.5 X 3 MM",1
"HOW SEXED: GONADS, TESTES 5.5 X 3 MM AND 4 X 3 MM.",1
"HOW SEXED: GONADS, TESTES 5.5 X 3 MM, WHITISH.",1
"HOW SEXED: GONADS, TESTES 5.5 X 3 MM.",5
"HOW SEXED: GONADS, TESTES 5.5 X 3.",1
"HOW SEXED: GONADS, TESTES 5.5 X 3.5 MM, 4 X 3.5 MM, WHITISH.",1
"HOW SEXED: GONADS, TESTES 5.5 X 3.5 MM.",3
"HOW SEXED: GONADS, TESTES 5.5 X 4 MM.",15
"HOW SEXED: GONADS, TESTES 5.5 X 4.5 MM.",5
"HOW SEXED: GONADS, TESTES 5.5 X 5 MM.",4
"HOW SEXED: GONADS, TESTES 5.5 X 5.4 MM.",1
"HOW SEXED: GONADS, TESTES 5.5 X 7 MM, WHITE.",1
"HOW SEXED: GONADS, TESTES 5/8 INCH.",1
"HOW SEXED: GONADS, TESTES 6 MM.",4
"HOW SEXED: GONADS, TESTES 6 X 1 MM, 4.5 X 1 MM.",1
"HOW SEXED: GONADS, TESTES 6 X 1 MM.",19
"HOW SEXED: GONADS, TESTES 6 X 1 MM. FEMALE-LIKE PLUMAGE.",1
"HOW SEXED: GONADS, TESTES 6 X 1.5 MM.",18
"HOW SEXED: GONADS, TESTES 6 X 10 MM, WHITISH.",1
"HOW SEXED: GONADS, TESTES 6 X 10 MM.",1
"HOW SEXED: GONADS, TESTES 6 X 2 MM",1
"HOW SEXED: GONADS, TESTES 6 X 2 MM, BLACK.",1
"HOW SEXED: GONADS, TESTES 6 X 2 MM.",31
"HOW SEXED: GONADS, TESTES 6 X 2.5 MM, SKETCH ON TAG.",1
"HOW SEXED: GONADS, TESTES 6 X 2.5 MM.",11
"HOW SEXED: GONADS, TESTES 6 X 2.5 MM. SEXED AT AVIARY.",1
"HOW SEXED: GONADS, TESTES 6 X 3 MM.",45
"HOW SEXED: GONADS, TESTES 6 X 3 MM. FEMALE-LIKE TAIL.",1
"HOW SEXED: GONADS, TESTES 6 X 3.5 MM.",21
"HOW SEXED: GONADS, TESTES 6 X 4 MM, 11 X 5, REDDISH.",2
"HOW SEXED: GONADS, TESTES 6 X 4 MM, 7 X 4, YELLOWISH.",2
"HOW SEXED: GONADS, TESTES 6 X 4 MM, DRAWN.",2
"HOW SEXED: GONADS, TESTES 6 X 4 MM, PARTIALLY DECOMPOSED.",1
"HOW SEXED: GONADS, TESTES 6 X 4 MM.",91
"HOW SEXED: GONADS, TESTES 6 X 4.5 MM.",20
"HOW SEXED: GONADS, TESTES 6 X 5 MM.",46
"HOW SEXED: GONADS, TESTES 6 X 5.5 MM.",1
"HOW SEXED: GONADS, TESTES 6 X 6 MM.",2
"HOW SEXED: GONADS, TESTES 6 X 8 MM.",1
"HOW SEXED: GONADS, TESTES 6 X 9 MM, WHITISH VERMICULATED. CLOACA PART ENLARGED.",1
"HOW SEXED: GONADS, TESTES 6 X 9 MM, WHITISH,VERMICULATED. CLOACA PART ENLARGED.",1
"HOW SEXED: GONADS, TESTES 6 X 9 MM.",2
"HOW SEXED: GONADS, TESTES 6.4 MM.",1
"HOW SEXED: GONADS, TESTES 6.5 MM",1
"HOW SEXED: GONADS, TESTES 6.5 X 10 MM.",1
"HOW SEXED: GONADS, TESTES 6.5 X 2 MM, PINKISH.",2
"HOW SEXED: GONADS, TESTES 6.5 X 2 MM.",1
"HOW SEXED: GONADS, TESTES 6.5 X 2.5 MM.",1
"HOW SEXED: GONADS, TESTES 6.5 X 3 MM.",2
"HOW SEXED: GONADS, TESTES 6.5 X 3.5 MM.",2
"HOW SEXED: GONADS, TESTES 6.5 X 4 MM.",7
"HOW SEXED: GONADS, TESTES 6.5 X 4.5 MM.",7
"HOW SEXED: GONADS, TESTES 6.5 X 5 MM.",10
"HOW SEXED: GONADS, TESTES 6.5 X 5.5 MM.",3
"HOW SEXED: GONADS, TESTES 6.5 X 6 MM.",1
"HOW SEXED: GONADS, TESTES 6.5 X 7 MM.",1
"HOW SEXED: GONADS, TESTES 6.6 X 3.5 MM.",1
"HOW SEXED: GONADS, TESTES 6.7 X 5.5 MM, DRAWN.",1
"HOW SEXED: GONADS, TESTES 7 MM.",6
"HOW SEXED: GONADS, TESTES 7 X 1 MM",1
"HOW SEXED: GONADS, TESTES 7 X 1 MM.",7
"HOW SEXED: GONADS, TESTES 7 X 1.5 MM",1
"HOW SEXED: GONADS, TESTES 7 X 1.5 MM.",7
"HOW SEXED: GONADS, TESTES 7 X 1.5 MM. FEMALE-LIKE PLUMAGE.",1
"HOW SEXED: GONADS, TESTES 7 X 2 MM.",34
"HOW SEXED: GONADS, TESTES 7 X 2.5 MM.",11
"HOW SEXED: GONADS, TESTES 7 X 3 MM.",33
"HOW SEXED: GONADS, TESTES 7 X 3.5 MM.",11
"HOW SEXED: GONADS, TESTES 7 X 4 MM, 3 X 1 MM.",2
"HOW SEXED: GONADS, TESTES 7 X 4 MM, 5 X 3.5 MM.",1
"HOW SEXED: GONADS, TESTES 7 X 4 MM, PARTLY DECOMPOSED.",1
"HOW SEXED: GONADS, TESTES 7 X 4 MM.",60
"HOW SEXED: GONADS, TESTES 7 X 4.5 MM.",12
"HOW SEXED: GONADS, TESTES 7 X 5 MM, 6 X 4 MM (LEFT, RIGHT, UNSAID).",1
"HOW SEXED: GONADS, TESTES 7 X 5 MM, 9 X 7 MM, WHITISH.",2
"HOW SEXED: GONADS, TESTES 7 X 5 MM.",92
"HOW SEXED: GONADS, TESTES 7 X 5.5 MM.",10
"HOW SEXED: GONADS, TESTES 7 X 6 MM, DRAWN.",2
"HOW SEXED: GONADS, TESTES 7 X 6 MM.",25
"HOW SEXED: GONADS, TESTES 7 X 6 MM. SEXED BY D.S.WOOD.",1
"HOW SEXED: GONADS, TESTES 7 X 8 MM.",2
"HOW SEXED: GONADS, TESTES 7 X 9 MM.",1
"HOW SEXED: GONADS, TESTES 7.5 X 2 MM.",4
"HOW SEXED: GONADS, TESTES 7.5 X 2.5 MM.",1
"HOW SEXED: GONADS, TESTES 7.5 X 3 MM.",1
"HOW SEXED: GONADS, TESTES 7.5 X 4 MM.",2
"HOW SEXED: GONADS, TESTES 7.5 X 4.5 MM.",3
"HOW SEXED: GONADS, TESTES 7.5 X 5 MM.",9
"HOW SEXED: GONADS, TESTES 7.5 X 5.5 MM.",8
"HOW SEXED: GONADS, TESTES 7.5 X 6 MM.",5
"HOW SEXED: GONADS, TESTES 7.7 MM.",1
"HOW SEXED: GONADS, TESTES 7/8 MM X 5 MM.",1
"HOW SEXED: GONADS, TESTES 8 MM.",3
"HOW SEXED: GONADS, TESTES 8 X 1 MM.",3
"HOW SEXED: GONADS, TESTES 8 X 1.5 MM",1
"HOW SEXED: GONADS, TESTES 8 X 1.5 MM.",2
"HOW SEXED: GONADS, TESTES 8 X 1.5 MM. FEMALE BY PLUMAGE.",1
"HOW SEXED: GONADS, TESTES 8 X 10 MM.",1
"HOW SEXED: GONADS, TESTES 8 X 12 MM.",1
"HOW SEXED: GONADS, TESTES 8 X 14 MM, PALE. CLOACA GREATLY ENLARGED.",1
"HOW SEXED: GONADS, TESTES 8 X 2 MM.",10
"HOW SEXED: GONADS, TESTES 8 X 2.5 MM",1
"HOW SEXED: GONADS, TESTES 8 X 2.5 MM.",8
"HOW SEXED: GONADS, TESTES 8 X 3 MM.",15
"HOW SEXED: GONADS, TESTES 8 X 3.5 MM",1
"HOW SEXED: GONADS, TESTES 8 X 3.5 MM.",3
"HOW SEXED: GONADS, TESTES 8 X 4 MM.",39
"HOW SEXED: GONADS, TESTES 8 X 4.5 MM, FLESH.",1
"HOW SEXED: GONADS, TESTES 8 X 4.5 MM.",10
"HOW SEXED: GONADS, TESTES 8 X 5 MM",1
"HOW SEXED: GONADS, TESTES 8 X 5 MM, DRAWN.",2
"HOW SEXED: GONADS, TESTES 8 X 5 MM, WHITE, VERMICULATED.",1
"HOW SEXED: GONADS, TESTES 8 X 5 MM.",72
"HOW SEXED: GONADS, TESTES 8 X 5 MM. CLOACAL PROTUBERANCE.",1
"HOW SEXED: GONADS, TESTES 8 X 5 MM. SEXED AT AVIARY.",1
"HOW SEXED: GONADS, TESTES 8 X 5.5 MM.",10
"HOW SEXED: GONADS, TESTES 8 X 6 MM, DRAWN.",2
"HOW SEXED: GONADS, TESTES 8 X 6 MM.",57
"HOW SEXED: GONADS, TESTES 8 X 6.5 MM.",2
"HOW SEXED: GONADS, TESTES 8 X 7 MM, 7 X 8 MM, REDDISH VERMICULATED.",1
"HOW SEXED: GONADS, TESTES 8 X 7 MM, DRAWN.",1
"HOW SEXED: GONADS, TESTES 8 X 7 MM.",14
